ENSMODP00000003608	ENSMODP00000016222
ENSMODP00000037855	ENSMODP00000039129
ENSMODP00000039129	ENSMODP00000011440
ENSMODP00000011440	ENSMODP00000039129
ENSMODP00000038868	ENSMODP00000037855
ENSMODP00000037855	ENSMODP00000038868
ENSMODP00000038868	ENSMODP00000011440
ENSMODP00000011440	ENSMODP00000038868
ENSMODP00000037855	ENSMODP00000011440
ENSMODP00000011440	ENSMODP00000037855
ENSMODP00000019202	ENSMODP00000001457
ENSMODP00000001457	ENSMODP00000019202
ENSMODP00000025762	ENSMODP00000005094
ENSMODP00000005094	ENSMODP00000025762
ENSMODP00000010248	ENSMODP00000000934
ENSMODP00000000934	ENSMODP00000010248
ENSMODP00000003150	ENSMODP00000019976
ENSMODP00000019976	ENSMODP00000003150
ENSMODP00000006082	ENSMODP00000040702
ENSMODP00000040702	ENSMODP00000006082
ENSMODP00000006082	ENSMODP00000026544
ENSMODP00000026544	ENSMODP00000006082
ENSMODP00000040702	ENSMODP00000026544
ENSMODP00000026544	ENSMODP00000040702
ENSMODP00000018578	ENSMODP00000020657
ENSMODP00000020657	ENSMODP00000018578
ENSMODP00000000399	ENSMODP00000005825
ENSMODP00000005825	ENSMODP00000000399
ENSMODP00000000399	ENSMODP00000011531
ENSMODP00000011531	ENSMODP00000000399
ENSMODP00000005825	ENSMODP00000011531
ENSMODP00000011531	ENSMODP00000005825
ENSMODP00000011033	ENSMODP00000023872
ENSMODP00000023872	ENSMODP00000011033
ENSMODP00000011033	ENSMODP00000007956
ENSMODP00000007956	ENSMODP00000011033
ENSMODP00000023186	ENSMODP00000014368
ENSMODP00000014368	ENSMODP00000023186
ENSMODP00000023186	ENSMODP00000025725
ENSMODP00000025725	ENSMODP00000023186
ENSMODP00000014368	ENSMODP00000025725
ENSMODP00000025725	ENSMODP00000014368
ENSMODP00000004844	ENSMODP00000025340
ENSMODP00000025340	ENSMODP00000004844
ENSMODP00000009530	ENSMODP00000017239
ENSMODP00000017239	ENSMODP00000009530
ENSMODP00000009530	ENSMODP00000008441
ENSMODP00000008441	ENSMODP00000009530
ENSMODP00000017239	ENSMODP00000008441
ENSMODP00000008441	ENSMODP00000017239
ENSMODP00000026280	ENSMODP00000006757
ENSMODP00000006757	ENSMODP00000026280
ENSMODP00000026280	ENSMODP00000006642
ENSMODP00000006642	ENSMODP00000026280
ENSMODP00000006757	ENSMODP00000006642
ENSMODP00000006642	ENSMODP00000006757
ENSMODP00000006952	ENSMODP00000034906
ENSMODP00000034906	ENSMODP00000006952
ENSMODP00000032408	ENSMODP00000011646
ENSMODP00000011646	ENSMODP00000032408
ENSMODP00000018743	ENSMODP00000002816
ENSMODP00000002816	ENSMODP00000018743
ENSMODP00000018743	ENSMODP00000029642
ENSMODP00000029642	ENSMODP00000018743
ENSMODP00000002816	ENSMODP00000029642
ENSMODP00000029642	ENSMODP00000002816
ENSMODP00000016281	ENSMODP00000022797
ENSMODP00000022797	ENSMODP00000016281
ENSMODP00000023242	ENSMODP00000019103
ENSMODP00000019103	ENSMODP00000023242
ENSMODP00000015362	ENSMODP00000001219
ENSMODP00000001219	ENSMODP00000015362
ENSMODP00000015362	ENSMODP00000003434
ENSMODP00000003434	ENSMODP00000015362
ENSMODP00000001219	ENSMODP00000003434
ENSMODP00000003434	ENSMODP00000001219
ENSMODP00000008501	ENSMODP00000032729
ENSMODP00000032729	ENSMODP00000008501
ENSMODP00000008501	ENSMODP00000006029
ENSMODP00000006029	ENSMODP00000008501
ENSMODP00000032729	ENSMODP00000006029
ENSMODP00000006029	ENSMODP00000032729
ENSMODP00000013337	ENSMODP00000018954
ENSMODP00000018954	ENSMODP00000013337
ENSMODP00000020292	ENSMODP00000021849
ENSMODP00000021849	ENSMODP00000020292
ENSMODP00000009484	ENSMODP00000038126
ENSMODP00000038126	ENSMODP00000009484
ENSMODP00000005066	ENSMODP00000039503
ENSMODP00000039503	ENSMODP00000005066
ENSMODP00000005066	ENSMODP00000035382
ENSMODP00000035382	ENSMODP00000005066
ENSMODP00000005066	ENSMODP00000013770
ENSMODP00000013770	ENSMODP00000005066
ENSMODP00000039503	ENSMODP00000035382
ENSMODP00000035382	ENSMODP00000039503
ENSMODP00000039503	ENSMODP00000013770
ENSMODP00000013770	ENSMODP00000039503
ENSMODP00000035382	ENSMODP00000013770
ENSMODP00000013770	ENSMODP00000035382
ENSMODP00000002547	ENSMODP00000007208
ENSMODP00000007208	ENSMODP00000002547
ENSMODP00000002547	ENSMODP00000001337
ENSMODP00000001337	ENSMODP00000002547
ENSMODP00000007208	ENSMODP00000001337
ENSMODP00000001337	ENSMODP00000007208
ENSMODP00000007632	ENSMODP00000013563
ENSMODP00000013563	ENSMODP00000007632
ENSMODP00000007632	ENSMODP00000001534
ENSMODP00000001534	ENSMODP00000007632
ENSMODP00000013563	ENSMODP00000001534
ENSMODP00000001534	ENSMODP00000013563
ENSMODP00000019745	ENSMODP00000005749
ENSMODP00000005749	ENSMODP00000019745
ENSMODP00000019494	ENSMODP00000035126
ENSMODP00000035126	ENSMODP00000019494
ENSMODP00000019494	ENSMODP00000023382
ENSMODP00000023382	ENSMODP00000019494
ENSMODP00000035126	ENSMODP00000023382
ENSMODP00000023382	ENSMODP00000035126
ENSMODP00000011937	ENSMODP00000023649
ENSMODP00000023649	ENSMODP00000011937
ENSMODP00000011937	ENSMODP00000000328
ENSMODP00000000328	ENSMODP00000011937
ENSMODP00000023649	ENSMODP00000000328
ENSMODP00000000328	ENSMODP00000023649
ENSMODP00000001926	ENSMODP00000024807
ENSMODP00000024807	ENSMODP00000001926
ENSMODP00000001225	ENSMODP00000002135
ENSMODP00000002135	ENSMODP00000001225
ENSMODP00000021741	ENSMODP00000026347
ENSMODP00000026347	ENSMODP00000021741
ENSMODP00000021741	ENSMODP00000026346
ENSMODP00000026346	ENSMODP00000021741
ENSMODP00000026347	ENSMODP00000026346
ENSMODP00000026346	ENSMODP00000026347
ENSMODP00000029187	ENSMODP00000010223
ENSMODP00000010223	ENSMODP00000029187
ENSMODP00000038304	ENSMODP00000002443
ENSMODP00000002443	ENSMODP00000038304
ENSMODP00000003794	ENSMODP00000033223
ENSMODP00000033223	ENSMODP00000003794
ENSMODP00000003157	ENSMODP00000008393
ENSMODP00000008393	ENSMODP00000003157
ENSMODP00000003157	ENSMODP00000005230
ENSMODP00000005230	ENSMODP00000003157
ENSMODP00000008393	ENSMODP00000005230
ENSMODP00000005230	ENSMODP00000008393
ENSMODP00000009029	ENSMODP00000001300
ENSMODP00000001300	ENSMODP00000009029
ENSMODP00000009029	ENSMODP00000008368
ENSMODP00000008368	ENSMODP00000009029
ENSMODP00000001300	ENSMODP00000008368
ENSMODP00000008368	ENSMODP00000001300
ENSMODP00000009421	ENSMODP00000034090
ENSMODP00000034090	ENSMODP00000009421
ENSMODP00000010627	ENSMODP00000023803
ENSMODP00000023803	ENSMODP00000010627
ENSMODP00000010627	ENSMODP00000010403
ENSMODP00000010403	ENSMODP00000010627
ENSMODP00000023803	ENSMODP00000010403
ENSMODP00000010403	ENSMODP00000023803
ENSMODP00000011986	ENSMODP00000002576
ENSMODP00000002576	ENSMODP00000011986
ENSMODP00000011986	ENSMODP00000026078
ENSMODP00000026078	ENSMODP00000011986
ENSMODP00000002576	ENSMODP00000026078
ENSMODP00000026078	ENSMODP00000002576
ENSMODP00000008240	ENSMODP00000024362
ENSMODP00000024362	ENSMODP00000008240
ENSMODP00000002164	ENSMODP00000001721
ENSMODP00000001721	ENSMODP00000002164
ENSMODP00000004867	ENSMODP00000010692
ENSMODP00000010692	ENSMODP00000004867
ENSMODP00000008673	ENSMODP00000002763
ENSMODP00000002763	ENSMODP00000008673
ENSMODP00000008673	ENSMODP00000005945
ENSMODP00000005945	ENSMODP00000008673
ENSMODP00000002763	ENSMODP00000005945
ENSMODP00000005945	ENSMODP00000002763
ENSMODP00000000301	ENSMODP00000010528
ENSMODP00000010528	ENSMODP00000000301
ENSMODP00000009501	ENSMODP00000003910
ENSMODP00000003910	ENSMODP00000009501
ENSMODP00000009501	ENSMODP00000010268
ENSMODP00000010268	ENSMODP00000009501
ENSMODP00000003910	ENSMODP00000010268
ENSMODP00000010268	ENSMODP00000003910
ENSMODP00000001101	ENSMODP00000023734
ENSMODP00000023734	ENSMODP00000001101
ENSMODP00000001101	ENSMODP00000002815
ENSMODP00000002815	ENSMODP00000001101
ENSMODP00000023734	ENSMODP00000002815
ENSMODP00000002815	ENSMODP00000023734
ENSMODP00000001787	ENSMODP00000012726
ENSMODP00000012726	ENSMODP00000001787
ENSMODP00000002854	ENSMODP00000014275
ENSMODP00000014275	ENSMODP00000002854
ENSMODP00000002854	ENSMODP00000004406
ENSMODP00000004406	ENSMODP00000002854
ENSMODP00000014275	ENSMODP00000004406
ENSMODP00000004406	ENSMODP00000014275
ENSMODP00000030254	ENSMODP00000022228
ENSMODP00000022228	ENSMODP00000030254
ENSMODP00000013378	ENSMODP00000015519
ENSMODP00000015519	ENSMODP00000013378
ENSMODP00000013378	ENSMODP00000025939
ENSMODP00000025939	ENSMODP00000013378
ENSMODP00000015519	ENSMODP00000025939
ENSMODP00000025939	ENSMODP00000015519
ENSMODP00000029725	ENSMODP00000007595
ENSMODP00000007595	ENSMODP00000029725
ENSMODP00000000448	ENSMODP00000016476
ENSMODP00000016476	ENSMODP00000000448
ENSMODP00000000581	ENSMODP00000037324
ENSMODP00000037324	ENSMODP00000000581
ENSMODP00000035252	ENSMODP00000029151
ENSMODP00000029151	ENSMODP00000035252
ENSMODP00000035252	ENSMODP00000005078
ENSMODP00000005078	ENSMODP00000035252
ENSMODP00000029151	ENSMODP00000005078
ENSMODP00000005078	ENSMODP00000029151
ENSMODP00000037302	ENSMODP00000016550
ENSMODP00000016550	ENSMODP00000037302
ENSMODP00000002057	ENSMODP00000022190
ENSMODP00000022190	ENSMODP00000002057
ENSMODP00000002057	ENSMODP00000023903
ENSMODP00000023903	ENSMODP00000002057
ENSMODP00000022190	ENSMODP00000023903
ENSMODP00000023903	ENSMODP00000022190
ENSMODP00000006821	ENSMODP00000007341
ENSMODP00000007341	ENSMODP00000006821
ENSMODP00000006821	ENSMODP00000023634
ENSMODP00000023634	ENSMODP00000006821
ENSMODP00000007341	ENSMODP00000023634
ENSMODP00000023634	ENSMODP00000007341
ENSMODP00000036418	ENSMODP00000031883
ENSMODP00000031883	ENSMODP00000036418
ENSMODP00000021714	ENSMODP00000005090
ENSMODP00000005090	ENSMODP00000021714
ENSMODP00000021714	ENSMODP00000022716
ENSMODP00000022716	ENSMODP00000021714
ENSMODP00000005090	ENSMODP00000022716
ENSMODP00000022716	ENSMODP00000005090
ENSMODP00000023352	ENSMODP00000011249
ENSMODP00000011249	ENSMODP00000023352
ENSMODP00000011702	ENSMODP00000016105
ENSMODP00000016105	ENSMODP00000011702
ENSMODP00000004548	ENSMODP00000006431
ENSMODP00000006431	ENSMODP00000004548
ENSMODP00000004548	ENSMODP00000000178
ENSMODP00000000178	ENSMODP00000004548
ENSMODP00000006431	ENSMODP00000000178
ENSMODP00000000178	ENSMODP00000006431
ENSMODP00000027542	ENSMODP00000021395
ENSMODP00000021395	ENSMODP00000027542
ENSMODP00000027542	ENSMODP00000021711
ENSMODP00000021711	ENSMODP00000027542
ENSMODP00000021395	ENSMODP00000021711
ENSMODP00000021711	ENSMODP00000021395
ENSMODP00000007972	ENSMODP00000008261
ENSMODP00000008261	ENSMODP00000007972
ENSMODP00000017293	ENSMODP00000002996
ENSMODP00000002996	ENSMODP00000017293
ENSMODP00000017293	ENSMODP00000022804
ENSMODP00000022804	ENSMODP00000017293
ENSMODP00000002996	ENSMODP00000022804
ENSMODP00000022804	ENSMODP00000002996
ENSMODP00000025661	ENSMODP00000015049
ENSMODP00000015049	ENSMODP00000025661
ENSMODP00000007555	ENSMODP00000009833
ENSMODP00000009833	ENSMODP00000007555
ENSMODP00000000410	ENSMODP00000022549
ENSMODP00000022549	ENSMODP00000000410
ENSMODP00000000410	ENSMODP00000025381
ENSMODP00000025381	ENSMODP00000000410
ENSMODP00000022549	ENSMODP00000025381
ENSMODP00000025381	ENSMODP00000022549
ENSMODP00000034995	ENSMODP00000031211
ENSMODP00000031211	ENSMODP00000034995
ENSMODP00000039152	ENSMODP00000000623
ENSMODP00000000623	ENSMODP00000039152
ENSMODP00000005965	ENSMODP00000000937
ENSMODP00000000937	ENSMODP00000005965
ENSMODP00000005965	ENSMODP00000001469
ENSMODP00000001469	ENSMODP00000005965
ENSMODP00000000937	ENSMODP00000001469
ENSMODP00000001469	ENSMODP00000000937
ENSMODP00000035585	ENSMODP00000012855
ENSMODP00000012855	ENSMODP00000035585
ENSMODP00000004313	ENSMODP00000004249
ENSMODP00000004249	ENSMODP00000004313
ENSMODP00000020356	ENSMODP00000003924
ENSMODP00000003924	ENSMODP00000020356
ENSMODP00000014627	ENSMODP00000037223
ENSMODP00000037223	ENSMODP00000014627
ENSMODP00000013896	ENSMODP00000019379
ENSMODP00000019379	ENSMODP00000013896
ENSMODP00000040581	ENSMODP00000023432
ENSMODP00000023432	ENSMODP00000040581
ENSMODP00000000143	ENSMODP00000000708
ENSMODP00000000708	ENSMODP00000000143
ENSMODP00000006859	ENSMODP00000032532
ENSMODP00000032532	ENSMODP00000006859
ENSMODP00000006859	ENSMODP00000005883
ENSMODP00000005883	ENSMODP00000006859
ENSMODP00000032532	ENSMODP00000005883
ENSMODP00000005883	ENSMODP00000032532
ENSMODP00000009014	ENSMODP00000018831
ENSMODP00000018831	ENSMODP00000009014
ENSMODP00000009014	ENSMODP00000008216
ENSMODP00000008216	ENSMODP00000009014
ENSMODP00000018831	ENSMODP00000008216
ENSMODP00000008216	ENSMODP00000018831
ENSMODP00000010999	ENSMODP00000024289
ENSMODP00000024289	ENSMODP00000010999
ENSMODP00000024261	ENSMODP00000026362
ENSMODP00000026362	ENSMODP00000024261
ENSMODP00000035224	ENSMODP00000036763
ENSMODP00000036763	ENSMODP00000035224
ENSMODP00000035224	ENSMODP00000014386
ENSMODP00000014386	ENSMODP00000035224
ENSMODP00000036763	ENSMODP00000014386
ENSMODP00000014386	ENSMODP00000036763
ENSMODP00000024593	ENSMODP00000021325
ENSMODP00000021325	ENSMODP00000024593
ENSMODP00000006202	ENSMODP00000031535
ENSMODP00000031535	ENSMODP00000006202
ENSMODP00000006202	ENSMODP00000026268
ENSMODP00000026268	ENSMODP00000006202
ENSMODP00000031535	ENSMODP00000026268
ENSMODP00000026268	ENSMODP00000031535
ENSMODP00000014292	ENSMODP00000019360
ENSMODP00000019360	ENSMODP00000014292
ENSMODP00000000810	ENSMODP00000010718
ENSMODP00000010718	ENSMODP00000000810
ENSMODP00000005938	ENSMODP00000000563
ENSMODP00000000563	ENSMODP00000005938
ENSMODP00000005938	ENSMODP00000032110
ENSMODP00000032110	ENSMODP00000005938
ENSMODP00000000563	ENSMODP00000032110
ENSMODP00000032110	ENSMODP00000000563
ENSMODP00000017785	ENSMODP00000029627
ENSMODP00000029627	ENSMODP00000017785
ENSMODP00000024110	ENSMODP00000027725
ENSMODP00000027725	ENSMODP00000024110
ENSMODP00000024110	ENSMODP00000013246
ENSMODP00000013246	ENSMODP00000024110
ENSMODP00000027725	ENSMODP00000013246
ENSMODP00000013246	ENSMODP00000027725
ENSMODP00000005484	ENSMODP00000032514
ENSMODP00000032514	ENSMODP00000005484
ENSMODP00000018796	ENSMODP00000003004
ENSMODP00000003004	ENSMODP00000018796
ENSMODP00000018796	ENSMODP00000037026
ENSMODP00000037026	ENSMODP00000018796
ENSMODP00000003004	ENSMODP00000037026
ENSMODP00000037026	ENSMODP00000003004
ENSMODP00000014822	ENSMODP00000000717
ENSMODP00000000717	ENSMODP00000014822
ENSMODP00000014822	ENSMODP00000003457
ENSMODP00000003457	ENSMODP00000014822
ENSMODP00000000717	ENSMODP00000003457
ENSMODP00000003457	ENSMODP00000000717
ENSMODP00000014686	ENSMODP00000007235
ENSMODP00000007235	ENSMODP00000014686
ENSMODP00000014686	ENSMODP00000020428
ENSMODP00000020428	ENSMODP00000014686
ENSMODP00000007235	ENSMODP00000020428
ENSMODP00000020428	ENSMODP00000007235
ENSMODP00000000274	ENSMODP00000018836
ENSMODP00000018836	ENSMODP00000000274
ENSMODP00000000274	ENSMODP00000003057
ENSMODP00000003057	ENSMODP00000000274
ENSMODP00000018836	ENSMODP00000003057
ENSMODP00000003057	ENSMODP00000018836
ENSMODP00000019700	ENSMODP00000002973
ENSMODP00000002973	ENSMODP00000019700
ENSMODP00000003418	ENSMODP00000016915
ENSMODP00000016915	ENSMODP00000003418
ENSMODP00000003418	ENSMODP00000007245
ENSMODP00000007245	ENSMODP00000003418
ENSMODP00000016915	ENSMODP00000007245
ENSMODP00000007245	ENSMODP00000016915
ENSMODP00000020592	ENSMODP00000032798
ENSMODP00000032798	ENSMODP00000020592
ENSMODP00000020592	ENSMODP00000029853
ENSMODP00000029853	ENSMODP00000020592
ENSMODP00000032798	ENSMODP00000029853
ENSMODP00000029853	ENSMODP00000032798
ENSMODP00000041124	ENSMODP00000000781
ENSMODP00000000781	ENSMODP00000041124
ENSMODP00000038999	ENSMODP00000038908
ENSMODP00000038908	ENSMODP00000038999
ENSMODP00000014920	ENSMODP00000002092
ENSMODP00000002092	ENSMODP00000014920
ENSMODP00000008182	ENSMODP00000010973
ENSMODP00000010973	ENSMODP00000008182
ENSMODP00000000470	ENSMODP00000016503
ENSMODP00000016503	ENSMODP00000000470
ENSMODP00000013742	ENSMODP00000013826
ENSMODP00000013826	ENSMODP00000013742
ENSMODP00000013742	ENSMODP00000013843
ENSMODP00000013843	ENSMODP00000013742
ENSMODP00000013826	ENSMODP00000013843
ENSMODP00000013843	ENSMODP00000013826
ENSMODP00000001945	ENSMODP00000038091
ENSMODP00000038091	ENSMODP00000001945
ENSMODP00000001945	ENSMODP00000038015
ENSMODP00000038015	ENSMODP00000001945
ENSMODP00000001945	ENSMODP00000031529
ENSMODP00000031529	ENSMODP00000001945
ENSMODP00000038091	ENSMODP00000038015
ENSMODP00000038015	ENSMODP00000038091
ENSMODP00000038091	ENSMODP00000031529
ENSMODP00000031529	ENSMODP00000038091
ENSMODP00000038015	ENSMODP00000031529
ENSMODP00000031529	ENSMODP00000038015
ENSMODP00000008086	ENSMODP00000025350
ENSMODP00000025350	ENSMODP00000008086
ENSMODP00000008086	ENSMODP00000012346
ENSMODP00000012346	ENSMODP00000008086
ENSMODP00000025350	ENSMODP00000012346
ENSMODP00000012346	ENSMODP00000025350
ENSMODP00000009468	ENSMODP00000028132
ENSMODP00000028132	ENSMODP00000009468
ENSMODP00000017212	ENSMODP00000011901
ENSMODP00000011901	ENSMODP00000017212
ENSMODP00000017212	ENSMODP00000005917
ENSMODP00000005917	ENSMODP00000017212
ENSMODP00000011901	ENSMODP00000005917
ENSMODP00000005917	ENSMODP00000011901
ENSMODP00000016878	ENSMODP00000000486
ENSMODP00000000486	ENSMODP00000016878
ENSMODP00000007356	ENSMODP00000008291
ENSMODP00000008291	ENSMODP00000007356
ENSMODP00000007356	ENSMODP00000000841
ENSMODP00000000841	ENSMODP00000007356
ENSMODP00000008291	ENSMODP00000000841
ENSMODP00000000841	ENSMODP00000008291
ENSMODP00000000209	ENSMODP00000023079
ENSMODP00000023079	ENSMODP00000000209
ENSMODP00000000209	ENSMODP00000006275
ENSMODP00000006275	ENSMODP00000000209
ENSMODP00000023079	ENSMODP00000006275
ENSMODP00000006275	ENSMODP00000023079
ENSMODP00000011165	ENSMODP00000009236
ENSMODP00000009236	ENSMODP00000011165
ENSMODP00000010254	ENSMODP00000021020
ENSMODP00000021020	ENSMODP00000010254
ENSMODP00000010254	ENSMODP00000013732
ENSMODP00000013732	ENSMODP00000010254
ENSMODP00000021020	ENSMODP00000013732
ENSMODP00000013732	ENSMODP00000021020
ENSMODP00000018665	ENSMODP00000000696
ENSMODP00000000696	ENSMODP00000018665
ENSMODP00000018665	ENSMODP00000013584
ENSMODP00000013584	ENSMODP00000018665
ENSMODP00000000696	ENSMODP00000013584
ENSMODP00000013584	ENSMODP00000000696
ENSMODP00000004802	ENSMODP00000016293
ENSMODP00000016293	ENSMODP00000004802
ENSMODP00000004802	ENSMODP00000036056
ENSMODP00000036056	ENSMODP00000004802
ENSMODP00000013195	ENSMODP00000026495
ENSMODP00000026495	ENSMODP00000013195
ENSMODP00000008904	ENSMODP00000026620
ENSMODP00000026620	ENSMODP00000008904
ENSMODP00000008904	ENSMODP00000006868
ENSMODP00000006868	ENSMODP00000008904
ENSMODP00000026620	ENSMODP00000006868
ENSMODP00000006868	ENSMODP00000026620
ENSMODP00000016357	ENSMODP00000000517
ENSMODP00000000517	ENSMODP00000016357
ENSMODP00000007712	ENSMODP00000041276
ENSMODP00000041276	ENSMODP00000007712
ENSMODP00000007712	ENSMODP00000028571
ENSMODP00000028571	ENSMODP00000007712
ENSMODP00000041276	ENSMODP00000028571
ENSMODP00000028571	ENSMODP00000041276
ENSMODP00000015558	ENSMODP00000019641
ENSMODP00000019641	ENSMODP00000015558
ENSMODP00000015558	ENSMODP00000004636
ENSMODP00000004636	ENSMODP00000015558
ENSMODP00000019641	ENSMODP00000004636
ENSMODP00000004636	ENSMODP00000019641
ENSMODP00000015248	ENSMODP00000017234
ENSMODP00000017234	ENSMODP00000015248
ENSMODP00000026206	ENSMODP00000016543
ENSMODP00000016543	ENSMODP00000026206
ENSMODP00000026206	ENSMODP00000021028
ENSMODP00000021028	ENSMODP00000026206
ENSMODP00000016543	ENSMODP00000021028
ENSMODP00000021028	ENSMODP00000016543
ENSMODP00000008944	ENSMODP00000008959
ENSMODP00000008959	ENSMODP00000008944
ENSMODP00000008944	ENSMODP00000004935
ENSMODP00000004935	ENSMODP00000008944
ENSMODP00000008959	ENSMODP00000004935
ENSMODP00000004935	ENSMODP00000008959
ENSMODP00000009157	ENSMODP00000006875
ENSMODP00000006875	ENSMODP00000009157
ENSMODP00000009157	ENSMODP00000013643
ENSMODP00000013643	ENSMODP00000009157
ENSMODP00000006875	ENSMODP00000013643
ENSMODP00000013643	ENSMODP00000006875
ENSMODP00000023317	ENSMODP00000022857
ENSMODP00000022857	ENSMODP00000023317
ENSMODP00000023317	ENSMODP00000027851
ENSMODP00000027851	ENSMODP00000023317
ENSMODP00000022857	ENSMODP00000027851
ENSMODP00000027851	ENSMODP00000022857
ENSMODP00000009797	ENSMODP00000013278
ENSMODP00000013278	ENSMODP00000009797
ENSMODP00000009797	ENSMODP00000013249
ENSMODP00000013249	ENSMODP00000009797
ENSMODP00000009797	ENSMODP00000013263
ENSMODP00000013263	ENSMODP00000009797
ENSMODP00000013278	ENSMODP00000013249
ENSMODP00000013249	ENSMODP00000013278
ENSMODP00000013278	ENSMODP00000013263
ENSMODP00000013263	ENSMODP00000013278
ENSMODP00000034873	ENSMODP00000023457
ENSMODP00000023457	ENSMODP00000034873
ENSMODP00000003680	ENSMODP00000027120
ENSMODP00000027120	ENSMODP00000003680
ENSMODP00000003680	ENSMODP00000025432
ENSMODP00000025432	ENSMODP00000003680
ENSMODP00000027120	ENSMODP00000025432
ENSMODP00000025432	ENSMODP00000027120
ENSMODP00000019909	ENSMODP00000008380
ENSMODP00000008380	ENSMODP00000019909
ENSMODP00000015429	ENSMODP00000015514
ENSMODP00000015514	ENSMODP00000015429
ENSMODP00000015429	ENSMODP00000029130
ENSMODP00000029130	ENSMODP00000015429
ENSMODP00000015514	ENSMODP00000029130
ENSMODP00000029130	ENSMODP00000015514
ENSMODP00000017809	ENSMODP00000011099
ENSMODP00000011099	ENSMODP00000017809
ENSMODP00000021780	ENSMODP00000010129
ENSMODP00000010129	ENSMODP00000021780
ENSMODP00000021780	ENSMODP00000017529
ENSMODP00000017529	ENSMODP00000021780
ENSMODP00000010129	ENSMODP00000017529
ENSMODP00000017529	ENSMODP00000010129
ENSMODP00000027740	ENSMODP00000017003
ENSMODP00000017003	ENSMODP00000027740
ENSMODP00000027740	ENSMODP00000031686
ENSMODP00000031686	ENSMODP00000027740
ENSMODP00000017003	ENSMODP00000031686
ENSMODP00000031686	ENSMODP00000017003
ENSMODP00000022297	ENSMODP00000001228
ENSMODP00000001228	ENSMODP00000022297
ENSMODP00000022297	ENSMODP00000019731
ENSMODP00000019731	ENSMODP00000022297
ENSMODP00000001228	ENSMODP00000019731
ENSMODP00000019731	ENSMODP00000001228
ENSMODP00000023987	ENSMODP00000021381
ENSMODP00000021381	ENSMODP00000023987
ENSMODP00000010686	ENSMODP00000009881
ENSMODP00000009881	ENSMODP00000010686
ENSMODP00000010686	ENSMODP00000008088
ENSMODP00000008088	ENSMODP00000010686
ENSMODP00000009881	ENSMODP00000008088
ENSMODP00000008088	ENSMODP00000009881
ENSMODP00000006150	ENSMODP00000001206
ENSMODP00000001206	ENSMODP00000006150
ENSMODP00000006150	ENSMODP00000007121
ENSMODP00000007121	ENSMODP00000006150
ENSMODP00000001206	ENSMODP00000007121
ENSMODP00000007121	ENSMODP00000001206
ENSMODP00000015407	ENSMODP00000013327
ENSMODP00000013327	ENSMODP00000015407
ENSMODP00000015407	ENSMODP00000015423
ENSMODP00000015423	ENSMODP00000015407
ENSMODP00000013327	ENSMODP00000015423
ENSMODP00000015423	ENSMODP00000013327
ENSMODP00000017514	ENSMODP00000039002
ENSMODP00000039002	ENSMODP00000017514
ENSMODP00000016553	ENSMODP00000039257
ENSMODP00000039257	ENSMODP00000016553
ENSMODP00000016553	ENSMODP00000002218
ENSMODP00000002218	ENSMODP00000016553
ENSMODP00000039257	ENSMODP00000002218
ENSMODP00000002218	ENSMODP00000039257
ENSMODP00000004501	ENSMODP00000000334
ENSMODP00000000334	ENSMODP00000004501
ENSMODP00000004501	ENSMODP00000006782
ENSMODP00000006782	ENSMODP00000004501
ENSMODP00000000334	ENSMODP00000006782
ENSMODP00000006782	ENSMODP00000000334
ENSMODP00000040798	ENSMODP00000032061
ENSMODP00000032061	ENSMODP00000040798
ENSMODP00000021603	ENSMODP00000027954
ENSMODP00000027954	ENSMODP00000021603
ENSMODP00000021603	ENSMODP00000037282
ENSMODP00000037282	ENSMODP00000021603
ENSMODP00000027954	ENSMODP00000037282
ENSMODP00000037282	ENSMODP00000027954
ENSMODP00000018672	ENSMODP00000036805
ENSMODP00000036805	ENSMODP00000018672
ENSMODP00000018672	ENSMODP00000019134
ENSMODP00000019134	ENSMODP00000018672
ENSMODP00000036805	ENSMODP00000019134
ENSMODP00000019134	ENSMODP00000036805
ENSMODP00000002174	ENSMODP00000008681
ENSMODP00000008681	ENSMODP00000002174
ENSMODP00000019154	ENSMODP00000006183
ENSMODP00000006183	ENSMODP00000019154
ENSMODP00000017355	ENSMODP00000014821
ENSMODP00000014821	ENSMODP00000017355
ENSMODP00000002716	ENSMODP00000015896
ENSMODP00000015896	ENSMODP00000002716
ENSMODP00000012517	ENSMODP00000028807
ENSMODP00000028807	ENSMODP00000012517
ENSMODP00000012517	ENSMODP00000023937
ENSMODP00000023937	ENSMODP00000012517
ENSMODP00000028807	ENSMODP00000023937
ENSMODP00000023937	ENSMODP00000028807
ENSMODP00000023652	ENSMODP00000011928
ENSMODP00000011928	ENSMODP00000023652
ENSMODP00000023652	ENSMODP00000000347
ENSMODP00000000347	ENSMODP00000023652
ENSMODP00000011928	ENSMODP00000000347
ENSMODP00000000347	ENSMODP00000011928
ENSMODP00000035176	ENSMODP00000012657
ENSMODP00000012657	ENSMODP00000035176
ENSMODP00000035948	ENSMODP00000026679
ENSMODP00000026679	ENSMODP00000035948
ENSMODP00000035948	ENSMODP00000004216
ENSMODP00000004216	ENSMODP00000035948
ENSMODP00000026679	ENSMODP00000004216
ENSMODP00000004216	ENSMODP00000026679
ENSMODP00000036511	ENSMODP00000005030
ENSMODP00000005030	ENSMODP00000036511
