ENSMUSP00000025288	ENSMUSP00000105282
ENSMUSP00000098099	ENSMUSP00000058348
ENSMUSP00000058348	ENSMUSP00000098099
ENSMUSP00000054141	ENSMUSP00000037422
ENSMUSP00000037422	ENSMUSP00000054141
ENSMUSP00000129418	ENSMUSP00000057721
ENSMUSP00000057721	ENSMUSP00000129418
ENSMUSP00000057040	ENSMUSP00000061643
ENSMUSP00000061643	ENSMUSP00000057040
ENSMUSP00000034240	ENSMUSP00000004294
ENSMUSP00000004294	ENSMUSP00000034240
ENSMUSP00000019232	ENSMUSP00000026315
ENSMUSP00000026315	ENSMUSP00000019232
ENSMUSP00000000834	ENSMUSP00000005976
ENSMUSP00000005976	ENSMUSP00000000834
ENSMUSP00000000834	ENSMUSP00000050144
ENSMUSP00000050144	ENSMUSP00000000834
ENSMUSP00000005976	ENSMUSP00000050144
ENSMUSP00000050144	ENSMUSP00000005976
ENSMUSP00000108260	ENSMUSP00000132501
ENSMUSP00000132501	ENSMUSP00000108260
ENSMUSP00000108260	ENSMUSP00000015796
ENSMUSP00000015796	ENSMUSP00000108260
ENSMUSP00000108260	ENSMUSP00000111081
ENSMUSP00000111081	ENSMUSP00000108260
ENSMUSP00000132501	ENSMUSP00000015796
ENSMUSP00000015796	ENSMUSP00000132501
ENSMUSP00000132501	ENSMUSP00000111081
ENSMUSP00000111081	ENSMUSP00000132501
ENSMUSP00000015796	ENSMUSP00000111081
ENSMUSP00000111081	ENSMUSP00000015796
ENSMUSP00000012921	ENSMUSP00000059889
ENSMUSP00000059889	ENSMUSP00000012921
ENSMUSP00000012921	ENSMUSP00000002172
ENSMUSP00000002172	ENSMUSP00000012921
ENSMUSP00000059889	ENSMUSP00000002172
ENSMUSP00000002172	ENSMUSP00000059889
ENSMUSP00000107538	ENSMUSP00000077466
ENSMUSP00000077466	ENSMUSP00000107538
ENSMUSP00000107538	ENSMUSP00000104342
ENSMUSP00000104342	ENSMUSP00000107538
ENSMUSP00000107538	ENSMUSP00000132519
ENSMUSP00000132519	ENSMUSP00000107538
ENSMUSP00000077466	ENSMUSP00000104342
ENSMUSP00000104342	ENSMUSP00000077466
ENSMUSP00000077466	ENSMUSP00000132519
ENSMUSP00000132519	ENSMUSP00000077466
ENSMUSP00000104342	ENSMUSP00000132519
ENSMUSP00000132519	ENSMUSP00000104342
ENSMUSP00000103217	ENSMUSP00000096973
ENSMUSP00000096973	ENSMUSP00000103217
ENSMUSP00000017090	ENSMUSP00000099324
ENSMUSP00000099324	ENSMUSP00000017090
ENSMUSP00000017090	ENSMUSP00000086835
ENSMUSP00000086835	ENSMUSP00000017090
ENSMUSP00000099324	ENSMUSP00000086835
ENSMUSP00000086835	ENSMUSP00000099324
ENSMUSP00000115869	ENSMUSP00000075655
ENSMUSP00000075655	ENSMUSP00000115869
ENSMUSP00000082652	ENSMUSP00000128483
ENSMUSP00000128483	ENSMUSP00000082652
ENSMUSP00000119606	ENSMUSP00000018990
ENSMUSP00000018990	ENSMUSP00000119606
ENSMUSP00000119606	ENSMUSP00000043562
ENSMUSP00000043562	ENSMUSP00000119606
ENSMUSP00000018990	ENSMUSP00000043562
ENSMUSP00000043562	ENSMUSP00000018990
ENSMUSP00000037109	ENSMUSP00000001080
ENSMUSP00000001080	ENSMUSP00000037109
ENSMUSP00000037109	ENSMUSP00000139117
ENSMUSP00000139117	ENSMUSP00000037109
ENSMUSP00000037109	ENSMUSP00000045478
ENSMUSP00000045478	ENSMUSP00000037109
ENSMUSP00000001080	ENSMUSP00000139117
ENSMUSP00000139117	ENSMUSP00000001080
ENSMUSP00000001080	ENSMUSP00000045478
ENSMUSP00000045478	ENSMUSP00000001080
ENSMUSP00000139117	ENSMUSP00000045478
ENSMUSP00000045478	ENSMUSP00000139117
ENSMUSP00000022782	ENSMUSP00000114026
ENSMUSP00000114026	ENSMUSP00000022782
ENSMUSP00000022782	ENSMUSP00000022916
ENSMUSP00000022916	ENSMUSP00000022782
ENSMUSP00000022782	ENSMUSP00000054134
ENSMUSP00000054134	ENSMUSP00000022782
ENSMUSP00000114026	ENSMUSP00000022916
ENSMUSP00000022916	ENSMUSP00000114026
ENSMUSP00000114026	ENSMUSP00000054134
ENSMUSP00000054134	ENSMUSP00000114026
ENSMUSP00000022916	ENSMUSP00000054134
ENSMUSP00000054134	ENSMUSP00000022916
ENSMUSP00000043087	ENSMUSP00000118997
ENSMUSP00000118997	ENSMUSP00000043087
ENSMUSP00000043087	ENSMUSP00000127109
ENSMUSP00000127109	ENSMUSP00000043087
ENSMUSP00000118997	ENSMUSP00000127109
ENSMUSP00000127109	ENSMUSP00000118997
ENSMUSP00000020484	ENSMUSP00000000828
ENSMUSP00000000828	ENSMUSP00000020484
ENSMUSP00000038369	ENSMUSP00000063264
ENSMUSP00000063264	ENSMUSP00000038369
ENSMUSP00000038369	ENSMUSP00000109967
ENSMUSP00000109967	ENSMUSP00000038369
ENSMUSP00000038369	ENSMUSP00000086285
ENSMUSP00000086285	ENSMUSP00000038369
ENSMUSP00000063264	ENSMUSP00000109967
ENSMUSP00000109967	ENSMUSP00000063264
ENSMUSP00000063264	ENSMUSP00000086285
ENSMUSP00000086285	ENSMUSP00000063264
ENSMUSP00000109967	ENSMUSP00000086285
ENSMUSP00000086285	ENSMUSP00000109967
ENSMUSP00000019050	ENSMUSP00000009789
ENSMUSP00000009789	ENSMUSP00000019050
ENSMUSP00000021940	ENSMUSP00000117200
ENSMUSP00000117200	ENSMUSP00000021940
ENSMUSP00000040140	ENSMUSP00000091352
ENSMUSP00000091352	ENSMUSP00000040140
ENSMUSP00000112727	ENSMUSP00000029824
ENSMUSP00000029824	ENSMUSP00000112727
ENSMUSP00000068450	ENSMUSP00000030279
ENSMUSP00000030279	ENSMUSP00000068450
ENSMUSP00000108595	ENSMUSP00000027502
ENSMUSP00000027502	ENSMUSP00000108595
ENSMUSP00000104939	ENSMUSP00000063107
ENSMUSP00000063107	ENSMUSP00000104939
ENSMUSP00000061737	ENSMUSP00000030800
ENSMUSP00000030800	ENSMUSP00000061737
ENSMUSP00000047529	ENSMUSP00000027730
ENSMUSP00000027730	ENSMUSP00000047529
ENSMUSP00000047529	ENSMUSP00000000445
ENSMUSP00000000445	ENSMUSP00000047529
ENSMUSP00000047529	ENSMUSP00000072330
ENSMUSP00000072330	ENSMUSP00000047529
ENSMUSP00000027730	ENSMUSP00000000445
ENSMUSP00000000445	ENSMUSP00000027730
ENSMUSP00000027730	ENSMUSP00000072330
ENSMUSP00000072330	ENSMUSP00000027730
ENSMUSP00000000445	ENSMUSP00000072330
ENSMUSP00000072330	ENSMUSP00000000445
ENSMUSP00000016143	ENSMUSP00000081263
ENSMUSP00000081263	ENSMUSP00000016143
ENSMUSP00000006311	ENSMUSP00000103431
ENSMUSP00000103431	ENSMUSP00000006311
ENSMUSP00000006311	ENSMUSP00000060671
ENSMUSP00000060671	ENSMUSP00000006311
ENSMUSP00000103431	ENSMUSP00000060671
ENSMUSP00000060671	ENSMUSP00000103431
ENSMUSP00000058084	ENSMUSP00000112715
ENSMUSP00000112715	ENSMUSP00000058084
ENSMUSP00000058084	ENSMUSP00000064261
ENSMUSP00000064261	ENSMUSP00000058084
ENSMUSP00000058084	ENSMUSP00000103690
ENSMUSP00000103690	ENSMUSP00000058084
ENSMUSP00000112715	ENSMUSP00000064261
ENSMUSP00000064261	ENSMUSP00000112715
ENSMUSP00000112715	ENSMUSP00000103690
ENSMUSP00000103690	ENSMUSP00000112715
ENSMUSP00000064261	ENSMUSP00000103690
ENSMUSP00000103690	ENSMUSP00000064261
ENSMUSP00000099331	ENSMUSP00000129157
ENSMUSP00000129157	ENSMUSP00000099331
ENSMUSP00000099331	ENSMUSP00000099592
ENSMUSP00000099592	ENSMUSP00000099331
ENSMUSP00000099331	ENSMUSP00000107806
ENSMUSP00000107806	ENSMUSP00000099331
ENSMUSP00000129157	ENSMUSP00000099592
ENSMUSP00000099592	ENSMUSP00000129157
ENSMUSP00000129157	ENSMUSP00000107806
ENSMUSP00000107806	ENSMUSP00000129157
ENSMUSP00000099592	ENSMUSP00000107806
ENSMUSP00000107806	ENSMUSP00000099592
ENSMUSP00000029194	ENSMUSP00000030917
ENSMUSP00000030917	ENSMUSP00000029194
ENSMUSP00000055037	ENSMUSP00000132338
ENSMUSP00000132338	ENSMUSP00000055037
ENSMUSP00000111120	ENSMUSP00000081232
ENSMUSP00000081232	ENSMUSP00000111120
ENSMUSP00000110897	ENSMUSP00000029490
ENSMUSP00000029490	ENSMUSP00000110897
ENSMUSP00000129584	ENSMUSP00000022813
ENSMUSP00000022813	ENSMUSP00000129584
ENSMUSP00000129584	ENSMUSP00000021794
ENSMUSP00000021794	ENSMUSP00000129584
ENSMUSP00000129584	ENSMUSP00000104764
ENSMUSP00000104764	ENSMUSP00000129584
ENSMUSP00000022813	ENSMUSP00000021794
ENSMUSP00000021794	ENSMUSP00000022813
ENSMUSP00000022813	ENSMUSP00000104764
ENSMUSP00000104764	ENSMUSP00000022813
ENSMUSP00000021794	ENSMUSP00000104764
ENSMUSP00000104764	ENSMUSP00000021794
ENSMUSP00000080556	ENSMUSP00000104294
ENSMUSP00000104294	ENSMUSP00000080556
ENSMUSP00000080556	ENSMUSP00000033824
ENSMUSP00000033824	ENSMUSP00000080556
ENSMUSP00000080556	ENSMUSP00000052283
ENSMUSP00000052283	ENSMUSP00000080556
ENSMUSP00000104294	ENSMUSP00000033824
ENSMUSP00000033824	ENSMUSP00000104294
ENSMUSP00000104294	ENSMUSP00000052283
ENSMUSP00000052283	ENSMUSP00000104294
ENSMUSP00000033824	ENSMUSP00000052283
ENSMUSP00000052283	ENSMUSP00000033824
ENSMUSP00000041232	ENSMUSP00000099755
ENSMUSP00000099755	ENSMUSP00000041232
ENSMUSP00000041232	ENSMUSP00000048900
ENSMUSP00000048900	ENSMUSP00000041232
ENSMUSP00000041232	ENSMUSP00000116643
ENSMUSP00000116643	ENSMUSP00000041232
ENSMUSP00000099755	ENSMUSP00000048900
ENSMUSP00000048900	ENSMUSP00000099755
ENSMUSP00000099755	ENSMUSP00000116643
ENSMUSP00000116643	ENSMUSP00000099755
ENSMUSP00000048900	ENSMUSP00000116643
ENSMUSP00000116643	ENSMUSP00000048900
ENSMUSP00000021937	ENSMUSP00000049430
ENSMUSP00000049430	ENSMUSP00000021937
ENSMUSP00000102229	ENSMUSP00000099887
ENSMUSP00000099887	ENSMUSP00000102229
ENSMUSP00000102229	ENSMUSP00000123158
ENSMUSP00000123158	ENSMUSP00000102229
ENSMUSP00000099887	ENSMUSP00000123158
ENSMUSP00000123158	ENSMUSP00000099887
ENSMUSP00000118221	ENSMUSP00000028257
ENSMUSP00000028257	ENSMUSP00000118221
ENSMUSP00000110724	ENSMUSP00000116205
ENSMUSP00000116205	ENSMUSP00000110724
ENSMUSP00000110724	ENSMUSP00000040945
ENSMUSP00000040945	ENSMUSP00000110724
ENSMUSP00000116205	ENSMUSP00000040945
ENSMUSP00000040945	ENSMUSP00000116205
ENSMUSP00000015903	ENSMUSP00000124611
ENSMUSP00000124611	ENSMUSP00000015903
ENSMUSP00000015903	ENSMUSP00000025805
ENSMUSP00000025805	ENSMUSP00000015903
ENSMUSP00000124611	ENSMUSP00000025805
ENSMUSP00000025805	ENSMUSP00000124611
ENSMUSP00000030687	ENSMUSP00000090287
ENSMUSP00000090287	ENSMUSP00000030687
ENSMUSP00000030687	ENSMUSP00000041578
ENSMUSP00000041578	ENSMUSP00000030687
ENSMUSP00000030687	ENSMUSP00000067325
ENSMUSP00000067325	ENSMUSP00000030687
ENSMUSP00000090287	ENSMUSP00000041578
ENSMUSP00000041578	ENSMUSP00000090287
ENSMUSP00000090287	ENSMUSP00000067325
ENSMUSP00000067325	ENSMUSP00000090287
ENSMUSP00000041578	ENSMUSP00000067325
ENSMUSP00000067325	ENSMUSP00000041578
ENSMUSP00000054747	ENSMUSP00000081954
ENSMUSP00000081954	ENSMUSP00000054747
ENSMUSP00000058447	ENSMUSP00000060771
ENSMUSP00000060771	ENSMUSP00000058447
ENSMUSP00000058447	ENSMUSP00000092053
ENSMUSP00000092053	ENSMUSP00000058447
ENSMUSP00000058447	ENSMUSP00000025818
ENSMUSP00000025818	ENSMUSP00000058447
ENSMUSP00000060771	ENSMUSP00000092053
ENSMUSP00000092053	ENSMUSP00000060771
ENSMUSP00000060771	ENSMUSP00000025818
ENSMUSP00000025818	ENSMUSP00000060771
ENSMUSP00000092053	ENSMUSP00000025818
ENSMUSP00000025818	ENSMUSP00000092053
ENSMUSP00000040152	ENSMUSP00000084663
ENSMUSP00000084663	ENSMUSP00000040152
ENSMUSP00000032462	ENSMUSP00000017610
ENSMUSP00000017610	ENSMUSP00000032462
ENSMUSP00000032462	ENSMUSP00000020234
ENSMUSP00000020234	ENSMUSP00000032462
ENSMUSP00000032462	ENSMUSP00000110999
ENSMUSP00000110999	ENSMUSP00000032462
ENSMUSP00000017610	ENSMUSP00000020234
ENSMUSP00000020234	ENSMUSP00000017610
ENSMUSP00000017610	ENSMUSP00000110999
ENSMUSP00000110999	ENSMUSP00000017610
ENSMUSP00000020234	ENSMUSP00000110999
ENSMUSP00000110999	ENSMUSP00000020234
ENSMUSP00000062047	ENSMUSP00000047244
ENSMUSP00000047244	ENSMUSP00000062047
ENSMUSP00000062047	ENSMUSP00000112932
ENSMUSP00000112932	ENSMUSP00000062047
ENSMUSP00000062047	ENSMUSP00000087815
ENSMUSP00000087815	ENSMUSP00000062047
ENSMUSP00000047244	ENSMUSP00000112932
ENSMUSP00000112932	ENSMUSP00000047244
ENSMUSP00000047244	ENSMUSP00000087815
ENSMUSP00000087815	ENSMUSP00000047244
ENSMUSP00000112932	ENSMUSP00000087815
ENSMUSP00000087815	ENSMUSP00000112932
ENSMUSP00000020657	ENSMUSP00000016452
ENSMUSP00000016452	ENSMUSP00000020657
ENSMUSP00000092432	ENSMUSP00000038471
ENSMUSP00000038471	ENSMUSP00000092432
ENSMUSP00000092432	ENSMUSP00000016125
ENSMUSP00000016125	ENSMUSP00000092432
ENSMUSP00000038471	ENSMUSP00000016125
ENSMUSP00000016125	ENSMUSP00000038471
ENSMUSP00000058321	ENSMUSP00000030033
ENSMUSP00000030033	ENSMUSP00000058321
ENSMUSP00000078682	ENSMUSP00000130294
ENSMUSP00000130294	ENSMUSP00000078682
ENSMUSP00000010241	ENSMUSP00000079730
ENSMUSP00000079730	ENSMUSP00000010241
ENSMUSP00000109779	ENSMUSP00000127709
ENSMUSP00000127709	ENSMUSP00000109779
ENSMUSP00000109779	ENSMUSP00000022269
ENSMUSP00000022269	ENSMUSP00000109779
ENSMUSP00000127709	ENSMUSP00000022269
ENSMUSP00000022269	ENSMUSP00000127709
ENSMUSP00000113216	ENSMUSP00000059291
ENSMUSP00000059291	ENSMUSP00000113216
ENSMUSP00000030578	ENSMUSP00000131281
ENSMUSP00000131281	ENSMUSP00000030578
ENSMUSP00000028583	ENSMUSP00000020057
ENSMUSP00000020057	ENSMUSP00000028583
ENSMUSP00000028583	ENSMUSP00000003971
ENSMUSP00000003971	ENSMUSP00000028583
ENSMUSP00000020057	ENSMUSP00000003971
ENSMUSP00000003971	ENSMUSP00000020057
ENSMUSP00000037129	ENSMUSP00000099862
ENSMUSP00000099862	ENSMUSP00000037129
ENSMUSP00000017534	ENSMUSP00000029987
ENSMUSP00000029987	ENSMUSP00000017534
ENSMUSP00000043146	ENSMUSP00000129491
ENSMUSP00000129491	ENSMUSP00000043146
ENSMUSP00000043146	ENSMUSP00000091940
ENSMUSP00000091940	ENSMUSP00000043146
ENSMUSP00000129491	ENSMUSP00000091940
ENSMUSP00000091940	ENSMUSP00000129491
ENSMUSP00000042785	ENSMUSP00000068479
ENSMUSP00000068479	ENSMUSP00000042785
ENSMUSP00000132659	ENSMUSP00000084599
ENSMUSP00000084599	ENSMUSP00000132659
ENSMUSP00000003870	ENSMUSP00000001184
ENSMUSP00000001184	ENSMUSP00000003870
ENSMUSP00000003870	ENSMUSP00000039071
ENSMUSP00000039071	ENSMUSP00000003870
ENSMUSP00000003870	ENSMUSP00000021941
ENSMUSP00000021941	ENSMUSP00000003870
ENSMUSP00000001184	ENSMUSP00000039071
ENSMUSP00000039071	ENSMUSP00000001184
ENSMUSP00000001184	ENSMUSP00000021941
ENSMUSP00000021941	ENSMUSP00000001184
ENSMUSP00000039071	ENSMUSP00000021941
ENSMUSP00000021941	ENSMUSP00000039071
ENSMUSP00000070572	ENSMUSP00000021384
ENSMUSP00000021384	ENSMUSP00000070572
ENSMUSP00000037628	ENSMUSP00000128789
ENSMUSP00000128789	ENSMUSP00000037628
ENSMUSP00000037628	ENSMUSP00000124816
ENSMUSP00000124816	ENSMUSP00000037628
ENSMUSP00000037628	ENSMUSP00000056227
ENSMUSP00000056227	ENSMUSP00000037628
ENSMUSP00000128789	ENSMUSP00000124816
ENSMUSP00000124816	ENSMUSP00000128789
ENSMUSP00000128789	ENSMUSP00000056227
ENSMUSP00000056227	ENSMUSP00000128789
ENSMUSP00000124816	ENSMUSP00000056227
ENSMUSP00000056227	ENSMUSP00000124816
ENSMUSP00000084507	ENSMUSP00000041579
ENSMUSP00000041579	ENSMUSP00000084507
ENSMUSP00000084507	ENSMUSP00000046705
ENSMUSP00000046705	ENSMUSP00000084507
ENSMUSP00000084507	ENSMUSP00000040436
ENSMUSP00000040436	ENSMUSP00000084507
ENSMUSP00000041579	ENSMUSP00000046705
ENSMUSP00000046705	ENSMUSP00000041579
ENSMUSP00000041579	ENSMUSP00000040436
ENSMUSP00000040436	ENSMUSP00000041579
ENSMUSP00000046705	ENSMUSP00000040436
ENSMUSP00000040436	ENSMUSP00000046705
ENSMUSP00000077564	ENSMUSP00000009157
ENSMUSP00000009157	ENSMUSP00000077564
ENSMUSP00000008878	ENSMUSP00000061760
ENSMUSP00000061760	ENSMUSP00000008878
ENSMUSP00000019924	ENSMUSP00000038014
ENSMUSP00000038014	ENSMUSP00000019924
ENSMUSP00000019924	ENSMUSP00000040576
ENSMUSP00000040576	ENSMUSP00000019924
ENSMUSP00000038014	ENSMUSP00000040576
ENSMUSP00000040576	ENSMUSP00000038014
ENSMUSP00000058468	ENSMUSP00000126854
ENSMUSP00000126854	ENSMUSP00000058468
ENSMUSP00000058468	ENSMUSP00000126629
ENSMUSP00000126629	ENSMUSP00000058468
ENSMUSP00000058468	ENSMUSP00000067334
ENSMUSP00000067334	ENSMUSP00000058468
ENSMUSP00000126854	ENSMUSP00000126629
ENSMUSP00000126629	ENSMUSP00000126854
ENSMUSP00000126854	ENSMUSP00000067334
ENSMUSP00000067334	ENSMUSP00000126854
ENSMUSP00000126629	ENSMUSP00000067334
ENSMUSP00000067334	ENSMUSP00000126629
ENSMUSP00000033189	ENSMUSP00000031093
ENSMUSP00000031093	ENSMUSP00000033189
ENSMUSP00000023599	ENSMUSP00000127034
ENSMUSP00000127034	ENSMUSP00000023599
ENSMUSP00000067448	ENSMUSP00000032719
ENSMUSP00000032719	ENSMUSP00000067448
ENSMUSP00000067448	ENSMUSP00000067241
ENSMUSP00000067241	ENSMUSP00000067448
ENSMUSP00000032719	ENSMUSP00000067241
ENSMUSP00000067241	ENSMUSP00000032719
ENSMUSP00000096458	ENSMUSP00000122733
ENSMUSP00000122733	ENSMUSP00000096458
ENSMUSP00000096458	ENSMUSP00000123509
ENSMUSP00000123509	ENSMUSP00000096458
ENSMUSP00000122733	ENSMUSP00000123509
ENSMUSP00000123509	ENSMUSP00000122733
ENSMUSP00000020911	ENSMUSP00000065877
ENSMUSP00000065877	ENSMUSP00000020911
ENSMUSP00000020911	ENSMUSP00000022871
ENSMUSP00000022871	ENSMUSP00000020911
ENSMUSP00000020911	ENSMUSP00000017153
ENSMUSP00000017153	ENSMUSP00000020911
ENSMUSP00000065877	ENSMUSP00000022871
ENSMUSP00000022871	ENSMUSP00000065877
ENSMUSP00000065877	ENSMUSP00000017153
ENSMUSP00000017153	ENSMUSP00000065877
ENSMUSP00000022871	ENSMUSP00000017153
ENSMUSP00000017153	ENSMUSP00000022871
ENSMUSP00000133806	ENSMUSP00000097777
ENSMUSP00000097777	ENSMUSP00000133806
ENSMUSP00000133806	ENSMUSP00000043710
ENSMUSP00000043710	ENSMUSP00000133806
ENSMUSP00000097777	ENSMUSP00000043710
ENSMUSP00000043710	ENSMUSP00000097777
ENSMUSP00000000305	ENSMUSP00000091943
ENSMUSP00000091943	ENSMUSP00000000305
ENSMUSP00000126674	ENSMUSP00000037971
ENSMUSP00000037971	ENSMUSP00000126674
ENSMUSP00000126674	ENSMUSP00000001092
ENSMUSP00000001092	ENSMUSP00000126674
ENSMUSP00000126674	ENSMUSP00000045895
ENSMUSP00000045895	ENSMUSP00000126674
ENSMUSP00000037971	ENSMUSP00000001092
ENSMUSP00000001092	ENSMUSP00000037971
ENSMUSP00000037971	ENSMUSP00000045895
ENSMUSP00000045895	ENSMUSP00000037971
ENSMUSP00000001092	ENSMUSP00000045895
ENSMUSP00000045895	ENSMUSP00000001092
ENSMUSP00000112498	ENSMUSP00000043279
ENSMUSP00000043279	ENSMUSP00000112498
ENSMUSP00000117410	ENSMUSP00000027897
ENSMUSP00000027897	ENSMUSP00000117410
ENSMUSP00000026972	ENSMUSP00000020938
ENSMUSP00000020938	ENSMUSP00000026972
ENSMUSP00000104872	ENSMUSP00000137523
ENSMUSP00000137523	ENSMUSP00000104872
ENSMUSP00000124518	ENSMUSP00000033553
ENSMUSP00000033553	ENSMUSP00000124518
ENSMUSP00000124518	ENSMUSP00000088857
ENSMUSP00000088857	ENSMUSP00000124518
ENSMUSP00000033553	ENSMUSP00000088857
ENSMUSP00000088857	ENSMUSP00000033553
ENSMUSP00000085734	ENSMUSP00000116259
ENSMUSP00000116259	ENSMUSP00000085734
ENSMUSP00000085734	ENSMUSP00000002081
ENSMUSP00000002081	ENSMUSP00000085734
ENSMUSP00000116259	ENSMUSP00000002081
ENSMUSP00000002081	ENSMUSP00000116259
ENSMUSP00000038199	ENSMUSP00000051375
ENSMUSP00000051375	ENSMUSP00000038199
ENSMUSP00000097876	ENSMUSP00000082941
ENSMUSP00000082941	ENSMUSP00000097876
ENSMUSP00000097876	ENSMUSP00000129513
ENSMUSP00000129513	ENSMUSP00000097876
ENSMUSP00000097876	ENSMUSP00000101857
ENSMUSP00000101857	ENSMUSP00000097876
ENSMUSP00000082941	ENSMUSP00000129513
ENSMUSP00000129513	ENSMUSP00000082941
ENSMUSP00000082941	ENSMUSP00000101857
ENSMUSP00000101857	ENSMUSP00000082941
ENSMUSP00000129513	ENSMUSP00000101857
ENSMUSP00000101857	ENSMUSP00000129513
ENSMUSP00000057849	ENSMUSP00000048969
ENSMUSP00000048969	ENSMUSP00000057849
ENSMUSP00000057849	ENSMUSP00000060124
ENSMUSP00000060124	ENSMUSP00000057849
ENSMUSP00000048969	ENSMUSP00000060124
ENSMUSP00000060124	ENSMUSP00000048969
ENSMUSP00000085264	ENSMUSP00000063762
ENSMUSP00000063762	ENSMUSP00000085264
ENSMUSP00000085264	ENSMUSP00000047980
ENSMUSP00000047980	ENSMUSP00000085264
ENSMUSP00000085264	ENSMUSP00000096415
ENSMUSP00000096415	ENSMUSP00000085264
ENSMUSP00000063762	ENSMUSP00000047980
ENSMUSP00000047980	ENSMUSP00000063762
ENSMUSP00000063762	ENSMUSP00000096415
ENSMUSP00000096415	ENSMUSP00000063762
ENSMUSP00000047980	ENSMUSP00000096415
ENSMUSP00000096415	ENSMUSP00000047980
ENSMUSP00000125274	ENSMUSP00000100009
ENSMUSP00000100009	ENSMUSP00000125274
ENSMUSP00000125274	ENSMUSP00000092900
ENSMUSP00000092900	ENSMUSP00000125274
ENSMUSP00000125274	ENSMUSP00000058254
ENSMUSP00000058254	ENSMUSP00000125274
ENSMUSP00000100009	ENSMUSP00000092900
ENSMUSP00000092900	ENSMUSP00000100009
ENSMUSP00000100009	ENSMUSP00000058254
ENSMUSP00000058254	ENSMUSP00000100009
ENSMUSP00000092900	ENSMUSP00000058254
ENSMUSP00000058254	ENSMUSP00000092900
ENSMUSP00000128278	ENSMUSP00000071715
ENSMUSP00000071715	ENSMUSP00000128278
ENSMUSP00000126838	ENSMUSP00000028469
ENSMUSP00000028469	ENSMUSP00000126838
ENSMUSP00000035240	ENSMUSP00000042464
ENSMUSP00000042464	ENSMUSP00000035240
ENSMUSP00000031058	ENSMUSP00000025127
ENSMUSP00000025127	ENSMUSP00000031058
ENSMUSP00000102554	ENSMUSP00000035961
ENSMUSP00000035961	ENSMUSP00000102554
ENSMUSP00000027839	ENSMUSP00000002625
ENSMUSP00000002625	ENSMUSP00000027839
ENSMUSP00000020768	ENSMUSP00000011896
ENSMUSP00000011896	ENSMUSP00000020768
ENSMUSP00000090265	ENSMUSP00000101614
ENSMUSP00000101614	ENSMUSP00000090265
ENSMUSP00000090265	ENSMUSP00000099342
ENSMUSP00000099342	ENSMUSP00000090265
ENSMUSP00000090265	ENSMUSP00000100063
ENSMUSP00000100063	ENSMUSP00000090265
ENSMUSP00000101614	ENSMUSP00000099342
ENSMUSP00000099342	ENSMUSP00000101614
ENSMUSP00000101614	ENSMUSP00000100063
ENSMUSP00000100063	ENSMUSP00000101614
ENSMUSP00000099342	ENSMUSP00000100063
ENSMUSP00000100063	ENSMUSP00000099342
ENSMUSP00000118588	ENSMUSP00000069850
ENSMUSP00000069850	ENSMUSP00000118588
ENSMUSP00000118588	ENSMUSP00000096129
ENSMUSP00000096129	ENSMUSP00000118588
ENSMUSP00000118588	ENSMUSP00000068927
ENSMUSP00000068927	ENSMUSP00000118588
ENSMUSP00000069850	ENSMUSP00000096129
ENSMUSP00000096129	ENSMUSP00000069850
ENSMUSP00000069850	ENSMUSP00000068927
ENSMUSP00000068927	ENSMUSP00000069850
ENSMUSP00000096129	ENSMUSP00000068927
ENSMUSP00000068927	ENSMUSP00000096129
ENSMUSP00000052020	ENSMUSP00000109938
ENSMUSP00000109938	ENSMUSP00000052020
ENSMUSP00000077091	ENSMUSP00000113051
ENSMUSP00000113051	ENSMUSP00000077091
ENSMUSP00000105797	ENSMUSP00000094164
ENSMUSP00000094164	ENSMUSP00000105797
ENSMUSP00000105797	ENSMUSP00000099401
ENSMUSP00000099401	ENSMUSP00000105797
ENSMUSP00000105797	ENSMUSP00000079929
ENSMUSP00000079929	ENSMUSP00000105797
ENSMUSP00000094164	ENSMUSP00000099401
ENSMUSP00000099401	ENSMUSP00000094164
ENSMUSP00000094164	ENSMUSP00000079929
ENSMUSP00000079929	ENSMUSP00000094164
ENSMUSP00000099401	ENSMUSP00000079929
ENSMUSP00000079929	ENSMUSP00000099401
ENSMUSP00000058754	ENSMUSP00000118491
ENSMUSP00000118491	ENSMUSP00000058754
ENSMUSP00000058754	ENSMUSP00000061893
ENSMUSP00000061893	ENSMUSP00000058754
ENSMUSP00000118491	ENSMUSP00000061893
ENSMUSP00000061893	ENSMUSP00000118491
ENSMUSP00000069457	ENSMUSP00000008032
ENSMUSP00000008032	ENSMUSP00000069457
ENSMUSP00000035709	ENSMUSP00000039443
ENSMUSP00000039443	ENSMUSP00000035709
ENSMUSP00000035709	ENSMUSP00000047640
ENSMUSP00000047640	ENSMUSP00000035709
ENSMUSP00000039443	ENSMUSP00000047640
ENSMUSP00000047640	ENSMUSP00000039443
ENSMUSP00000079341	ENSMUSP00000025402
ENSMUSP00000025402	ENSMUSP00000079341
ENSMUSP00000026649	ENSMUSP00000009727
ENSMUSP00000009727	ENSMUSP00000026649
ENSMUSP00000026649	ENSMUSP00000007236
ENSMUSP00000007236	ENSMUSP00000026649
ENSMUSP00000026649	ENSMUSP00000047035
ENSMUSP00000047035	ENSMUSP00000026649
ENSMUSP00000009727	ENSMUSP00000007236
ENSMUSP00000007236	ENSMUSP00000009727
