ENSCAFP00000026820	ENSCAFP00000014703
ENSCAFP00000029453	ENSCAFP00000029145
ENSCAFP00000028203	ENSCAFP00000002871
ENSCAFP00000002871	ENSCAFP00000028203
ENSCAFP00000028203	ENSCAFP00000002838
ENSCAFP00000002838	ENSCAFP00000028203
ENSCAFP00000028203	ENSCAFP00000025308
ENSCAFP00000025308	ENSCAFP00000028203
ENSCAFP00000002871	ENSCAFP00000002838
ENSCAFP00000002838	ENSCAFP00000002871
ENSCAFP00000002871	ENSCAFP00000025308
ENSCAFP00000025308	ENSCAFP00000002871
ENSCAFP00000002838	ENSCAFP00000025308
ENSCAFP00000025308	ENSCAFP00000002838
ENSCAFP00000004558	ENSCAFP00000038335
ENSCAFP00000038335	ENSCAFP00000004558
ENSCAFP00000034708	ENSCAFP00000012024
ENSCAFP00000012024	ENSCAFP00000034708
ENSCAFP00000034708	ENSCAFP00000029486
ENSCAFP00000029486	ENSCAFP00000034708
ENSCAFP00000012024	ENSCAFP00000029486
ENSCAFP00000029486	ENSCAFP00000012024
ENSCAFP00000016477	ENSCAFP00000022983
ENSCAFP00000022983	ENSCAFP00000016477
ENSCAFP00000020857	ENSCAFP00000015660
ENSCAFP00000015660	ENSCAFP00000020857
ENSCAFP00000020857	ENSCAFP00000005246
ENSCAFP00000005246	ENSCAFP00000020857
ENSCAFP00000015660	ENSCAFP00000005246
ENSCAFP00000005246	ENSCAFP00000015660
ENSCAFP00000024963	ENSCAFP00000022761
ENSCAFP00000022761	ENSCAFP00000024963
ENSCAFP00000024963	ENSCAFP00000011517
ENSCAFP00000011517	ENSCAFP00000024963
ENSCAFP00000024963	ENSCAFP00000012451
ENSCAFP00000012451	ENSCAFP00000024963
ENSCAFP00000022761	ENSCAFP00000011517
ENSCAFP00000011517	ENSCAFP00000022761
ENSCAFP00000022761	ENSCAFP00000012451
ENSCAFP00000012451	ENSCAFP00000022761
ENSCAFP00000011517	ENSCAFP00000012451
ENSCAFP00000012451	ENSCAFP00000011517
ENSCAFP00000013033	ENSCAFP00000001333
ENSCAFP00000001333	ENSCAFP00000013033
ENSCAFP00000013033	ENSCAFP00000001753
ENSCAFP00000001753	ENSCAFP00000013033
ENSCAFP00000001333	ENSCAFP00000001753
ENSCAFP00000001753	ENSCAFP00000001333
ENSCAFP00000027765	ENSCAFP00000001647
ENSCAFP00000001647	ENSCAFP00000027765
ENSCAFP00000027765	ENSCAFP00000026362
ENSCAFP00000026362	ENSCAFP00000027765
ENSCAFP00000001647	ENSCAFP00000026362
ENSCAFP00000026362	ENSCAFP00000001647
ENSCAFP00000008527	ENSCAFP00000022619
ENSCAFP00000022619	ENSCAFP00000008527
ENSCAFP00000008527	ENSCAFP00000002059
ENSCAFP00000002059	ENSCAFP00000008527
ENSCAFP00000022619	ENSCAFP00000002059
ENSCAFP00000002059	ENSCAFP00000022619
ENSCAFP00000005718	ENSCAFP00000014984
ENSCAFP00000014984	ENSCAFP00000005718
ENSCAFP00000005718	ENSCAFP00000022527
ENSCAFP00000022527	ENSCAFP00000005718
ENSCAFP00000005718	ENSCAFP00000014297
ENSCAFP00000014297	ENSCAFP00000005718
ENSCAFP00000014984	ENSCAFP00000022527
ENSCAFP00000022527	ENSCAFP00000014984
ENSCAFP00000014984	ENSCAFP00000014297
ENSCAFP00000014297	ENSCAFP00000014984
ENSCAFP00000022527	ENSCAFP00000014297
ENSCAFP00000014297	ENSCAFP00000022527
ENSCAFP00000002751	ENSCAFP00000010831
ENSCAFP00000010831	ENSCAFP00000002751
ENSCAFP00000015652	ENSCAFP00000021839
ENSCAFP00000021839	ENSCAFP00000015652
ENSCAFP00000015652	ENSCAFP00000013825
ENSCAFP00000013825	ENSCAFP00000015652
ENSCAFP00000021839	ENSCAFP00000013825
ENSCAFP00000013825	ENSCAFP00000021839
ENSCAFP00000006438	ENSCAFP00000011322
ENSCAFP00000011322	ENSCAFP00000006438
ENSCAFP00000006438	ENSCAFP00000022072
ENSCAFP00000022072	ENSCAFP00000006438
ENSCAFP00000011322	ENSCAFP00000022072
ENSCAFP00000022072	ENSCAFP00000011322
ENSCAFP00000014225	ENSCAFP00000003803
ENSCAFP00000003803	ENSCAFP00000014225
ENSCAFP00000014225	ENSCAFP00000023211
ENSCAFP00000023211	ENSCAFP00000014225
ENSCAFP00000003803	ENSCAFP00000023211
ENSCAFP00000023211	ENSCAFP00000003803
ENSCAFP00000030795	ENSCAFP00000029257
ENSCAFP00000029257	ENSCAFP00000030795
ENSCAFP00000003242	ENSCAFP00000007017
ENSCAFP00000007017	ENSCAFP00000003242
ENSCAFP00000016447	ENSCAFP00000012896
ENSCAFP00000012896	ENSCAFP00000016447
ENSCAFP00000016447	ENSCAFP00000001378
ENSCAFP00000001378	ENSCAFP00000016447
ENSCAFP00000012896	ENSCAFP00000001378
ENSCAFP00000001378	ENSCAFP00000012896
ENSCAFP00000017369	ENSCAFP00000026279
ENSCAFP00000026279	ENSCAFP00000017369
ENSCAFP00000017369	ENSCAFP00000012498
ENSCAFP00000012498	ENSCAFP00000017369
ENSCAFP00000026279	ENSCAFP00000012498
ENSCAFP00000012498	ENSCAFP00000026279
ENSCAFP00000016577	ENSCAFP00000041213
ENSCAFP00000041213	ENSCAFP00000016577
ENSCAFP00000021750	ENSCAFP00000041567
ENSCAFP00000041567	ENSCAFP00000021750
ENSCAFP00000027005	ENSCAFP00000014051
ENSCAFP00000014051	ENSCAFP00000027005
ENSCAFP00000027005	ENSCAFP00000016028
ENSCAFP00000016028	ENSCAFP00000027005
ENSCAFP00000014051	ENSCAFP00000016028
ENSCAFP00000016028	ENSCAFP00000014051
ENSCAFP00000004477	ENSCAFP00000010024
ENSCAFP00000010024	ENSCAFP00000004477
ENSCAFP00000004477	ENSCAFP00000019690
ENSCAFP00000019690	ENSCAFP00000004477
ENSCAFP00000010024	ENSCAFP00000019690
ENSCAFP00000019690	ENSCAFP00000010024
ENSCAFP00000015958	ENSCAFP00000011611
ENSCAFP00000011611	ENSCAFP00000015958
ENSCAFP00000015958	ENSCAFP00000006049
ENSCAFP00000006049	ENSCAFP00000015958
ENSCAFP00000011611	ENSCAFP00000006049
ENSCAFP00000006049	ENSCAFP00000011611
ENSCAFP00000041523	ENSCAFP00000010477
ENSCAFP00000010477	ENSCAFP00000041523
ENSCAFP00000041523	ENSCAFP00000000443
ENSCAFP00000000443	ENSCAFP00000041523
ENSCAFP00000010477	ENSCAFP00000000443
ENSCAFP00000000443	ENSCAFP00000010477
ENSCAFP00000014011	ENSCAFP00000011233
ENSCAFP00000011233	ENSCAFP00000014011
ENSCAFP00000014952	ENSCAFP00000002835
ENSCAFP00000002835	ENSCAFP00000014952
ENSCAFP00000014952	ENSCAFP00000005613
ENSCAFP00000005613	ENSCAFP00000014952
ENSCAFP00000002835	ENSCAFP00000005613
ENSCAFP00000005613	ENSCAFP00000002835
ENSCAFP00000009982	ENSCAFP00000004557
ENSCAFP00000004557	ENSCAFP00000009982
ENSCAFP00000008228	ENSCAFP00000013277
ENSCAFP00000013277	ENSCAFP00000008228
ENSCAFP00000008228	ENSCAFP00000016108
ENSCAFP00000016108	ENSCAFP00000008228
ENSCAFP00000013277	ENSCAFP00000016108
ENSCAFP00000016108	ENSCAFP00000013277
ENSCAFP00000010478	ENSCAFP00000000102
ENSCAFP00000000102	ENSCAFP00000010478
ENSCAFP00000010478	ENSCAFP00000001448
ENSCAFP00000001448	ENSCAFP00000010478
ENSCAFP00000010478	ENSCAFP00000016862
ENSCAFP00000016862	ENSCAFP00000010478
ENSCAFP00000000102	ENSCAFP00000001448
ENSCAFP00000001448	ENSCAFP00000000102
ENSCAFP00000000102	ENSCAFP00000016862
ENSCAFP00000016862	ENSCAFP00000000102
ENSCAFP00000001448	ENSCAFP00000016862
ENSCAFP00000016862	ENSCAFP00000001448
ENSCAFP00000019912	ENSCAFP00000011736
ENSCAFP00000011736	ENSCAFP00000019912
ENSCAFP00000019912	ENSCAFP00000005495
ENSCAFP00000005495	ENSCAFP00000019912
ENSCAFP00000011736	ENSCAFP00000005495
ENSCAFP00000005495	ENSCAFP00000011736
ENSCAFP00000016736	ENSCAFP00000038269
ENSCAFP00000038269	ENSCAFP00000016736
ENSCAFP00000013344	ENSCAFP00000021383
ENSCAFP00000021383	ENSCAFP00000013344
ENSCAFP00000013344	ENSCAFP00000019420
ENSCAFP00000019420	ENSCAFP00000013344
ENSCAFP00000021383	ENSCAFP00000019420
ENSCAFP00000019420	ENSCAFP00000021383
ENSCAFP00000043102	ENSCAFP00000030227
ENSCAFP00000030227	ENSCAFP00000043102
ENSCAFP00000043102	ENSCAFP00000001385
ENSCAFP00000001385	ENSCAFP00000043102
ENSCAFP00000030227	ENSCAFP00000001385
ENSCAFP00000001385	ENSCAFP00000030227
ENSCAFP00000021906	ENSCAFP00000007318
ENSCAFP00000007318	ENSCAFP00000021906
ENSCAFP00000016885	ENSCAFP00000043160
ENSCAFP00000043160	ENSCAFP00000016885
ENSCAFP00000016885	ENSCAFP00000026619
ENSCAFP00000026619	ENSCAFP00000016885
ENSCAFP00000016885	ENSCAFP00000029445
ENSCAFP00000029445	ENSCAFP00000016885
ENSCAFP00000043160	ENSCAFP00000026619
ENSCAFP00000026619	ENSCAFP00000043160
ENSCAFP00000043160	ENSCAFP00000029445
ENSCAFP00000029445	ENSCAFP00000043160
ENSCAFP00000026619	ENSCAFP00000029445
ENSCAFP00000029445	ENSCAFP00000026619
ENSCAFP00000029334	ENSCAFP00000029565
ENSCAFP00000029565	ENSCAFP00000029334
ENSCAFP00000029334	ENSCAFP00000027443
ENSCAFP00000027443	ENSCAFP00000029334
ENSCAFP00000029565	ENSCAFP00000027443
ENSCAFP00000027443	ENSCAFP00000029565
ENSCAFP00000013777	ENSCAFP00000040044
ENSCAFP00000040044	ENSCAFP00000013777
ENSCAFP00000010660	ENSCAFP00000010226
ENSCAFP00000010226	ENSCAFP00000010660
ENSCAFP00000017097	ENSCAFP00000026548
ENSCAFP00000026548	ENSCAFP00000017097
ENSCAFP00000017097	ENSCAFP00000003459
ENSCAFP00000003459	ENSCAFP00000017097
ENSCAFP00000026548	ENSCAFP00000003459
ENSCAFP00000003459	ENSCAFP00000026548
ENSCAFP00000041599	ENSCAFP00000026855
ENSCAFP00000026855	ENSCAFP00000041599
ENSCAFP00000041599	ENSCAFP00000024800
ENSCAFP00000024800	ENSCAFP00000041599
ENSCAFP00000039430	ENSCAFP00000026855
ENSCAFP00000026855	ENSCAFP00000039430
ENSCAFP00000039430	ENSCAFP00000024800
ENSCAFP00000024800	ENSCAFP00000039430
ENSCAFP00000017981	ENSCAFP00000026855
ENSCAFP00000026855	ENSCAFP00000017981
ENSCAFP00000017981	ENSCAFP00000024800
ENSCAFP00000024800	ENSCAFP00000017981
ENSCAFP00000017991	ENSCAFP00000026855
ENSCAFP00000026855	ENSCAFP00000017991
ENSCAFP00000017991	ENSCAFP00000024800
ENSCAFP00000024800	ENSCAFP00000017991
ENSCAFP00000018272	ENSCAFP00000026855
ENSCAFP00000026855	ENSCAFP00000018272
ENSCAFP00000018272	ENSCAFP00000024800
ENSCAFP00000024800	ENSCAFP00000018272
ENSCAFP00000026855	ENSCAFP00000024800
ENSCAFP00000024800	ENSCAFP00000026855
ENSCAFP00000020602	ENSCAFP00000025819
ENSCAFP00000025819	ENSCAFP00000020602
ENSCAFP00000020602	ENSCAFP00000015487
ENSCAFP00000015487	ENSCAFP00000020602
ENSCAFP00000025819	ENSCAFP00000015487
ENSCAFP00000015487	ENSCAFP00000025819
ENSCAFP00000015741	ENSCAFP00000005087
ENSCAFP00000005087	ENSCAFP00000015741
ENSCAFP00000007340	ENSCAFP00000012869
ENSCAFP00000012869	ENSCAFP00000007340
ENSCAFP00000007340	ENSCAFP00000007343
ENSCAFP00000007343	ENSCAFP00000007340
ENSCAFP00000012869	ENSCAFP00000007343
ENSCAFP00000007343	ENSCAFP00000012869
ENSCAFP00000004967	ENSCAFP00000017967
ENSCAFP00000017967	ENSCAFP00000004967
ENSCAFP00000016703	ENSCAFP00000027037
ENSCAFP00000027037	ENSCAFP00000016703
ENSCAFP00000016703	ENSCAFP00000021336
ENSCAFP00000021336	ENSCAFP00000016703
ENSCAFP00000027037	ENSCAFP00000021336
ENSCAFP00000021336	ENSCAFP00000027037
ENSCAFP00000005395	ENSCAFP00000027242
ENSCAFP00000027242	ENSCAFP00000005395
ENSCAFP00000005395	ENSCAFP00000013472
ENSCAFP00000013472	ENSCAFP00000005395
ENSCAFP00000027242	ENSCAFP00000013472
ENSCAFP00000013472	ENSCAFP00000027242
ENSCAFP00000004300	ENSCAFP00000029709
ENSCAFP00000029709	ENSCAFP00000004300
ENSCAFP00000004300	ENSCAFP00000029152
ENSCAFP00000029152	ENSCAFP00000004300
ENSCAFP00000029709	ENSCAFP00000029152
ENSCAFP00000029152	ENSCAFP00000029709
ENSCAFP00000030101	ENSCAFP00000042740
ENSCAFP00000042740	ENSCAFP00000030101
ENSCAFP00000028058	ENSCAFP00000000242
ENSCAFP00000000242	ENSCAFP00000028058
ENSCAFP00000028058	ENSCAFP00000033785
ENSCAFP00000033785	ENSCAFP00000028058
ENSCAFP00000028058	ENSCAFP00000022584
ENSCAFP00000022584	ENSCAFP00000028058
ENSCAFP00000000242	ENSCAFP00000033785
ENSCAFP00000033785	ENSCAFP00000000242
ENSCAFP00000000242	ENSCAFP00000022584
ENSCAFP00000022584	ENSCAFP00000000242
ENSCAFP00000033785	ENSCAFP00000022584
ENSCAFP00000022584	ENSCAFP00000033785
ENSCAFP00000029221	ENSCAFP00000037874
ENSCAFP00000037874	ENSCAFP00000029221
ENSCAFP00000029221	ENSCAFP00000041075
ENSCAFP00000041075	ENSCAFP00000029221
ENSCAFP00000037874	ENSCAFP00000041075
ENSCAFP00000041075	ENSCAFP00000037874
ENSCAFP00000012989	ENSCAFP00000026368
ENSCAFP00000026368	ENSCAFP00000012989
ENSCAFP00000010866	ENSCAFP00000005376
ENSCAFP00000005376	ENSCAFP00000010866
ENSCAFP00000010866	ENSCAFP00000028248
ENSCAFP00000028248	ENSCAFP00000010866
ENSCAFP00000010866	ENSCAFP00000020417
ENSCAFP00000020417	ENSCAFP00000010866
ENSCAFP00000005376	ENSCAFP00000028248
ENSCAFP00000028248	ENSCAFP00000005376
ENSCAFP00000005376	ENSCAFP00000020417
ENSCAFP00000020417	ENSCAFP00000005376
ENSCAFP00000028248	ENSCAFP00000020417
ENSCAFP00000020417	ENSCAFP00000028248
ENSCAFP00000016342	ENSCAFP00000029192
ENSCAFP00000029192	ENSCAFP00000016342
ENSCAFP00000016342	ENSCAFP00000027014
ENSCAFP00000027014	ENSCAFP00000016342
ENSCAFP00000029192	ENSCAFP00000027014
ENSCAFP00000027014	ENSCAFP00000029192
ENSCAFP00000006894	ENSCAFP00000011511
ENSCAFP00000011511	ENSCAFP00000006894
ENSCAFP00000006894	ENSCAFP00000005394
ENSCAFP00000005394	ENSCAFP00000006894
ENSCAFP00000011511	ENSCAFP00000005394
ENSCAFP00000005394	ENSCAFP00000011511
ENSCAFP00000004461	ENSCAFP00000009995
ENSCAFP00000009995	ENSCAFP00000004461
ENSCAFP00000004461	ENSCAFP00000024827
ENSCAFP00000024827	ENSCAFP00000004461
ENSCAFP00000009995	ENSCAFP00000024827
ENSCAFP00000024827	ENSCAFP00000009995
ENSCAFP00000042874	ENSCAFP00000019510
ENSCAFP00000019510	ENSCAFP00000042874
ENSCAFP00000042874	ENSCAFP00000010096
ENSCAFP00000010096	ENSCAFP00000042874
ENSCAFP00000019510	ENSCAFP00000010096
ENSCAFP00000010096	ENSCAFP00000019510
ENSCAFP00000016040	ENSCAFP00000025048
ENSCAFP00000025048	ENSCAFP00000016040
ENSCAFP00000016040	ENSCAFP00000027535
ENSCAFP00000027535	ENSCAFP00000016040
ENSCAFP00000025048	ENSCAFP00000027535
ENSCAFP00000027535	ENSCAFP00000025048
ENSCAFP00000027803	ENSCAFP00000008257
ENSCAFP00000008257	ENSCAFP00000027803
ENSCAFP00000012865	ENSCAFP00000004338
ENSCAFP00000004338	ENSCAFP00000012865
ENSCAFP00000018116	ENSCAFP00000009175
ENSCAFP00000009175	ENSCAFP00000018116
ENSCAFP00000020479	ENSCAFP00000010528
ENSCAFP00000010528	ENSCAFP00000020479
ENSCAFP00000006042	ENSCAFP00000029137
ENSCAFP00000029137	ENSCAFP00000006042
ENSCAFP00000003937	ENSCAFP00000025498
ENSCAFP00000025498	ENSCAFP00000003937
ENSCAFP00000016027	ENSCAFP00000010205
ENSCAFP00000010205	ENSCAFP00000016027
ENSCAFP00000009217	ENSCAFP00000024111
ENSCAFP00000024111	ENSCAFP00000009217
ENSCAFP00000009217	ENSCAFP00000005431
ENSCAFP00000005431	ENSCAFP00000009217
ENSCAFP00000024111	ENSCAFP00000005431
ENSCAFP00000005431	ENSCAFP00000024111
ENSCAFP00000041330	ENSCAFP00000014822
ENSCAFP00000014822	ENSCAFP00000041330
ENSCAFP00000041330	ENSCAFP00000003808
ENSCAFP00000003808	ENSCAFP00000041330
ENSCAFP00000014822	ENSCAFP00000003808
ENSCAFP00000003808	ENSCAFP00000014822
ENSCAFP00000002954	ENSCAFP00000041150
ENSCAFP00000041150	ENSCAFP00000002954
ENSCAFP00000002954	ENSCAFP00000014111
ENSCAFP00000014111	ENSCAFP00000002954
ENSCAFP00000002954	ENSCAFP00000019008
ENSCAFP00000019008	ENSCAFP00000002954
ENSCAFP00000041150	ENSCAFP00000014111
ENSCAFP00000014111	ENSCAFP00000041150
ENSCAFP00000041150	ENSCAFP00000019008
ENSCAFP00000019008	ENSCAFP00000041150
ENSCAFP00000014111	ENSCAFP00000019008
ENSCAFP00000019008	ENSCAFP00000014111
ENSCAFP00000020248	ENSCAFP00000020147
ENSCAFP00000020147	ENSCAFP00000020248
ENSCAFP00000035860	ENSCAFP00000016927
ENSCAFP00000016927	ENSCAFP00000035860
ENSCAFP00000035860	ENSCAFP00000023419
ENSCAFP00000023419	ENSCAFP00000035860
ENSCAFP00000016927	ENSCAFP00000023419
ENSCAFP00000023419	ENSCAFP00000016927
ENSCAFP00000034331	ENSCAFP00000039744
ENSCAFP00000039744	ENSCAFP00000034331
ENSCAFP00000034331	ENSCAFP00000039419
ENSCAFP00000039419	ENSCAFP00000034331
ENSCAFP00000038111	ENSCAFP00000039744
ENSCAFP00000039744	ENSCAFP00000038111
ENSCAFP00000038111	ENSCAFP00000039419
ENSCAFP00000039419	ENSCAFP00000038111
ENSCAFP00000039175	ENSCAFP00000039744
ENSCAFP00000039744	ENSCAFP00000039175
ENSCAFP00000039175	ENSCAFP00000039419
ENSCAFP00000039419	ENSCAFP00000039175
ENSCAFP00000039744	ENSCAFP00000039419
ENSCAFP00000039419	ENSCAFP00000039744
ENSCAFP00000007875	ENSCAFP00000010071
ENSCAFP00000010071	ENSCAFP00000007875
ENSCAFP00000004960	ENSCAFP00000034786
ENSCAFP00000034786	ENSCAFP00000004960
ENSCAFP00000029540	ENSCAFP00000027546
ENSCAFP00000027546	ENSCAFP00000029540
ENSCAFP00000029540	ENSCAFP00000030196
ENSCAFP00000030196	ENSCAFP00000029540
ENSCAFP00000027546	ENSCAFP00000030196
ENSCAFP00000030196	ENSCAFP00000027546
ENSCAFP00000000209	ENSCAFP00000023912
ENSCAFP00000023912	ENSCAFP00000000209
ENSCAFP00000000209	ENSCAFP00000028831
ENSCAFP00000028831	ENSCAFP00000000209
ENSCAFP00000023912	ENSCAFP00000028831
ENSCAFP00000028831	ENSCAFP00000023912
ENSCAFP00000019544	ENSCAFP00000014976
ENSCAFP00000014976	ENSCAFP00000019544
ENSCAFP00000021077	ENSCAFP00000007169
ENSCAFP00000007169	ENSCAFP00000021077
ENSCAFP00000021077	ENSCAFP00000017909
ENSCAFP00000017909	ENSCAFP00000021077
ENSCAFP00000021077	ENSCAFP00000003112
ENSCAFP00000003112	ENSCAFP00000021077
ENSCAFP00000007169	ENSCAFP00000017909
ENSCAFP00000017909	ENSCAFP00000007169
ENSCAFP00000007169	ENSCAFP00000003112
ENSCAFP00000003112	ENSCAFP00000007169
ENSCAFP00000017909	ENSCAFP00000003112
ENSCAFP00000003112	ENSCAFP00000017909
ENSCAFP00000024628	ENSCAFP00000016934
ENSCAFP00000016934	ENSCAFP00000024628
ENSCAFP00000015282	ENSCAFP00000018499
ENSCAFP00000018499	ENSCAFP00000015282
ENSCAFP00000015282	ENSCAFP00000007093
ENSCAFP00000007093	ENSCAFP00000015282
ENSCAFP00000018499	ENSCAFP00000007093
ENSCAFP00000007093	ENSCAFP00000018499
ENSCAFP00000001523	ENSCAFP00000004505
ENSCAFP00000004505	ENSCAFP00000001523
ENSCAFP00000001523	ENSCAFP00000005532
ENSCAFP00000005532	ENSCAFP00000001523
ENSCAFP00000004505	ENSCAFP00000005532
ENSCAFP00000005532	ENSCAFP00000004505
ENSCAFP00000000403	ENSCAFP00000015779
ENSCAFP00000015779	ENSCAFP00000000403
ENSCAFP00000000403	ENSCAFP00000018598
ENSCAFP00000018598	ENSCAFP00000000403
ENSCAFP00000015779	ENSCAFP00000018598
ENSCAFP00000018598	ENSCAFP00000015779
ENSCAFP00000030483	ENSCAFP00000006606
ENSCAFP00000006606	ENSCAFP00000030483
ENSCAFP00000030483	ENSCAFP00000000245
ENSCAFP00000000245	ENSCAFP00000030483
ENSCAFP00000006606	ENSCAFP00000000245
ENSCAFP00000000245	ENSCAFP00000006606
ENSCAFP00000027557	ENSCAFP00000001504
ENSCAFP00000001504	ENSCAFP00000027557
ENSCAFP00000027557	ENSCAFP00000012674
ENSCAFP00000012674	ENSCAFP00000027557
ENSCAFP00000001504	ENSCAFP00000012674
ENSCAFP00000012674	ENSCAFP00000001504
ENSCAFP00000002112	ENSCAFP00000001053
ENSCAFP00000001053	ENSCAFP00000002112
ENSCAFP00000017650	ENSCAFP00000038525
ENSCAFP00000038525	ENSCAFP00000017650
ENSCAFP00000017650	ENSCAFP00000009269
ENSCAFP00000009269	ENSCAFP00000017650
ENSCAFP00000038525	ENSCAFP00000009269
ENSCAFP00000009269	ENSCAFP00000038525
ENSCAFP00000022088	ENSCAFP00000018425
ENSCAFP00000018425	ENSCAFP00000022088
ENSCAFP00000022088	ENSCAFP00000008798
ENSCAFP00000008798	ENSCAFP00000022088
ENSCAFP00000018425	ENSCAFP00000008798
ENSCAFP00000008798	ENSCAFP00000018425
ENSCAFP00000006103	ENSCAFP00000022183
ENSCAFP00000022183	ENSCAFP00000006103
ENSCAFP00000019018	ENSCAFP00000000142
ENSCAFP00000000142	ENSCAFP00000019018
ENSCAFP00000019018	ENSCAFP00000018579
ENSCAFP00000018579	ENSCAFP00000019018
ENSCAFP00000000142	ENSCAFP00000018579
ENSCAFP00000018579	ENSCAFP00000000142
ENSCAFP00000004540	ENSCAFP00000004467
ENSCAFP00000004467	ENSCAFP00000004540
ENSCAFP00000004540	ENSCAFP00000034099
ENSCAFP00000034099	ENSCAFP00000004540
ENSCAFP00000004467	ENSCAFP00000034099
ENSCAFP00000034099	ENSCAFP00000004467
ENSCAFP00000017449	ENSCAFP00000030785
ENSCAFP00000030785	ENSCAFP00000017449
ENSCAFP00000017449	ENSCAFP00000006120
ENSCAFP00000006120	ENSCAFP00000017449
ENSCAFP00000030785	ENSCAFP00000006120
ENSCAFP00000006120	ENSCAFP00000030785
ENSCAFP00000041321	ENSCAFP00000010402
ENSCAFP00000010402	ENSCAFP00000041321
ENSCAFP00000041321	ENSCAFP00000009979
ENSCAFP00000009979	ENSCAFP00000041321
ENSCAFP00000010402	ENSCAFP00000009979
ENSCAFP00000009979	ENSCAFP00000010402
ENSCAFP00000016665	ENSCAFP00000000346
ENSCAFP00000000346	ENSCAFP00000016665
ENSCAFP00000016470	ENSCAFP00000021891
ENSCAFP00000021891	ENSCAFP00000016470
ENSCAFP00000031764	ENSCAFP00000035137
ENSCAFP00000035137	ENSCAFP00000031764
ENSCAFP00000031764	ENSCAFP00000011696
ENSCAFP00000011696	ENSCAFP00000031764
ENSCAFP00000035137	ENSCAFP00000011696
ENSCAFP00000011696	ENSCAFP00000035137
ENSCAFP00000039190	ENSCAFP00000001535
ENSCAFP00000001535	ENSCAFP00000039190
ENSCAFP00000029972	ENSCAFP00000029678
ENSCAFP00000029678	ENSCAFP00000029972
ENSCAFP00000005384	ENSCAFP00000007132
ENSCAFP00000007132	ENSCAFP00000005384
ENSCAFP00000005384	ENSCAFP00000029008
ENSCAFP00000029008	ENSCAFP00000005384
ENSCAFP00000007132	ENSCAFP00000029008
ENSCAFP00000029008	ENSCAFP00000007132
ENSCAFP00000017800	ENSCAFP00000026968
ENSCAFP00000026968	ENSCAFP00000017800
ENSCAFP00000009615	ENSCAFP00000040405
ENSCAFP00000040405	ENSCAFP00000009615
ENSCAFP00000009615	ENSCAFP00000031402
ENSCAFP00000031402	ENSCAFP00000009615
ENSCAFP00000040405	ENSCAFP00000031402
ENSCAFP00000031402	ENSCAFP00000040405
ENSCAFP00000021918	ENSCAFP00000028110
ENSCAFP00000028110	ENSCAFP00000021918
ENSCAFP00000021918	ENSCAFP00000012741
ENSCAFP00000012741	ENSCAFP00000021918
ENSCAFP00000028110	ENSCAFP00000012741
ENSCAFP00000012741	ENSCAFP00000028110
ENSCAFP00000007996	ENSCAFP00000027161
ENSCAFP00000027161	ENSCAFP00000007996
ENSCAFP00000007996	ENSCAFP00000023187
ENSCAFP00000023187	ENSCAFP00000007996
ENSCAFP00000027161	ENSCAFP00000023187
ENSCAFP00000023187	ENSCAFP00000027161
ENSCAFP00000012456	ENSCAFP00000018655
ENSCAFP00000018655	ENSCAFP00000012456
ENSCAFP00000012456	ENSCAFP00000014414
ENSCAFP00000014414	ENSCAFP00000012456
ENSCAFP00000018655	ENSCAFP00000014414
ENSCAFP00000014414	ENSCAFP00000018655
ENSCAFP00000030150	ENSCAFP00000030151
ENSCAFP00000030151	ENSCAFP00000030150
ENSCAFP00000024398	ENSCAFP00000033519
ENSCAFP00000033519	ENSCAFP00000024398
ENSCAFP00000024398	ENSCAFP00000035678
ENSCAFP00000035678	ENSCAFP00000024398
ENSCAFP00000033519	ENSCAFP00000035678
ENSCAFP00000035678	ENSCAFP00000033519
ENSCAFP00000027039	ENSCAFP00000029507
ENSCAFP00000029507	ENSCAFP00000027039
ENSCAFP00000027039	ENSCAFP00000029837
ENSCAFP00000029837	ENSCAFP00000027039
ENSCAFP00000029507	ENSCAFP00000029837
ENSCAFP00000029837	ENSCAFP00000029507
ENSCAFP00000004604	ENSCAFP00000038674
ENSCAFP00000038674	ENSCAFP00000004604
ENSCAFP00000006275	ENSCAFP00000038879
ENSCAFP00000038879	ENSCAFP00000006275
ENSCAFP00000006275	ENSCAFP00000027810
ENSCAFP00000027810	ENSCAFP00000006275
ENSCAFP00000038879	ENSCAFP00000027810
ENSCAFP00000027810	ENSCAFP00000038879
ENSCAFP00000024866	ENSCAFP00000004102
ENSCAFP00000004102	ENSCAFP00000024866
ENSCAFP00000024866	ENSCAFP00000019639
ENSCAFP00000019639	ENSCAFP00000024866
ENSCAFP00000004102	ENSCAFP00000019639
ENSCAFP00000019639	ENSCAFP00000004102
ENSCAFP00000008044	ENSCAFP00000040065
ENSCAFP00000040065	ENSCAFP00000008044
ENSCAFP00000008044	ENSCAFP00000024783
ENSCAFP00000024783	ENSCAFP00000008044
ENSCAFP00000040065	ENSCAFP00000024783
ENSCAFP00000024783	ENSCAFP00000040065
ENSCAFP00000015678	ENSCAFP00000000305
ENSCAFP00000000305	ENSCAFP00000015678
ENSCAFP00000032037	ENSCAFP00000020283
ENSCAFP00000020283	ENSCAFP00000032037
ENSCAFP00000032037	ENSCAFP00000036030
ENSCAFP00000036030	ENSCAFP00000032037
ENSCAFP00000032037	ENSCAFP00000000237
