SINCAM000004	ENSDARP00000101228
SINCAM001697	ENSDARP00000111550
SINCAM001697	ENSDARP00000123002
SINCAM001698	ENSDARP00000108231
SINCAM001700	ENSDARP00000052528
SINCAM001700	ENSDARP00000071700
SINCAM001702	ENSDARP00000007394
SINCAM001703	ENSDARP00000034778
SINCAM001703	ENSDARP00000093333
SINCAM001704	ENSDARP00000004018
SINCAM001704	ENSDARP00000024532
SINCAM001705	ENSDARP00000011600
SINCAM001705	ENSDARP00000005911
SINCAM001706	ENSDARP00000065642
SINCAM001706	ENSDARP00000126927
SINCAM001707	ENSDARP00000111920
SINCAM001707	ENSDARP00000103985
SINCAM001708	ENSDARP00000109111
SINCAM001709	ENSDARP00000117583
SINCAM001710	ENSDARP00000085788
SINCAM001712	ENSDARP00000128133
SINCAM001713	ENSDARP00000121623
SINCAM001714	ENSDARP00000019910
SINCAM001714	ENSDARP00000126158
SINCAM001716	ENSDARP00000091921
SINCAM001717	ENSDARP00000016261
SINCAM001717	ENSDARP00000088880
SINCAM001719	ENSDARP00000070847
SINCAM001720	ENSDARP00000104838
SINCAM001722	ENSDARP00000120829
SINCAM001722	ENSDARP00000100821
SINCAM001723	ENSDARP00000111429
SINCAM001724	ENSDARP00000101648
SINCAM001727	ENSDARP00000101964
SINCAM001727	ENSDARP00000107021
SINCAM001728	ENSDARP00000088711
SINCAM001730	ENSDARP00000111319
SINCAM001730	ENSDARP00000057576
SINCAM001732	ENSDARP00000078364
SINCAM001732	ENSDARP00000104146
SINCAM001735	ENSDARP00000073973
SINCAM001736	ENSDARP00000106943
SINCAM001736	ENSDARP00000115422
SINCAM001737	ENSDARP00000023131
SINCAM001739	ENSDARP00000098032
SINCAM001740	ENSDARP00000012146
SINCAM001741	ENSDARP00000011265
SINCAM001742	ENSDARP00000099916
SINCAM001743	ENSDARP00000056749
SINCAM001743	ENSDARP00000076857
SINCAM001744	ENSDARP00000085731
SINCAM001745	ENSDARP00000042477
SINCAM001746	ENSDARP00000101301
SINCAM001746	ENSDARP00000100099
SINCAM001752	ENSDARP00000109207
SINCAM001752	ENSDARP00000077265
SINCAM001753	ENSDARP00000122481
SINCAM001754	ENSDARP00000125947
SINCAM001754	ENSDARP00000061737
SINCAM001755	ENSDARP00000121788
SINCAM001755	ENSDARP00000022552
SINCAM001756	ENSDARP00000026224
SINCAM001756	ENSDARP00000102576
SINCAM001761	ENSDARP00000039831
SINCAM001761	ENSDARP00000076901
SINCAM001762	ENSDARP00000058679
SINCAM001762	ENSDARP00000127697
SINCAM001764	ENSDARP00000094590
SINCAM001764	ENSDARP00000053472
SINCAM001765	ENSDARP00000066664
SINCAM001765	ENSDARP00000084725
SINCAM001767	ENSDARP00000000070
SINCAM001771	ENSDARP00000126436
SINCAM001772	ENSDARP00000079663
SINCAM001774	ENSDARP00000122495
SINCAM001774	ENSDARP00000070509
SINCAM001775	ENSDARP00000103549
SINCAM001775	ENSDARP00000123306
SINCAM001777	ENSDARP00000043111
SINCAM001778	ENSDARP00000006892
SINCAM001778	ENSDARP00000048849
SINCAM001779	ENSDARP00000093347
SINCAM001781	ENSDARP00000098753
SINCAM001782	ENSDARP00000052748
SINCAM001782	ENSDARP00000124380
SINCAM001783	ENSDARP00000105933
SINCAM001784	ENSDARP00000023337
SINCAM001784	ENSDARP00000088249
SINCAM001786	ENSDARP00000011292
SINCAM001786	ENSDARP00000094733
SINCAM001787	ENSDARP00000036819
SINCAM001788	ENSDARP00000009990
SINCAM001789	ENSDARP00000066302
SINCAM001790	ENSDARP00000083665
SINCAM001790	ENSDARP00000024612
SINCAM001791	ENSDARP00000018883
SINCAM001791	ENSDARP00000126300
SINCAM001793	ENSDARP00000109248
SINCAM001794	ENSDARP00000049098
SINCAM001796	ENSDARP00000023970
SINCAM001797	ENSDARP00000104437
SINCAM001798	ENSDARP00000088060
SINCAM001801	ENSDARP00000075142
SINCAM001802	ENSDARP00000107289
SINCAM001802	ENSDARP00000079600
SINCAM001804	ENSDARP00000100386
SINCAM001804	ENSDARP00000128810
SINCAM001806	ENSDARP00000035566
SINCAM001809	ENSDARP00000083251
SINCAM001809	ENSDARP00000087713
SINCAM001810	ENSDARP00000080391
SINCAM001810	ENSDARP00000123517
SINCAM001811	ENSDARP00000073704
SINCAM001811	ENSDARP00000104717
SINCAM001814	ENSDARP00000054651
SINCAM001820	ENSDARP00000050643
SINCAM001820	ENSDARP00000074315
SINCAM001822	ENSDARP00000101760
SINCAM001823	ENSDARP00000005897
SINCAM001823	ENSDARP00000127674
SINCAM001824	ENSDARP00000072428
SINCAM001825	ENSDARP00000113053
SINCAM001825	ENSDARP00000045769
SINCAM001826	ENSDARP00000015671
SINCAM001826	ENSDARP00000094009
SINCAM001828	ENSDARP00000010591
SINCAM001829	ENSDARP00000052184
SINCAM001830	ENSDARP00000052182
SINCAM001831	ENSDARP00000117803
SINCAM001832	ENSDARP00000094388
SINCAM001832	ENSDARP00000092988
SINCAM001833	ENSDARP00000117936
SINCAM001833	ENSDARP00000099257
SINCAM001836	ENSDARP00000093751
SINCAM001836	ENSDARP00000125643
SINCAM001837	ENSDARP00000002932
SINCAM001837	ENSDARP00000063475
SINCAM001840	ENSDARP00000121393
SINCAM001840	ENSDARP00000106817
SINCAM001841	ENSDARP00000126396
SINCAM001841	ENSDARP00000112931
SINCAM001842	ENSDARP00000058585
SINCAM001843	ENSDARP00000073819
SINCAM001845	ENSDARP00000072844
SINCAM001845	ENSDARP00000124897
SINCAM001846	ENSDARP00000092178
SINCAM001846	ENSDARP00000129145
SINCAM001848	ENSDARP00000002079
SINCAM001848	ENSDARP00000008544
SINCAM001849	ENSDARP00000067534
SINCAM001850	ENSDARP00000102039
SINCAM001851	ENSDARP00000128309
SINCAM001852	ENSDARP00000040755
SINCAM001853	ENSDARP00000114038
SINCAM001856	ENSDARP00000080810
SINCAM001857	ENSDARP00000052392
SINCAM001857	ENSDARP00000124147
SINCAM001858	ENSDARP00000076090
SINCAM001861	ENSDARP00000106132
SINCAM001861	ENSDARP00000123542
SINCAM001863	ENSDARP00000122491
SINCAM001865	ENSDARP00000114402
SINCAM001865	ENSDARP00000080768
SINCAM001866	ENSDARP00000071887
SINCAM001866	ENSDARP00000094783
SINCAM001867	ENSDARP00000012386
SINCAM001867	ENSDARP00000071903
SINCAM001868	ENSDARP00000050129
SINCAM001869	ENSDARP00000082698
SINCAM001869	ENSDARP00000124202
SINCAM001870	ENSDARP00000087698
SINCAM001870	ENSDARP00000100607
SINCAM001874	ENSDARP00000080475
SINCAM001877	ENSDARP00000108022
SINCAM001878	ENSDARP00000105551
SINCAM001878	ENSDARP00000098317
SINCAM001879	ENSDARP00000123170
SINCAM001879	ENSDARP00000121642
SINCAM001880	ENSDARP00000121254
SINCAM001880	ENSDARP00000089604
SINCAM001881	ENSDARP00000107667
SINCAM001881	ENSDARP00000109102
SINCAM001882	ENSDARP00000126346
SINCAM001882	ENSDARP00000046208
SINCAM001883	ENSDARP00000073586
SINCAM001883	ENSDARP00000075160
SINCAM001884	ENSDARP00000017777
SINCAM001885	ENSDARP00000103510
SINCAM001886	ENSDARP00000128345
SINCAM001886	ENSDARP00000118700
SINCAM001887	ENSDARP00000123898
SINCAM001887	ENSDARP00000124987
SINCAM001888	ENSDARP00000062562
SINCAM001888	ENSDARP00000087763
SINCAM001889	ENSDARP00000108188
SINCAM001891	ENSDARP00000101271
SINCAM001891	ENSDARP00000125379
SINCAM001892	ENSDARP00000128713
SINCAM001894	ENSDARP00000066777
SINCAM001895	ENSDARP00000099429
SINCAM001895	ENSDARP00000099673
SINCAM001896	ENSDARP00000120624
SINCAM001896	ENSDARP00000114512
SINCAM001897	ENSDARP00000103167
SINCAM001897	ENSDARP00000095053
SINCAM001898	ENSDARP00000080113
SINCAM001898	ENSDARP00000099219
SINCAM001899	ENSDARP00000060518
SINCAM001902	ENSDARP00000076115
SINCAM001902	ENSDARP00000032935
SINCAM001903	ENSDARP00000093286
SINCAM001904	ENSDARP00000090639
SINCAM001906	ENSDARP00000076218
SINCAM001906	ENSDARP00000025104
SINCAM001907	ENSDARP00000063617
SINCAM001908	ENSDARP00000098343
SINCAM001908	ENSDARP00000046343
SINCAM001909	ENSDARP00000104513
SINCAM001909	ENSDARP00000124759
SINCAM001910	ENSDARP00000104981
SINCAM001910	ENSDARP00000099569
SINCAM001911	ENSDARP00000101263
SINCAM001911	ENSDARP00000087671
SINCAM001912	ENSDARP00000077948
SINCAM001912	ENSDARP00000083973
SINCAM001915	ENSDARP00000121014
SINCAM001915	ENSDARP00000052852
SINCAM001916	ENSDARP00000003925
SINCAM001917	ENSDARP00000115167
SINCAM001920	ENSDARP00000098896
SINCAM001921	ENSDARP00000084981
SINCAM001921	ENSDARP00000106061
SINCAM001922	ENSDARP00000078963
SINCAM001923	ENSDARP00000081489
SINCAM001923	ENSDARP00000000382
SINCAM001925	ENSDARP00000113277
SINCAM001925	ENSDARP00000115397
SINCAM001926	ENSDARP00000002526
SINCAM001926	ENSDARP00000105177
SINCAM001927	ENSDARP00000084255
SINCAM001927	ENSDARP00000097999
SINCAM001929	ENSDARP00000030625
SINCAM001930	ENSDARP00000014151
SINCAM001931	ENSDARP00000099481
SINCAM001932	ENSDARP00000117317
SINCAM001932	ENSDARP00000126286
SINCAM001933	ENSDARP00000026011
SINCAM001933	ENSDARP00000111256
SINCAM001935	ENSDARP00000114471
SINCAM001935	ENSDARP00000081883
SINCAM001936	ENSDARP00000108028
SINCAM001936	ENSDARP00000072694
SINCAM001937	ENSDARP00000083450
SINCAM001938	ENSDARP00000004506
SINCAM001941	ENSDARP00000079389
SINCAM001943	ENSDARP00000129301
SINCAM001943	ENSDARP00000107791
SINCAM001944	ENSDARP00000059445
SINCAM001944	ENSDARP00000110557
SINCAM001945	ENSDARP00000122141
SINCAM001946	ENSDARP00000129310
SINCAM001950	ENSDARP00000107945
SINCAM001950	ENSDARP00000095428
SINCAM001952	ENSDARP00000111994
SINCAM001952	ENSDARP00000021118
SINCAM001953	ENSDARP00000063130
SINCAM001953	ENSDARP00000088309
SINCAM001957	ENSDARP00000019894
SINCAM001957	ENSDARP00000100904
SINCAM001958	ENSDARP00000059622
SINCAM001959	ENSDARP00000059618
SINCAM001964	ENSDARP00000073441
SINCAM001966	ENSDARP00000094406
SINCAM001968	ENSDARP00000040726
SINCAM001968	ENSDARP00000095151
SINCAM001969	ENSDARP00000003030
SINCAM001969	ENSDARP00000052638
SINCAM001970	ENSDARP00000052635
SINCAM001970	ENSDARP00000122108
SINCAM001971	ENSDARP00000052661
SINCAM001971	ENSDARP00000003928
SINCAM001972	ENSDARP00000046765
SINCAM001973	ENSDARP00000007852
SINCAM001973	ENSDARP00000073839
SINCAM001976	ENSDARP00000023754
SINCAM001976	ENSDARP00000093908
SINCAM001977	ENSDARP00000008458
SINCAM001978	ENSDARP00000117324
SINCAM001979	ENSDARP00000023072
SINCAM001980	ENSDARP00000074910
SINCAM001981	ENSDARP00000052659
SINCAM001981	ENSDARP00000127292
SINCAM001983	ENSDARP00000104621
SINCAM001983	ENSDARP00000115557
SINCAM001985	ENSDARP00000106740
SINCAM001985	ENSDARP00000015027
SINCAM001986	ENSDARP00000027114
SINCAM001988	ENSDARP00000119126
SINCAM001988	ENSDARP00000107899
SINCAM001989	ENSDARP00000112180
SINCAM001989	ENSDARP00000125872
SINCAM001990	ENSDARP00000009670
SINCAM001991	ENSDARP00000111799
SINCAM001991	ENSDARP00000042677
SINCAM001992	ENSDARP00000075084
SINCAM001995	ENSDARP00000103805
SINCAM001996	ENSDARP00000078699
SINCAM001996	ENSDARP00000102171
SINCAM002000	ENSDARP00000083858
SINCAM002002	ENSDARP00000118997
SINCAM002003	ENSDARP00000102172
SINCAM002003	ENSDARP00000129028
SINCAM002005	ENSDARP00000094663
SINCAM002006	ENSDARP00000075760
SINCAM002006	ENSDARP00000122110
SINCAM002007	ENSDARP00000087089
SINCAM002007	ENSDARP00000023956
SINCAM002009	ENSDARP00000007800
SINCAM002009	ENSDARP00000073569
SINCAM002010	ENSDARP00000016693
SINCAM002011	ENSDARP00000051692
SINCAM002011	ENSDARP00000114928
SINCAM002013	ENSDARP00000094631
SINCAM002013	ENSDARP00000012087
SINCAM002016	ENSDARP00000027639
SINCAM002016	ENSDARP00000124045
SINCAM002017	ENSDARP00000046419
SINCAM002017	ENSDARP00000072235
SINCAM002019	ENSDARP00000065840
SINCAM002019	ENSDARP00000056020
SINCAM002020	ENSDARP00000100696
SINCAM002020	ENSDARP00000100714
SINCAM002022	ENSDARP00000113859
SINCAM002022	ENSDARP00000096463
SINCAM002023	ENSDARP00000081908
SINCAM002024	ENSDARP00000049146
SINCAM002025	ENSDARP00000103611
SINCAM002027	ENSDARP00000108697
SINCAM002027	ENSDARP00000123608
SINCAM002032	ENSDARP00000036397
SINCAM002032	ENSDARP00000115123
SINCAM002034	ENSDARP00000088302
SINCAM002034	ENSDARP00000114887
SINCAM002035	ENSDARP00000107706
SINCAM002036	ENSDARP00000101869
SINCAM002039	ENSDARP00000100481
SINCAM002041	ENSDARP00000120497
SINCAM002046	ENSDARP00000015813
SINCAM002046	ENSDARP00000116858
SINCAM002047	ENSDARP00000088299
SINCAM002050	ENSDARP00000114832
SINCAM002051	ENSDARP00000021266
SINCAM002053	ENSDARP00000094251
SINCAM002053	ENSDARP00000080198
SINCAM002054	ENSDARP00000120882
SINCAM002055	ENSDARP00000123337
SINCAM002055	ENSDARP00000022789
SINCAM002056	ENSDARP00000003452
SINCAM002056	ENSDARP00000121522
SINCAM002058	ENSDARP00000090565
SINCAM002058	ENSDARP00000123377
SINCAM002059	ENSDARP00000118574
SINCAM002060	ENSDARP00000059953
SINCAM002060	ENSDARP00000083051
SINCAM002062	ENSDARP00000122798
SINCAM002063	ENSDARP00000126842
SINCAM002065	ENSDARP00000005313
SINCAM002066	ENSDARP00000046608
SINCAM002066	ENSDARP00000026895
SINCAM002068	ENSDARP00000033391
SINCAM002068	ENSDARP00000129465
SINCAM002072	ENSDARP00000052139
SINCAM002072	ENSDARP00000121519
SINCAM002073	ENSDARP00000082128
SINCAM002073	ENSDARP00000100773
SINCAM002074	ENSDARP00000104920
SINCAM002075	ENSDARP00000082096
SINCAM002076	ENSDARP00000062506
SINCAM002079	ENSDARP00000100784
SINCAM002080	ENSDARP00000015592
SINCAM002081	ENSDARP00000109722
SINCAM002082	ENSDARP00000100078
SINCAM002082	ENSDARP00000102543
SINCAM002083	ENSDARP00000111673
SINCAM002083	ENSDARP00000053957
SINCAM002084	ENSDARP00000110193
SINCAM002085	ENSDARP00000006554
SINCAM002085	ENSDARP00000126625
SINCAM002086	ENSDARP00000033960
SINCAM002087	ENSDARP00000052395
SINCAM002088	ENSDARP00000080844
SINCAM002088	ENSDARP00000087003
SINCAM002090	ENSDARP00000093553
SINCAM002091	ENSDARP00000100492
SINCAM002091	ENSDARP00000051296
SINCAM002092	ENSDARP00000012861
SINCAM002092	ENSDARP00000071589
SINCAM002093	ENSDARP00000048437
SINCAM002094	ENSDARP00000058958
SINCAM002094	ENSDARP00000025522
SINCAM002095	ENSDARP00000123328
SINCAM002095	ENSDARP00000123505
SINCAM002097	ENSDARP00000093582
SINCAM002097	ENSDARP00000123911
SINCAM002098	ENSDARP00000114886
SINCAM002099	ENSDARP00000118091
SINCAM002099	ENSDARP00000091007
SINCAM002100	ENSDARP00000010900
SINCAM002101	ENSDARP00000110052
SINCAM002103	ENSDARP00000051949
SINCAM002103	ENSDARP00000117694
SINCAM002104	ENSDARP00000081855
SINCAM002105	ENSDARP00000116046
SINCAM002105	ENSDARP00000111592
SINCAM002106	ENSDARP00000101077
SINCAM002106	ENSDARP00000020748
SINCAM002107	ENSDARP00000081878
SINCAM002107	ENSDARP00000109187
SINCAM002108	ENSDARP00000104754
SINCAM002109	ENSDARP00000081052
SINCAM002113	ENSDARP00000120903
SINCAM002114	ENSDARP00000017934
SINCAM002115	ENSDARP00000101631
SINCAM002116	ENSDARP00000117699
SINCAM002118	ENSDARP00000101211
SINCAM002119	ENSDARP00000066758
SINCAM002121	ENSDARP00000111927
SINCAM002121	ENSDARP00000060425
SINCAM002122	ENSDARP00000066759
SINCAM002122	ENSDARP00000123164
SINCAM002124	ENSDARP00000118446
SINCAM002126	ENSDARP00000072745
SINCAM002127	ENSDARP00000014904
SINCAM002127	ENSDARP00000114283
SINCAM002128	ENSDARP00000017258
SINCAM002129	ENSDARP00000114720
SINCAM002130	ENSDARP00000072712
SINCAM002130	ENSDARP00000052545
SINCAM002131	ENSDARP00000059012
SINCAM002132	ENSDARP00000094034
SINCAM002133	ENSDARP00000024304
SINCAM002134	ENSDARP00000116122
SINCAM002134	ENSDARP00000104352
SINCAM002135	ENSDARP00000072582
SINCAM002136	ENSDARP00000094183
SINCAM002136	ENSDARP00000106331
SINCAM002137	ENSDARP00000071843
SINCAM002143	ENSDARP00000074197
SINCAM002145	ENSDARP00000117724
SINCAM002146	ENSDARP00000115654
SINCAM002148	ENSDARP00000091084
SINCAM002149	ENSDARP00000117905
SINCAM002149	ENSDARP00000029675
SINCAM002151	ENSDARP00000005382
SINCAM002151	ENSDARP00000124929
SINCAM002153	ENSDARP00000081912
SINCAM002154	ENSDARP00000103117
SINCAM002155	ENSDARP00000044367
SINCAM002155	ENSDARP00000112078
SINCAM002156	ENSDARP00000027644
SINCAM002156	ENSDARP00000054136
SINCAM002158	ENSDARP00000107181
SINCAM002158	ENSDARP00000090563
SINCAM002159	ENSDARP00000091762
SINCAM002160	ENSDARP00000018458
SINCAM002161	ENSDARP00000023693
SINCAM002161	ENSDARP00000124899
SINCAM002162	ENSDARP00000109683
SINCAM002162	ENSDARP00000118996
SINCAM002164	ENSDARP00000104097
SINCAM002164	ENSDARP00000076395
SINCAM002165	ENSDARP00000128341
SINCAM002165	ENSDARP00000047613
SINCAM002166	ENSDARP00000055442
SINCAM002168	ENSDARP00000066589
SINCAM002168	ENSDARP00000076384
SINCAM002169	ENSDARP00000121251
SINCAM002169	ENSDARP00000073932
SINCAM002170	ENSDARP00000007146
SINCAM002170	ENSDARP00000104743
SINCAM002172	ENSDARP00000102467
SINCAM002172	ENSDARP00000090355
SINCAM002173	ENSDARP00000078125
SINCAM002174	ENSDARP00000067763
SINCAM002174	ENSDARP00000010065
SINCAM002175	ENSDARP00000116253
SINCAM002175	ENSDARP00000084719
SINCAM002176	ENSDARP00000005715
SINCAM002177	ENSDARP00000011585
SINCAM002178	ENSDARP00000020838
SINCAM002178	ENSDARP00000030948
SINCAM002180	ENSDARP00000107722
SINCAM002181	ENSDARP00000117581
SINCAM002181	ENSDARP00000106778
SINCAM002182	ENSDARP00000113712
SINCAM002183	ENSDARP00000102306
SINCAM002183	ENSDARP00000085109
SINCAM002184	ENSDARP00000122022
SINCAM002185	ENSDARP00000092405
SINCAM002185	ENSDARP00000056204
SINCAM002186	ENSDARP00000085243
SINCAM002186	ENSDARP00000083475
SINCAM002187	ENSDARP00000092403
SINCAM002188	ENSDARP00000032505
SINCAM002190	ENSDARP00000099455
SINCAM002191	ENSDARP00000085190
SINCAM002191	ENSDARP00000011795
SINCAM002192	ENSDARP00000092910
SINCAM002192	ENSDARP00000117553
SINCAM002193	ENSDARP00000013157
SINCAM002195	ENSDARP00000013774
SINCAM002196	ENSDARP00000110391
SINCAM002196	ENSDARP00000128126
SINCAM002197	ENSDARP00000073798
SINCAM002197	ENSDARP00000107046
SINCAM002198	ENSDARP00000073748
SINCAM002198	ENSDARP00000121336
SINCAM002201	ENSDARP00000052858
SINCAM002202	ENSDARP00000121188
SINCAM002203	ENSDARP00000028584
SINCAM002203	ENSDARP00000090684
SINCAM002204	ENSDARP00000124453
SINCAM002204	ENSDARP00000125635
SINCAM002205	ENSDARP00000123149
SINCAM002207	ENSDARP00000051711
SINCAM002208	ENSDARP00000098372
SINCAM002208	ENSDARP00000080415
SINCAM002209	ENSDARP00000062550
SINCAM002209	ENSDARP00000110167
SINCAM002210	ENSDARP00000099073
SINCAM002210	ENSDARP00000104038
SINCAM002213	ENSDARP00000107773
SINCAM002214	ENSDARP00000112440
SINCAM002216	ENSDARP00000091375
SINCAM002217	ENSDARP00000109358
SINCAM002218	ENSDARP00000075918
SINCAM002219	ENSDARP00000118847
SINCAM002221	ENSDARP00000122373
SINCAM002222	ENSDARP00000059034
SINCAM002222	ENSDARP00000101611
SINCAM002223	ENSDARP00000059037
SINCAM002223	ENSDARP00000027718
SINCAM002224	ENSDARP00000097987
SINCAM002226	ENSDARP00000111957
SINCAM002227	ENSDARP00000095098
SINCAM002227	ENSDARP00000109664
SINCAM002228	ENSDARP00000112117
SINCAM002228	ENSDARP00000122262
SINCAM002229	ENSDARP00000100205
SINCAM002229	ENSDARP00000124971
SINCAM002231	ENSDARP00000102984
SINCAM002233	ENSDARP00000106759
SINCAM002233	ENSDARP00000047190
SINCAM002236	ENSDARP00000102845
SINCAM002236	ENSDARP00000101724
SINCAM002237	ENSDARP00000071978
SINCAM002237	ENSDARP00000070544
SINCAM002238	ENSDARP00000061543
SINCAM002240	ENSDARP00000031228
SINCAM002241	ENSDARP00000111147
SINCAM002242	ENSDARP00000110325
SINCAM002244	ENSDARP00000065337
SINCAM002245	ENSDARP00000076797
SINCAM002246	ENSDARP00000066779
SINCAM002247	ENSDARP00000111773
SINCAM002251	ENSDARP00000072369
SINCAM002252	ENSDARP00000110552
SINCAM002253	ENSDARP00000125536
SINCAM002254	ENSDARP00000116469
SINCAM002254	ENSDARP00000075433
SINCAM002255	ENSDARP00000128098
SINCAM002256	ENSDARP00000026312
SINCAM002257	ENSDARP00000066787
SINCAM002257	ENSDARP00000101021
SINCAM002260	ENSDARP00000125776
SINCAM002260	ENSDARP00000126246
SINCAM002261	ENSDARP00000095736
SINCAM002261	ENSDARP00000095731
SINCAM002264	ENSDARP00000125783
SINCAM002264	ENSDARP00000125817
SINCAM002265	ENSDARP00000109477
SINCAM002266	ENSDARP00000021474
SINCAM002266	ENSDARP00000095224
SINCAM002267	ENSDARP00000022147
SINCAM002267	ENSDARP00000066366
SINCAM002268	ENSDARP00000124389
SINCAM002269	ENSDARP00000097615
SINCAM002271	ENSDARP00000088118
SINCAM002274	ENSDARP00000089658
SINCAM002275	ENSDARP00000038769
SINCAM002275	ENSDARP00000039362
SINCAM002276	ENSDARP00000120884
SINCAM002276	ENSDARP00000100887
SINCAM002277	ENSDARP00000076787
SINCAM002279	ENSDARP00000108140
SINCAM002279	ENSDARP00000104371
SINCAM002280	ENSDARP00000125087
SINCAM002280	ENSDARP00000109788
SINCAM002281	ENSDARP00000097166
SINCAM002282	ENSDARP00000075956
SINCAM002283	ENSDARP00000116609
SINCAM002284	ENSDARP00000086646
SINCAM002284	ENSDARP00000022649
SINCAM002285	ENSDARP00000116324
SINCAM002287	ENSDARP00000075296
SINCAM002287	ENSDARP00000123560
SINCAM002288	ENSDARP00000126499
SINCAM002288	ENSDARP00000078089
SINCAM002289	ENSDARP00000031822
SINCAM002289	ENSDARP00000103914
SINCAM002290	ENSDARP00000022653
SINCAM002293	ENSDARP00000060549
SINCAM002294	ENSDARP00000061469
SINCAM002294	ENSDARP00000106001
SINCAM002295	ENSDARP00000042874
SINCAM002296	ENSDARP00000112571
SINCAM002296	ENSDARP00000100164
SINCAM002297	ENSDARP00000101059
SINCAM002298	ENSDARP00000101407
SINCAM002300	ENSDARP00000090319
SINCAM002303	ENSDARP00000043038
SINCAM002303	ENSDARP00000058942
SINCAM002305	ENSDARP00000129789
SINCAM002306	ENSDARP00000008133
SINCAM002307	ENSDARP00000098511
SINCAM002307	ENSDARP00000086840
SINCAM002310	ENSDARP00000089194
SINCAM002310	ENSDARP00000123936
SINCAM002312	ENSDARP00000047919
SINCAM002312	ENSDARP00000094864
SINCAM002315	ENSDARP00000017432
SINCAM002315	ENSDARP00000101045
SINCAM002316	ENSDARP00000073936
SINCAM002317	ENSDARP00000107830
SINCAM002320	ENSDARP00000053753
SINCAM002320	ENSDARP00000087880
SINCAM002321	ENSDARP00000071951
SINCAM002321	ENSDARP00000042099
SINCAM002322	ENSDARP00000036613
SINCAM002325	ENSDARP00000099918
SINCAM002325	ENSDARP00000111477
SINCAM002326	ENSDARP00000106472
SINCAM002326	ENSDARP00000098592
SINCAM002327	ENSDARP00000103375
SINCAM002328	ENSDARP00000005108
SINCAM002328	ENSDARP00000034858
SINCAM002330	ENSDARP00000098579
SINCAM002332	ENSDARP00000094043
SINCAM002335	ENSDARP00000052077
SINCAM002335	ENSDARP00000058940
SINCAM002337	ENSDARP00000008437
SINCAM002338	ENSDARP00000119714
SINCAM002339	ENSDARP00000124312
SINCAM002342	ENSDARP00000095054
SINCAM002342	ENSDARP00000111676
SINCAM002344	ENSDARP00000122851
SINCAM002345	ENSDARP00000124331
SINCAM002345	ENSDARP00000108929
SINCAM002346	ENSDARP00000124557
SINCAM002347	ENSDARP00000122793
SINCAM002348	ENSDARP00000113388
SINCAM002350	ENSDARP00000052520
SINCAM002351	ENSDARP00000097776
SINCAM002353	ENSDARP00000094423
SINCAM002354	ENSDARP00000105501
SINCAM002355	ENSDARP00000069063
SINCAM002355	ENSDARP00000029935
SINCAM002357	ENSDARP00000052502
SINCAM002359	ENSDARP00000106744
SINCAM002359	ENSDARP00000107139
SINCAM002360	ENSDARP00000006378
SINCAM002361	ENSDARP00000003276
SINCAM002361	ENSDARP00000106853
SINCAM002362	ENSDARP00000100941
SINCAM002362	ENSDARP00000123862
SINCAM002363	ENSDARP00000043712
SINCAM002363	ENSDARP00000101081
SINCAM002364	ENSDARP00000058684
SINCAM002364	ENSDARP00000052259
SINCAM002366	ENSDARP00000124148
SINCAM002367	ENSDARP00000125967
SINCAM002367	ENSDARP00000099770
SINCAM002368	ENSDARP00000097770
SINCAM002370	ENSDARP00000006153
SINCAM002371	ENSDARP00000122282
SINCAM002372	ENSDARP00000123046
SINCAM002372	ENSDARP00000009143
SINCAM002373	ENSDARP00000111945
SINCAM002374	ENSDARP00000117397
SINCAM002374	ENSDARP00000113994
SINCAM002375	ENSDARP00000110547
SINCAM002376	ENSDARP00000072921
SINCAM002376	ENSDARP00000115253
SINCAM002378	ENSDARP00000097799
SINCAM002378	ENSDARP00000127670
SINCAM002379	ENSDARP00000114472
SINCAM002380	ENSDARP00000045189
SINCAM002380	ENSDARP00000060159
SINCAM002381	ENSDARP00000120922
SINCAM002382	ENSDARP00000121705
SINCAM002383	ENSDARP00000117618
SINCAM002384	ENSDARP00000043125
SINCAM002384	ENSDARP00000110955
SINCAM002385	ENSDARP00000121807
SINCAM002385	ENSDARP00000047398
SINCAM002387	ENSDARP00000106270
SINCAM002389	ENSDARP00000107094
SINCAM002389	ENSDARP00000112844
SINCAM002390	ENSDARP00000104104
SINCAM002391	ENSDARP00000101167
SINCAM002392	ENSDARP00000103150
SINCAM002393	ENSDARP00000077256
SINCAM002393	ENSDARP00000098522
SINCAM002396	ENSDARP00000073752
SINCAM002396	ENSDARP00000111791
SINCAM002397	ENSDARP00000110403
SINCAM002399	ENSDARP00000028109
SINCAM002400	ENSDARP00000032745
SINCAM002400	ENSDARP00000104898
SINCAM002401	ENSDARP00000062702
SINCAM002401	ENSDARP00000115065
SINCAM002402	ENSDARP00000120032
SINCAM002402	ENSDARP00000129631
SINCAM002403	ENSDARP00000105262
SINCAM002404	ENSDARP00000117470
SINCAM002406	ENSDARP00000108198
SINCAM002406	ENSDARP00000009157
SINCAM002407	ENSDARP00000117076
SINCAM002407	ENSDARP00000118413
SINCAM002408	ENSDARP00000073709
SINCAM002408	ENSDARP00000129758
SINCAM002413	ENSDARP00000099746
SINCAM002416	ENSDARP00000105963
SINCAM002417	ENSDARP00000023024
SINCAM002417	ENSDARP00000114827
SINCAM002420	ENSDARP00000075890
