SINCAM000007	SINLEJ008012
SINCAM003268	SINLEJ013585
SINCAM003272	SINLEJ013588
SINCAM003274	SINLEJ015055
SINCAM003277	SINLEJ013577
SINCAM003278	SINLEJ013580
SINCAM003278	SINLEJ013579
SINCAM003281	SINLEJ002681
SINCAM003281	SINLEJ002682
SINCAM003282	SINLEJ008412
SINCAM003282	SINLEJ017690
SINCAM003283	SINLEJ008544
SINCAM003285	SINLEJ008553
SINCAM003285	SINLEJ002678
SINCAM003288	SINLEJ008414
SINCAM003289	SINLEJ002683
SINCAM003291	SINLEJ008540
SINCAM003291	SINLEJ016975
SINCAM003292	SINLEJ008542
SINCAM003292	SINLEJ008543
SINCAM003293	SINLEJ006701
SINCAM003293	SINLEJ006702
SINCAM003295	SINLEJ013616
SINCAM003296	SINLEJ012674
SINCAM003296	SINLEJ012619
SINCAM003297	SINLEJ018074
SINCAM003298	SINLEJ012647
SINCAM003299	SINLEJ012646
SINCAM003300	SINLEJ000356
SINCAM003304	SINLEJ015082
SINCAM003307	SINLEJ000152
SINCAM003307	SINLEJ013068
SINCAM003309	SINLEJ008686
SINCAM003309	SINLEJ008260
SINCAM003310	SINLEJ008681
SINCAM003310	SINLEJ008680
SINCAM003311	SINLEJ008490
SINCAM003311	SINLEJ008491
SINCAM003312	SINLEJ008594
SINCAM003312	SINLEJ008445
SINCAM003313	SINLEJ008447
SINCAM003313	SINLEJ008446
SINCAM003315	SINLEJ016200
SINCAM003315	SINLEJ013547
SINCAM003320	SINLEJ019406
SINCAM003322	SINLEJ012746
SINCAM003323	SINLEJ012745
SINCAM003325	SINLEJ018105
SINCAM003330	SINLEJ015991
SINCAM003330	SINLEJ004002
SINCAM003334	SINLEJ014999
SINCAM003335	SINLEJ012133
SINCAM003336	SINLEJ013626
SINCAM003336	SINLEJ013625
SINCAM003337	SINLEJ013623
SINCAM003337	SINLEJ015114
SINCAM003338	SINLEJ018373
SINCAM003341	SINLEJ008624
SINCAM003341	SINLEJ009655
SINCAM003342	SINLEJ008622
SINCAM003345	SINLEJ002862
SINCAM003346	SINLEJ008326
SINCAM003346	SINLEJ009804
SINCAM003349	SINLEJ017791
SINCAM003349	SINLEJ017793
SINCAM003350	SINLEJ015983
SINCAM003350	SINLEJ018881
SINCAM003351	SINLEJ012701
SINCAM003351	SINLEJ012707
SINCAM003352	SINLEJ017795
SINCAM003353	SINLEJ012700
SINCAM003354	SINLEJ012699
SINCAM003357	SINLEJ000909
SINCAM003357	SINLEJ000908
SINCAM003361	SINLEJ001658
SINCAM003361	SINLEJ001657
SINCAM003364	SINLEJ012715
SINCAM003364	SINLEJ012714
SINCAM003366	SINLEJ010323
SINCAM003368	SINLEJ015979
SINCAM003370	SINLEJ009392
SINCAM003370	SINLEJ003604
SINCAM003377	SINLEJ012713
SINCAM003380	SINLEJ012057
SINCAM003380	SINLEJ012058
SINCAM003381	SINLEJ013542
SINCAM003382	SINLEJ008489
SINCAM003382	SINLEJ002980
SINCAM003383	SINLEJ001145
SINCAM003383	SINLEJ005957
SINCAM003384	SINLEJ004993
SINCAM003384	SINLEJ004996
SINCAM003385	SINLEJ012171
SINCAM003385	SINLEJ012170
SINCAM003386	SINLEJ001837
SINCAM003387	SINLEJ001912
SINCAM003387	SINLEJ001913
SINCAM003393	SINLEJ016211
SINCAM003393	SINLEJ005155
SINCAM003395	SINLEJ001068
SINCAM003395	SINLEJ005087
SINCAM003401	SINLEJ016218
SINCAM003401	SINLEJ005162
SINCAM003402	SINLEJ002087
SINCAM003402	SINLEJ002089
SINCAM003403	SINLEJ005161
SINCAM003403	SINLEJ016217
SINCAM003404	SINLEJ002086
SINCAM003404	SINLEJ006107
SINCAM003405	SINLEJ005159
SINCAM003405	SINLEJ016215
SINCAM003408	SINLEJ006078
SINCAM003408	SINLEJ001771
SINCAM003409	SINLEJ005089
SINCAM003409	SINLEJ005088
SINCAM003411	SINLEJ005003
SINCAM003411	SINLEJ005005
SINCAM003412	SINLEJ001865
SINCAM003412	SINLEJ000673
SINCAM003413	SINLEJ002008
SINCAM003413	SINLEJ000723
SINCAM003414	SINLEJ014444
SINCAM003414	SINLEJ000724
SINCAM003415	SINLEJ002052
SINCAM003415	SINLEJ002058
SINCAM003416	SINLEJ001058
SINCAM003416	SINLEJ001059
SINCAM003417	SINLEJ001069
SINCAM003419	SINLEJ005141
SINCAM003421	SINLEJ012644
SINCAM003424	SINLEJ015118
SINCAM003428	SINLEJ013494
SINCAM003428	SINLEJ012767
SINCAM003429	SINLEJ013497
SINCAM003429	SINLEJ013496
SINCAM003430	SINLEJ017964
SINCAM003430	SINLEJ015017
SINCAM003431	SINLEJ009312
SINCAM003431	SINLEJ017529
SINCAM003432	SINLEJ012693
SINCAM003433	SINLEJ015059
SINCAM003433	SINLEJ015061
SINCAM003434	SINLEJ013569
SINCAM003435	SINLEJ013570
SINCAM003436	SINLEJ002009
SINCAM003437	SINLEJ002011
SINCAM003437	SINLEJ005143
SINCAM003438	SINLEJ017266
SINCAM003438	SINLEJ017265
SINCAM003439	SINLEJ001100
SINCAM003440	SINLEJ001101
SINCAM003440	SINLEJ000716
SINCAM003442	SINLEJ002144
SINCAM003442	SINLEJ002143
SINCAM003444	SINLEJ000711
SINCAM003445	SINLEJ000712
SINCAM003447	SINLEJ005064
SINCAM003448	SINLEJ014467
SINCAM003449	SINLEJ002153
SINCAM003449	SINLEJ000709
SINCAM003450	SINLEJ005932
SINCAM003451	SINLEJ004973
SINCAM003451	SINLEJ005274
SINCAM003452	SINLEJ002154
SINCAM003453	SINLEJ002155
SINCAM003456	SINLEJ002157
SINCAM003456	SINLEJ002156
SINCAM003457	SINLEJ002158
SINCAM003458	SINLEJ009766
SINCAM003461	SINLEJ017084
SINCAM003462	SINLEJ011818
SINCAM003464	SINLEJ000699
SINCAM003465	SINLEJ005127
SINCAM003469	SINLEJ012742
SINCAM003471	SINLEJ009317
SINCAM003472	SINLEJ005015
SINCAM003473	SINLEJ001858
SINCAM003476	SINLEJ001856
SINCAM003478	SINLEJ004965
SINCAM003478	SINLEJ004963
SINCAM003483	SINLEJ006102
SINCAM003483	SINLEJ001131
SINCAM003485	SINLEJ001902
SINCAM003485	SINLEJ006067
SINCAM003486	SINLEJ006068
SINCAM003487	SINLEJ001168
SINCAM003487	SINLEJ001167
SINCAM003488	SINLEJ001977
SINCAM003490	SINLEJ001824
SINCAM003490	SINLEJ001028
SINCAM003491	SINLEJ001826
SINCAM003491	SINLEJ001825
SINCAM003492	SINLEJ001833
SINCAM003492	SINLEJ001827
SINCAM003493	SINLEJ001835
SINCAM003494	SINLEJ001836
SINCAM003498	SINLEJ005834
SINCAM003498	SINLEJ005833
SINCAM003500	SINLEJ012139
SINCAM003501	SINLEJ004999
SINCAM003501	SINLEJ005000
SINCAM003502	SINLEJ001156
SINCAM003502	SINLEJ008992
SINCAM003503	SINLEJ005001
SINCAM003503	SINLEJ006054
SINCAM003504	SINLEJ001896
SINCAM003505	SINLEJ012400
SINCAM003507	SINLEJ001152
SINCAM003508	SINLEJ006109
SINCAM003509	SINLEJ004914
SINCAM003510	SINLEJ000876
SINCAM003511	SINLEJ001717
SINCAM003511	SINLEJ004391
SINCAM003513	SINLEJ001893
SINCAM003513	SINLEJ001892
SINCAM003514	SINLEJ001725
SINCAM003514	SINLEJ600366
SINCAM003515	SINLEJ001749
SINCAM003515	SINLEJ000837
SINCAM003517	SINLEJ005935
SINCAM003519	SINLEJ001716
SINCAM003520	SINLEJ005077
SINCAM003521	SINLEJ005076
SINCAM003522	SINLEJ007842
SINCAM003525	SINLEJ001754
SINCAM003525	SINLEJ001755
SINCAM003526	SINLEJ004922
SINCAM003526	SINLEJ000866
SINCAM003527	SINLEJ004923
SINCAM003530	SINLEJ001759
SINCAM003530	SINLEJ006924
SINCAM003531	SINLEJ012626
SINCAM003531	SINLEJ012600
SINCAM003532	SINLEJ012599
SINCAM003532	SINLEJ012627
SINCAM003533	SINLEJ012633
SINCAM003534	SINLEJ012631
SINCAM003535	SINLEJ011281
SINCAM003535	SINLEJ011640
SINCAM003536	SINLEJ015010
SINCAM003536	SINLEJ015011
SINCAM003538	SINLEJ015009
SINCAM003538	SINLEJ015008
SINCAM003544	SINLEJ017982
SINCAM003546	SINLEJ017531
SINCAM003546	SINLEJ009310
SINCAM003547	SINLEJ019433
SINCAM003547	SINLEJ019194
SINCAM003548	SINLEJ009224
SINCAM003548	SINLEJ016824
SINCAM003550	SINLEJ001737
SINCAM003553	SINLEJ004907
SINCAM003553	SINLEJ004909
SINCAM003554	SINLEJ018843
SINCAM003555	SINLEJ007626
SINCAM003556	SINLEJ015048
SINCAM003556	SINLEJ012744
SINCAM003559	SINLEJ001165
SINCAM003559	SINLEJ018757
SINCAM003560	SINLEJ001164
SINCAM003561	SINLEJ004955
SINCAM003561	SINLEJ014513
SINCAM003564	SINLEJ015073
SINCAM003564	SINLEJ015069
SINCAM003565	SINLEJ011349
SINCAM003567	SINLEJ012688
SINCAM003567	SINLEJ012687
SINCAM003571	SINLEJ015978
SINCAM003572	SINLEJ005383
SINCAM003574	SINLEJ005086
SINCAM003574	SINLEJ005082
SINCAM003575	SINLEJ012177
SINCAM003575	SINLEJ001953
SINCAM003577	SINLEJ002102
SINCAM003578	SINLEJ004982
SINCAM003579	SINLEJ017081
SINCAM003579	SINLEJ013978
SINCAM003580	SINLEJ001848
SINCAM003580	SINLEJ001448
SINCAM003581	SINLEJ005148
SINCAM003581	SINLEJ016204
SINCAM003583	SINLEJ013561
SINCAM003584	SINLEJ013567
SINCAM003587	SINLEJ001859
SINCAM003587	SINLEJ010457
SINCAM003589	SINLEJ004966
SINCAM003590	SINLEJ000671
SINCAM003590	SINLEJ001862
SINCAM003592	SINLEJ002136
SINCAM003594	SINLEJ002104
SINCAM003595	SINLEJ002105
SINCAM003597	SINLEJ002106
SINCAM003599	SINLEJ002108
SINCAM003600	SINLEJ017524
SINCAM003600	SINLEJ013301
SINCAM003601	SINLEJ014508
SINCAM003601	SINLEJ001947
SINCAM003603	SINLEJ000820
SINCAM003603	SINLEJ001949
SINCAM003605	SINLEJ006097
SINCAM003606	SINLEJ014533
SINCAM003607	SINLEJ001914
SINCAM003608	SINLEJ014487
SINCAM003608	SINLEJ014469
SINCAM003609	SINLEJ001175
SINCAM003610	SINLEJ001819
SINCAM003612	SINLEJ001820
SINCAM003613	SINLEJ005090
SINCAM003613	SINLEJ005091
SINCAM003614	SINLEJ005093
SINCAM003614	SINLEJ005914
SINCAM003615	SINLEJ001814
SINCAM003615	SINLEJ001816
SINCAM003616	SINLEJ002171
SINCAM003617	SINLEJ000992
SINCAM003617	SINLEJ002172
SINCAM003619	SINLEJ002173
SINCAM003623	SINLEJ017267
SINCAM003625	SINLEJ005132
SINCAM003625	SINLEJ002177
SINCAM003626	SINLEJ002175
SINCAM003627	SINLEJ006092
SINCAM003627	SINLEJ013516
SINCAM003632	SINLEJ018693
SINCAM003633	SINLEJ004991
SINCAM003635	SINLEJ005959
SINCAM003635	SINLEJ000833
SINCAM003636	SINLEJ014492
SINCAM003636	SINLEJ014493
SINCAM003638	SINLEJ002067
SINCAM003639	SINLEJ001067
SINCAM003640	SINLEJ002077
SINCAM003640	SINLEJ001090
SINCAM003641	SINLEJ002079
SINCAM003641	SINLEJ000638
SINCAM003642	SINLEJ001938
SINCAM003644	SINLEJ008652
SINCAM003644	SINLEJ005509
SINCAM003645	SINLEJ001943
SINCAM003645	SINLEJ001942
SINCAM003646	SINLEJ016221
SINCAM003646	SINLEJ005165
SINCAM003647	SINLEJ002035
SINCAM003648	SINLEJ014500
SINCAM003648	SINLEJ000991
SINCAM003649	SINLEJ000684
SINCAM003649	SINLEJ000687
SINCAM003650	SINLEJ000683
SINCAM003650	SINLEJ000686
SINCAM003651	SINLEJ005169
SINCAM003651	SINLEJ016226
SINCAM003652	SINLEJ000685
SINCAM003652	SINLEJ000682
SINCAM003654	SINLEJ013610
SINCAM003654	SINLEJ006269
SINCAM003655	SINLEJ013609
SINCAM003656	SINLEJ006929
SINCAM003656	SINLEJ015291
SINCAM003658	SINLEJ013608
SINCAM003659	SINLEJ015574
SINCAM003659	SINLEJ015567
SINCAM003660	SINLEJ002129
SINCAM003660	SINLEJ006005
SINCAM003661	SINLEJ002127
SINCAM003663	SINLEJ014554
SINCAM003664	SINLEJ002124
SINCAM003666	SINLEJ006003
SINCAM003668	SINLEJ006001
SINCAM003668	SINLEJ002120
SINCAM003669	SINLEJ002119
SINCAM003670	SINLEJ001159
SINCAM003670	SINLEJ005662
SINCAM003671	SINLEJ005150
SINCAM003671	SINLEJ016206
SINCAM003672	SINLEJ005997
SINCAM003672	SINLEJ001160
SINCAM003673	SINLEJ017364
SINCAM003673	SINLEJ014251
SINCAM003674	SINLEJ004951
SINCAM003676	SINLEJ001194
SINCAM003676	SINLEJ006008
SINCAM003678	SINLEJ005570
SINCAM003680	SINLEJ001738
SINCAM003680	SINLEJ001735
SINCAM003681	SINLEJ001176
SINCAM003682	SINLEJ005040
SINCAM003682	SINLEJ005041
SINCAM003683	SINLEJ002045
SINCAM003684	SINLEJ002044
SINCAM003685	SINLEJ001040
SINCAM003686	SINLEJ005116
SINCAM003689	SINLEJ002042
SINCAM003690	SINLEJ006023
SINCAM003690	SINLEJ005114
SINCAM003693	SINLEJ014464
SINCAM003694	SINLEJ014463
SINCAM003694	SINLEJ005122
SINCAM003696	SINLEJ005171
SINCAM003696	SINLEJ016228
SINCAM003698	SINLEJ001975
SINCAM003700	SINLEJ001140
SINCAM003700	SINLEJ001141
SINCAM003701	SINLEJ014435
SINCAM003702	SINLEJ002112
SINCAM003706	SINLEJ017340
SINCAM003707	SINLEJ011386
SINCAM003709	SINLEJ005926
SINCAM003711	SINLEJ009413
SINCAM003711	SINLEJ005011
SINCAM003712	SINLEJ005014
SINCAM003713	SINLEJ005013
SINCAM003717	SINLEJ005961
SINCAM003718	SINLEJ016712
SINCAM003718	SINLEJ017146
SINCAM003719	SINLEJ002033
SINCAM003719	SINLEJ005008
SINCAM003720	SINLEJ018253
SINCAM003720	SINLEJ018255
SINCAM003721	SINLEJ015838
SINCAM003723	SINLEJ002005
SINCAM003724	SINLEJ005896
SINCAM003725	SINLEJ017254
SINCAM003729	SINLEJ005893
SINCAM003730	SINLEJ012144
SINCAM003731	SINLEJ001076
SINCAM003732	SINLEJ000990
SINCAM003732	SINLEJ000785
SINCAM003733	SINLEJ004900
SINCAM003734	SINLEJ004902
SINCAM003734	SINLEJ004903
SINCAM003737	SINLEJ017297
SINCAM003737	SINLEJ017296
SINCAM003738	SINLEJ001928
SINCAM003739	SINLEJ005023
SINCAM003739	SINLEJ001000
SINCAM003740	SINLEJ005919
SINCAM003741	SINLEJ019148
SINCAM003744	SINLEJ600134
SINCAM003745	SINLEJ005025
SINCAM003747	SINLEJ001920
SINCAM003749	SINLEJ017074
SINCAM003749	SINLEJ017076
SINCAM003750	SINLEJ000996
SINCAM003750	SINLEJ001088
SINCAM003753	SINLEJ017083
SINCAM003754	SINLEJ004928
SINCAM003754	SINLEJ004929
SINCAM003755	SINLEJ001146
SINCAM003755	SINLEJ000889
SINCAM003756	SINLEJ000891
SINCAM003760	SINLEJ005004
SINCAM003761	SINLEJ001070
SINCAM003762	SINLEJ000836
SINCAM003762	SINLEJ014499
SINCAM003763	SINLEJ005006
SINCAM003763	SINLEJ005002
SINCAM003764	SINLEJ000931
SINCAM003765	SINLEJ001844
SINCAM003766	SINLEJ001846
SINCAM003766	SINLEJ001845
SINCAM003767	SINLEJ001847
SINCAM003771	SINLEJ004978
SINCAM003771	SINLEJ004976
SINCAM003772	SINLEJ001916
SINCAM003772	SINLEJ001917
SINCAM003774	SINLEJ005885
SINCAM003778	SINLEJ000877
SINCAM003778	SINLEJ009840
SINCAM003780	SINLEJ001732
SINCAM003783	SINLEJ002066
SINCAM003783	SINLEJ006083
SINCAM003784	SINLEJ000689
SINCAM003784	SINLEJ002039
SINCAM003785	SINLEJ002040
SINCAM003785	SINLEJ005994
SINCAM003786	SINLEJ000989
SINCAM003788	SINLEJ002001
SINCAM003788	SINLEJ002000
SINCAM003794	SINLEJ002168
SINCAM003794	SINLEJ014523
SINCAM003795	SINLEJ000756
SINCAM003796	SINLEJ004971
SINCAM003796	SINLEJ014521
SINCAM003797	SINLEJ002164
SINCAM003798	SINLEJ002163
SINCAM003799	SINLEJ005936
SINCAM003800	SINLEJ002160
SINCAM003800	SINLEJ002161
SINCAM003802	SINLEJ016208
SINCAM003802	SINLEJ005152
SINCAM003803	SINLEJ001936
SINCAM003804	SINLEJ001935
SINCAM003805	SINLEJ001990
SINCAM003806	SINLEJ014457
SINCAM003808	SINLEJ014456
SINCAM003808	SINLEJ001992
SINCAM003809	SINLEJ001995
SINCAM003810	SINLEJ002097
SINCAM003812	SINLEJ016723
SINCAM003812	SINLEJ016722
SINCAM003814	SINLEJ002186
SINCAM003815	SINLEJ014443
SINCAM003815	SINLEJ005954
SINCAM003816	SINLEJ000678
SINCAM003816	SINLEJ002188
SINCAM003817	SINLEJ017342
SINCAM003821	SINLEJ005196
SINCAM003821	SINLEJ017186
SINCAM003822	SINLEJ017185
SINCAM003822	SINLEJ005197
SINCAM003823	SINLEJ014486
SINCAM003823	SINLEJ001776
SINCAM003824	SINLEJ016730
SINCAM003824	SINLEJ000809
SINCAM003826	SINLEJ014535
SINCAM003827	SINLEJ000727
SINCAM003827	SINLEJ000726
SINCAM003828	SINLEJ008455
SINCAM003830	SINLEJ000753
SINCAM003830	SINLEJ000751
SINCAM003831	SINLEJ000748
SINCAM003832	SINLEJ001843
SINCAM003832	SINLEJ001842
SINCAM003835	SINLEJ001840
SINCAM003835	SINLEJ001839
SINCAM003837	SINLEJ001174
SINCAM003837	SINLEJ005870
SINCAM003838	SINLEJ000902
SINCAM003838	SINLEJ000942
SINCAM003841	SINLEJ005072
SINCAM003841	SINLEJ001887
SINCAM003842	SINLEJ005071
SINCAM003844	SINLEJ005069
SINCAM003844	SINLEJ001082
SINCAM003845	SINLEJ001884
SINCAM003847	SINLEJ005978
SINCAM003847	SINLEJ004986
SINCAM003848	SINLEJ005975
SINCAM003848	SINLEJ005976
SINCAM003850	SINLEJ014490
SINCAM003852	SINLEJ006488
SINCAM003853	SINLEJ000993
SINCAM003854	SINLEJ017089
SINCAM003854	SINLEJ017087
SINCAM003856	SINLEJ017006
SINCAM003856	SINLEJ000853
SINCAM003858	SINLEJ017005
SINCAM003858	SINLEJ000854
SINCAM003861	SINLEJ001125
SINCAM003862	SINLEJ004945
SINCAM003862	SINLEJ004946
SINCAM003863	SINLEJ005118
SINCAM003863	SINLEJ002007
SINCAM003865	SINLEJ013014
SINCAM003865	SINLEJ000139
SINCAM003866	SINLEJ001877
SINCAM003866	SINLEJ001879
SINCAM003867	SINLEJ001880
SINCAM003868	SINLEJ017301
SINCAM003869	SINLEJ017302
SINCAM003870	SINLEJ005916
SINCAM003871	SINLEJ001783
SINCAM003872	SINLEJ000968
SINCAM003872	SINLEJ001784
SINCAM003873	SINLEJ001786
SINCAM003874	SINLEJ001787
SINCAM003875	SINLEJ017093
SINCAM003875	SINLEJ016991
SINCAM003876	SINLEJ017257
SINCAM003876	SINLEJ017091
SINCAM003877	SINLEJ001793
SINCAM003877	SINLEJ001792
SINCAM003878	SINLEJ005850
SINCAM003879	SINLEJ001933
SINCAM003879	SINLEJ001934
SINCAM003880	SINLEJ014459
SINCAM003880	SINLEJ005017
SINCAM003882	SINLEJ000787
SINCAM003885	SINLEJ000801
SINCAM003885	SINLEJ005110
SINCAM003886	SINLEJ016839
SINCAM003887	SINLEJ001882
SINCAM003887	SINLEJ003643
SINCAM003888	SINLEJ001885
SINCAM003888	SINLEJ001079
SINCAM003889	SINLEJ001080
SINCAM003890	SINLEJ000812
SINCAM003890	SINLEJ001952
SINCAM003891	SINLEJ001951
SINCAM003891	SINLEJ006100
SINCAM003892	SINLEJ005180
SINCAM003892	SINLEJ016836
SINCAM003895	SINLEJ013532
SINCAM003895	SINLEJ013527
SINCAM003899	SINLEJ015120
SINCAM003900	SINLEJ013576
SINCAM003905	SINLEJ016995
SINCAM003905	SINLEJ001094
SINCAM003906	SINLEJ004985
SINCAM003908	SINLEJ004931
SINCAM003910	SINLEJ001822
SINCAM003910	SINLEJ006117
SINCAM003913	SINLEJ009762
SINCAM003916	SINLEJ017156
SINCAM003916	SINLEJ017586
SINCAM003917	SINLEJ000814
SINCAM003920	SINLEJ014539
SINCAM003920	SINLEJ017945
SINCAM003921	SINLEJ001987
SINCAM003922	SINLEJ014458
SINCAM003923	SINLEJ001986
SINCAM003924	SINLEJ001018
SINCAM003924	SINLEJ001019
SINCAM003926	SINLEJ005062
SINCAM003927	SINLEJ009768
SINCAM003930	SINLEJ016999
SINCAM003930	SINLEJ005901
SINCAM003931	SINLEJ000987
SINCAM003932	SINLEJ011328
SINCAM003933	SINLEJ000767
SINCAM003933	SINLEJ000646
SINCAM003934	SINLEJ017303
SINCAM003935	SINLEJ019067
SINCAM003936	SINLEJ002956
SINCAM003939	SINLEJ002071
SINCAM003940	SINLEJ002073
SINCAM003941	SINLEJ002075
SINCAM003942	SINLEJ002076
SINCAM003943	SINLEJ000733
SINCAM003944	SINLEJ000734
SINCAM003945	SINLEJ004939
SINCAM003945	SINLEJ001122
SINCAM003946	SINLEJ018547
SINCAM003946	SINLEJ005172
SINCAM003947	SINLEJ000830
SINCAM003948	SINLEJ005899
SINCAM003948	SINLEJ005103
SINCAM003949	SINLEJ005906
SINCAM003952	SINLEJ017176
SINCAM003952	SINLEJ005211
SINCAM003953	SINLEJ006044
SINCAM003953	SINLEJ017178
SINCAM003954	SINLEJ007892
SINCAM003954	SINLEJ007707
SINCAM003957	SINLEJ006048
SINCAM003958	SINLEJ002194
SINCAM003958	SINLEJ002193
SINCAM003962	SINLEJ001973
SINCAM003962	SINLEJ001974
SINCAM003963	SINLEJ001971
SINCAM003963	SINLEJ005034
SINCAM003967	SINLEJ005031
SINCAM003968	SINLEJ001137
SINCAM003969	SINLEJ019122
SINCAM003970	SINLEJ000741
SINCAM003970	SINLEJ001135
SINCAM003975	SINLEJ001959
SINCAM003975	SINLEJ014462
SINCAM003976	SINLEJ006037
SINCAM003978	SINLEJ001801
SINCAM003978	SINLEJ005903
SINCAM003979	SINLEJ001800
SINCAM003979	SINLEJ000961
SINCAM003980	SINLEJ001799
SINCAM003980	SINLEJ000962
SINCAM003982	SINLEJ001016
SINCAM003983	SINLEJ001805
SINCAM003983	SINLEJ000950
SINCAM003984	SINLEJ016849
SINCAM003984	SINLEJ005193
SINCAM003986	SINLEJ006016
SINCAM003987	SINLEJ001034
SINCAM003987	SINLEJ016845
SINCAM003988	SINLEJ001033
SINCAM003989	SINLEJ001032
SINCAM003994	SINLEJ001979
SINCAM003994	SINLEJ017270
SINCAM003995	SINLEJ000660
SINCAM003995	SINLEJ001182
SINCAM003996	SINLEJ001183
SINCAM003997	SINLEJ005061
SINCAM003997	SINLEJ001777
SINCAM003998	SINLEJ001778
SINCAM003998	SINLEJ001185
SINCAM003999	SINLEJ001186
SINCAM003999	SINLEJ001172
SINCAM004000	SINLEJ005907
SINCAM004000	SINLEJ005826
SINCAM004001	SINLEJ001189
SINCAM004003	SINLEJ005823
SINCAM004003	SINLEJ005909
SINCAM004004	SINLEJ001781
SINCAM004004	SINLEJ005822
SINCAM004006	SINLEJ013450
SINCAM004007	SINLEJ013451
SINCAM004009	SINLEJ011775
SINCAM004011	SINLEJ007443
SINCAM004012	SINLEJ007444
SINCAM004013	SINLEJ006265
SINCAM004021	SINLEJ013918
SINCAM004022	SINLEJ012655
SINCAM004022	SINLEJ001198
SINCAM004023	SINLEJ012654
SINCAM004024	SINLEJ012648
SINCAM004030	SINLEJ015050
SINCAM004030	SINLEJ015049
SINCAM004031	SINLEJ012710
SINCAM004031	SINLEJ012706
SINCAM004034	SINLEJ006473
SINCAM004039	SINLEJ013749
SINCAM004046	SINLEJ015522
SINCAM004049	SINLEJ018294
SINCAM004049	SINLEJ018295
SINCAM004054	SINLEJ018767
SINCAM004054	SINLEJ019404
SINCAM004056	SINLEJ017694
SINCAM004056	SINLEJ017693
SINCAM004057	SINLEJ007128
SINCAM004057	SINLEJ002820
SINCAM004058	SINLEJ008841
SINCAM004059	SINLEJ012307
SINCAM004061	SINLEJ007043
SINCAM004061	SINLEJ006376
SINCAM004065	SINLEJ013619
SINCAM004074	SINLEJ011777
SINCAM004077	SINLEJ002991
SINCAM004077	SINLEJ002992
SINCAM004078	SINLEJ002995
SINCAM004079	SINLEJ009241
SINCAM004082	SINLEJ017671
SINCAM004082	SINLEJ018980
SINCAM004083	SINLEJ002959
SINCAM004084	SINLEJ014596
SINCAM004085	SINLEJ002957
SINCAM004085	SINLEJ014595
SINCAM004088	SINLEJ014666
SINCAM004091	SINLEJ014627
SINCAM004091	SINLEJ003043
SINCAM004092	SINLEJ003101
SINCAM004092	SINLEJ013852
SINCAM004093	SINLEJ019324
SINCAM004095	SINLEJ012656
SINCAM004096	SINLEJ015031
SINCAM004097	SINLEJ012734
SINCAM004100	SINLEJ012703
SINCAM004100	SINLEJ012709
SINCAM004102	SINLEJ012614
SINCAM004104	SINLEJ007798
SINCAM004107	SINLEJ016909
SINCAM004107	SINLEJ014584
SINCAM004108	SINLEJ014609
SINCAM004109	SINLEJ016010
SINCAM004112	SINLEJ003084
SINCAM004112	SINLEJ019257
SINCAM004113	SINLEJ003083
SINCAM004115	SINLEJ003081
SINCAM004116	SINLEJ007325
SINCAM004117	SINLEJ014643
SINCAM004117	SINLEJ003105
SINCAM004118	SINLEJ016903
SINCAM004119	SINLEJ009132
SINCAM004120	SINLEJ012673
SINCAM004120	SINLEJ013607
SINCAM004125	SINLEJ016135
SINCAM004126	SINLEJ003024
SINCAM004128	SINLEJ000818
SINCAM004128	SINLEJ000817
SINCAM004129	SINLEJ016036
SINCAM004132	SINLEJ014624
SINCAM004132	SINLEJ014625
SINCAM004135	SINLEJ001202
SINCAM004135	SINLEJ016772
SINCAM004139	SINLEJ015769
SINCAM004142	SINLEJ012524
SINCAM004142	SINLEJ017086
SINCAM004143	SINLEJ012730
SINCAM004143	SINLEJ012735
SINCAM004151	SINLEJ003751
SINCAM004152	SINLEJ000569
SINCAM004159	SINLEJ016129
SINCAM004159	SINLEJ016130
SINCAM004161	SINLEJ012632
SINCAM004164	SINLEJ013545
SINCAM004167	SINLEJ013620
SINCAM004168	SINLEJ012613
SINCAM004171	SINLEJ013559
SINCAM004171	SINLEJ012641
SINCAM004174	SINLEJ012762
SINCAM004176	SINLEJ018882
SINCAM004176	SINLEJ007004
SINCAM004177	SINLEJ012224
SINCAM004178	SINLEJ013600
SINCAM004178	SINLEJ007801
SINCAM004179	SINLEJ003046
SINCAM004179	SINLEJ018343
SINCAM004180	SINLEJ018795
SINCAM004180	SINLEJ018613
SINCAM004182	SINLEJ007923
SINCAM004183	SINLEJ017956
SINCAM004183	SINLEJ017955
SINCAM004186	SINLEJ016538
SINCAM004186	SINLEJ018859
SINCAM004187	SINLEJ016011
SINCAM004190	SINLEJ014655
SINCAM004191	SINLEJ016043
SINCAM004206	SINLEJ015523
SINCAM004206	SINLEJ018381
SINCAM004209	SINLEJ016039
SINCAM004210	SINLEJ016938
SINCAM004210	SINLEJ016939
SINCAM004212	SINLEJ016937
SINCAM004216	SINLEJ016907
SINCAM004217	SINLEJ012074
SINCAM004219	SINLEJ016905
SINCAM004219	SINLEJ016906
SINCAM004220	SINLEJ016480
SINCAM004220	SINLEJ016739
SINCAM004221	SINLEJ004897
SINCAM004221	SINLEJ004898
SINCAM004227	SINLEJ002034
SINCAM004229	SINLEJ005671
SINCAM004229	SINLEJ013550
SINCAM004231	SINLEJ009404
