ENSGALP00000000003	SINLEJ012925
ENSGALP00000010317	SINLEJ013845
ENSGALP00000010317	SINLEJ600401
ENSGALP00000010323	SINLEJ012779
ENSGALP00000010325	SINLEJ006628
ENSGALP00000010325	SINLEJ006629
ENSGALP00000010331	SINLEJ006502
ENSGALP00000010331	SINLEJ015579
ENSGALP00000010338	SINLEJ003918
ENSGALP00000010338	SINLEJ000530
ENSGALP00000010342	SINLEJ006662
ENSGALP00000010345	SINLEJ011056
ENSGALP00000010345	SINLEJ015612
ENSGALP00000010347	SINLEJ000534
ENSGALP00000010347	SINLEJ012833
ENSGALP00000010348	SINLEJ001193
ENSGALP00000010348	SINLEJ012000
ENSGALP00000010351	SINLEJ014986
ENSGALP00000010351	SINLEJ003576
ENSGALP00000010354	SINLEJ018411
ENSGALP00000010357	SINLEJ010289
ENSGALP00000010358	SINLEJ019165
ENSGALP00000010361	SINLEJ013215
ENSGALP00000010363	SINLEJ016793
ENSGALP00000010363	SINLEJ005296
ENSGALP00000010367	SINLEJ003579
ENSGALP00000010367	SINLEJ014983
ENSGALP00000010368	SINLEJ004519
ENSGALP00000010371	SINLEJ009142
ENSGALP00000010374	SINLEJ004780
ENSGALP00000010374	SINLEJ004779
ENSGALP00000010376	SINLEJ013337
ENSGALP00000010379	SINLEJ600212
ENSGALP00000010379	SINLEJ600209
ENSGALP00000010380	SINLEJ009141
ENSGALP00000010380	SINLEJ010025
ENSGALP00000010386	SINLEJ014248
ENSGALP00000010386	SINLEJ017370
ENSGALP00000010387	SINLEJ008104
ENSGALP00000010391	SINLEJ002699
ENSGALP00000010391	SINLEJ008105
ENSGALP00000010397	SINLEJ010160
ENSGALP00000010397	SINLEJ013701
ENSGALP00000010400	SINLEJ016800
ENSGALP00000010400	SINLEJ009137
ENSGALP00000010405	SINLEJ011804
ENSGALP00000010409	SINLEJ003582
ENSGALP00000010409	SINLEJ014979
ENSGALP00000010414	SINLEJ014890
ENSGALP00000010414	SINLEJ013336
ENSGALP00000010416	SINLEJ013637
ENSGALP00000010418	SINLEJ010277
ENSGALP00000010423	SINLEJ010603
ENSGALP00000010425	SINLEJ008755
ENSGALP00000010426	SINLEJ008023
ENSGALP00000010428	SINLEJ009748
ENSGALP00000010428	SINLEJ017689
ENSGALP00000010431	SINLEJ002998
ENSGALP00000010431	SINLEJ002999
ENSGALP00000010443	SINLEJ012355
ENSGALP00000010443	SINLEJ009600
ENSGALP00000010447	SINLEJ018421
ENSGALP00000010450	SINLEJ005322
ENSGALP00000010450	SINLEJ005321
ENSGALP00000010462	SINLEJ010551
ENSGALP00000010465	SINLEJ014225
ENSGALP00000010470	SINLEJ011917
ENSGALP00000010473	SINLEJ013397
ENSGALP00000010473	SINLEJ017715
ENSGALP00000010474	SINLEJ018857
ENSGALP00000010474	SINLEJ004229
ENSGALP00000010475	SINLEJ005811
ENSGALP00000010476	SINLEJ016019
ENSGALP00000010476	SINLEJ016023
ENSGALP00000010477	SINLEJ015129
ENSGALP00000010480	SINLEJ014610
ENSGALP00000010480	SINLEJ014611
ENSGALP00000010486	SINLEJ010304
ENSGALP00000010486	SINLEJ001709
ENSGALP00000010490	SINLEJ009383
ENSGALP00000010493	SINLEJ004325
ENSGALP00000010493	SINLEJ000044
ENSGALP00000010509	SINLEJ010707
ENSGALP00000010510	SINLEJ016693
ENSGALP00000010510	SINLEJ014647
ENSGALP00000010511	SINLEJ014884
ENSGALP00000010514	SINLEJ007191
ENSGALP00000010517	SINLEJ000444
ENSGALP00000010517	SINLEJ014228
ENSGALP00000010522	SINLEJ016856
ENSGALP00000010522	SINLEJ016857
ENSGALP00000010524	SINLEJ006746
ENSGALP00000010530	SINLEJ018638
ENSGALP00000010530	SINLEJ018414
ENSGALP00000010536	SINLEJ007192
ENSGALP00000010536	SINLEJ017159
ENSGALP00000010541	SINLEJ010434
ENSGALP00000010544	SINLEJ010825
ENSGALP00000010544	SINLEJ014263
ENSGALP00000010548	SINLEJ016172
ENSGALP00000010548	SINLEJ006975
ENSGALP00000010549	SINLEJ001211
ENSGALP00000010549	SINLEJ016762
ENSGALP00000010566	SINLEJ007458
ENSGALP00000010567	SINLEJ002716
ENSGALP00000010570	SINLEJ013265
ENSGALP00000010570	SINLEJ018444
ENSGALP00000010575	SINLEJ010347
ENSGALP00000010575	SINLEJ010348
ENSGALP00000010578	SINLEJ008121
ENSGALP00000010580	SINLEJ014825
ENSGALP00000010582	SINLEJ010179
ENSGALP00000010582	SINLEJ015785
ENSGALP00000010583	SINLEJ016736
ENSGALP00000010583	SINLEJ016478
ENSGALP00000010584	SINLEJ014975
ENSGALP00000010584	SINLEJ003587
ENSGALP00000010585	SINLEJ013889
ENSGALP00000010588	SINLEJ014586
ENSGALP00000010593	SINLEJ002982
ENSGALP00000010604	SINLEJ009585
ENSGALP00000010605	SINLEJ015737
ENSGALP00000010609	SINLEJ600073
ENSGALP00000010609	SINLEJ018912
ENSGALP00000010610	SINLEJ011311
ENSGALP00000010610	SINLEJ015787
ENSGALP00000010618	SINLEJ016574
ENSGALP00000010625	SINLEJ014589
ENSGALP00000010625	SINLEJ014588
ENSGALP00000010630	SINLEJ011763
ENSGALP00000010633	SINLEJ003722
ENSGALP00000010633	SINLEJ005805
ENSGALP00000010636	SINLEJ004672
ENSGALP00000010636	SINLEJ004671
ENSGALP00000010641	SINLEJ011491
ENSGALP00000010650	SINLEJ011339
ENSGALP00000010650	SINLEJ007370
ENSGALP00000010652	SINLEJ003723
ENSGALP00000010654	SINLEJ007825
ENSGALP00000010654	SINLEJ012125
ENSGALP00000010662	SINLEJ017375
ENSGALP00000010662	SINLEJ002701
ENSGALP00000010670	SINLEJ013177
ENSGALP00000010670	SINLEJ013175
ENSGALP00000010673	SINLEJ004272
ENSGALP00000010688	SINLEJ015207
ENSGALP00000010689	SINLEJ011533
ENSGALP00000010694	SINLEJ015194
ENSGALP00000010701	SINLEJ013344
ENSGALP00000010703	SINLEJ007345
ENSGALP00000010704	SINLEJ003118
ENSGALP00000010704	SINLEJ018287
ENSGALP00000010706	SINLEJ000511
ENSGALP00000010706	SINLEJ000514
ENSGALP00000010710	SINLEJ015196
ENSGALP00000010712	SINLEJ017597
ENSGALP00000010712	SINLEJ017731
ENSGALP00000010718	SINLEJ015780
ENSGALP00000010722	SINLEJ006561
ENSGALP00000010722	SINLEJ010690
ENSGALP00000010735	SINLEJ005324
ENSGALP00000010735	SINLEJ005323
ENSGALP00000010737	SINLEJ002711
ENSGALP00000010737	SINLEJ002712
ENSGALP00000010742	SINLEJ004680
ENSGALP00000010746	SINLEJ001262
ENSGALP00000010746	SINLEJ001261
ENSGALP00000010750	SINLEJ004679
ENSGALP00000010750	SINLEJ600065
ENSGALP00000010751	SINLEJ007321
ENSGALP00000010751	SINLEJ015779
ENSGALP00000010754	SINLEJ003117
ENSGALP00000010754	SINLEJ009623
ENSGALP00000010756	SINLEJ016419
ENSGALP00000010760	SINLEJ013248
ENSGALP00000010760	SINLEJ007572
ENSGALP00000010766	SINLEJ016041
ENSGALP00000010768	SINLEJ001407
ENSGALP00000010774	SINLEJ019325
ENSGALP00000010774	SINLEJ004508
ENSGALP00000010775	SINLEJ011458
ENSGALP00000010777	SINLEJ003284
ENSGALP00000010777	SINLEJ600071
ENSGALP00000010779	SINLEJ019068
ENSGALP00000010779	SINLEJ012717
ENSGALP00000010784	SINLEJ013758
ENSGALP00000010784	SINLEJ012344
ENSGALP00000010797	SINLEJ017591
ENSGALP00000010797	SINLEJ017737
ENSGALP00000010798	SINLEJ012838
ENSGALP00000010799	SINLEJ002725
ENSGALP00000010800	SINLEJ017593
ENSGALP00000010800	SINLEJ017735
ENSGALP00000010803	SINLEJ007196
ENSGALP00000010803	SINLEJ017162
ENSGALP00000010805	SINLEJ003776
ENSGALP00000010805	SINLEJ003773
ENSGALP00000010809	SINLEJ007559
ENSGALP00000010820	SINLEJ004154
ENSGALP00000010820	SINLEJ012903
ENSGALP00000010821	SINLEJ018482
ENSGALP00000010825	SINLEJ004681
ENSGALP00000010825	SINLEJ001535
ENSGALP00000010831	SINLEJ007576
ENSGALP00000010831	SINLEJ013243
ENSGALP00000010839	SINLEJ014965
ENSGALP00000010839	SINLEJ003598
ENSGALP00000010845	SINLEJ002722
ENSGALP00000010845	SINLEJ018187
ENSGALP00000010847	SINLEJ005884
ENSGALP00000010847	SINLEJ004163
ENSGALP00000010852	SINLEJ014141
ENSGALP00000010852	SINLEJ014184
ENSGALP00000010853	SINLEJ016257
ENSGALP00000010853	SINLEJ013153
ENSGALP00000010855	SINLEJ017695
ENSGALP00000010855	SINLEJ017771
ENSGALP00000010860	SINLEJ016545
ENSGALP00000010860	SINLEJ016563
ENSGALP00000010861	SINLEJ013839
ENSGALP00000010868	SINLEJ015683
ENSGALP00000010868	SINLEJ007227
ENSGALP00000010870	SINLEJ014937
ENSGALP00000010870	SINLEJ003629
ENSGALP00000010871	SINLEJ015198
ENSGALP00000010874	SINLEJ015854
ENSGALP00000010874	SINLEJ015853
ENSGALP00000010875	SINLEJ007229
ENSGALP00000010875	SINLEJ015682
ENSGALP00000010878	SINLEJ015199
ENSGALP00000010878	SINLEJ004281
ENSGALP00000010880	SINLEJ000231
ENSGALP00000010880	SINLEJ000447
ENSGALP00000010883	SINLEJ015044
ENSGALP00000010883	SINLEJ003026
ENSGALP00000010887	SINLEJ016880
ENSGALP00000010887	SINLEJ019200
ENSGALP00000010888	SINLEJ003630
ENSGALP00000010888	SINLEJ014936
ENSGALP00000010894	SINLEJ010420
ENSGALP00000010894	SINLEJ010421
ENSGALP00000010895	SINLEJ014265
ENSGALP00000010899	SINLEJ012295
ENSGALP00000010903	SINLEJ003881
ENSGALP00000010903	SINLEJ013936
ENSGALP00000010906	SINLEJ015923
ENSGALP00000010906	SINLEJ015922
ENSGALP00000010910	SINLEJ003828
ENSGALP00000010910	SINLEJ019067
ENSGALP00000010925	SINLEJ015201
ENSGALP00000010925	SINLEJ015200
ENSGALP00000010929	SINLEJ014657
ENSGALP00000010929	SINLEJ014628
ENSGALP00000010932	SINLEJ003631
ENSGALP00000010932	SINLEJ014935
ENSGALP00000010935	SINLEJ016879
ENSGALP00000010937	SINLEJ015685
ENSGALP00000010937	SINLEJ007225
ENSGALP00000010942	SINLEJ009069
ENSGALP00000010949	SINLEJ009549
ENSGALP00000010949	SINLEJ008711
ENSGALP00000010950	SINLEJ014266
ENSGALP00000010953	SINLEJ017348
ENSGALP00000010953	SINLEJ018001
ENSGALP00000010955	SINLEJ009068
ENSGALP00000010955	SINLEJ002977
ENSGALP00000010956	SINLEJ014267
ENSGALP00000010958	SINLEJ007676
ENSGALP00000010958	SINLEJ007677
ENSGALP00000010960	SINLEJ011490
ENSGALP00000010962	SINLEJ012770
ENSGALP00000010962	SINLEJ015029
ENSGALP00000010965	SINLEJ013123
ENSGALP00000010967	SINLEJ012056
ENSGALP00000010967	SINLEJ011158
ENSGALP00000010969	SINLEJ018969
ENSGALP00000010970	SINLEJ004096
ENSGALP00000010970	SINLEJ016412
ENSGALP00000010976	SINLEJ014624
ENSGALP00000010976	SINLEJ014623
ENSGALP00000010979	SINLEJ001268
ENSGALP00000010984	SINLEJ008185
ENSGALP00000010984	SINLEJ007614
ENSGALP00000010995	SINLEJ002995
ENSGALP00000011001	SINLEJ004344
ENSGALP00000011006	SINLEJ011275
ENSGALP00000011006	SINLEJ011276
ENSGALP00000011008	SINLEJ014577
ENSGALP00000011008	SINLEJ014576
ENSGALP00000011010	SINLEJ004094
ENSGALP00000011018	SINLEJ013706
ENSGALP00000011018	SINLEJ011347
ENSGALP00000011021	SINLEJ018478
ENSGALP00000011021	SINLEJ018481
ENSGALP00000011024	SINLEJ009067
ENSGALP00000011024	SINLEJ008347
ENSGALP00000011025	SINLEJ010745
ENSGALP00000011031	SINLEJ015887
ENSGALP00000011031	SINLEJ010713
ENSGALP00000011044	SINLEJ018640
ENSGALP00000011045	SINLEJ018169
ENSGALP00000011045	SINLEJ018170
ENSGALP00000011046	SINLEJ009314
ENSGALP00000011046	SINLEJ014320
ENSGALP00000011048	SINLEJ016869
ENSGALP00000011048	SINLEJ016255
ENSGALP00000011055	SINLEJ007105
ENSGALP00000011055	SINLEJ006306
ENSGALP00000011057	SINLEJ000232
ENSGALP00000011057	SINLEJ004175
ENSGALP00000011060	SINLEJ011229
ENSGALP00000011061	SINLEJ013478
ENSGALP00000011063	SINLEJ017973
ENSGALP00000011069	SINLEJ012407
ENSGALP00000011071	SINLEJ009571
ENSGALP00000011074	SINLEJ001763
ENSGALP00000011074	SINLEJ007446
ENSGALP00000011087	SINLEJ010909
ENSGALP00000011089	SINLEJ000598
ENSGALP00000011091	SINLEJ006261
ENSGALP00000011093	SINLEJ005358
ENSGALP00000011094	SINLEJ016866
ENSGALP00000011094	SINLEJ016252
ENSGALP00000011095	SINLEJ010728
ENSGALP00000011095	SINLEJ014202
ENSGALP00000011103	SINLEJ004313
ENSGALP00000011103	SINLEJ004312
ENSGALP00000011107	SINLEJ007403
ENSGALP00000011112	SINLEJ003804
ENSGALP00000011112	SINLEJ003805
ENSGALP00000011120	SINLEJ013291
ENSGALP00000011124	SINLEJ008689
ENSGALP00000011124	SINLEJ008688
ENSGALP00000011127	SINLEJ018102
ENSGALP00000011130	SINLEJ013292
ENSGALP00000011131	SINLEJ010960
ENSGALP00000011138	SINLEJ011976
ENSGALP00000011141	SINLEJ007101
ENSGALP00000011141	SINLEJ018101
ENSGALP00000011144	SINLEJ009014
ENSGALP00000011144	SINLEJ010950
ENSGALP00000011148	SINLEJ013733
ENSGALP00000011148	SINLEJ011467
ENSGALP00000011154	SINLEJ009078
ENSGALP00000011167	SINLEJ002027
ENSGALP00000011181	SINLEJ014809
ENSGALP00000011181	SINLEJ014811
ENSGALP00000011182	SINLEJ014605
ENSGALP00000011182	SINLEJ014606
ENSGALP00000011186	SINLEJ009015
ENSGALP00000011186	SINLEJ005359
ENSGALP00000011187	SINLEJ011974
ENSGALP00000011187	SINLEJ011975
ENSGALP00000011192	SINLEJ002912
ENSGALP00000011197	SINLEJ007558
ENSGALP00000011197	SINLEJ013244
ENSGALP00000011200	SINLEJ017396
ENSGALP00000011203	SINLEJ014580
ENSGALP00000011203	SINLEJ012304
ENSGALP00000011207	SINLEJ009018
ENSGALP00000011210	SINLEJ012665
ENSGALP00000011213	SINLEJ011234
ENSGALP00000011213	SINLEJ013021
ENSGALP00000011216	SINLEJ009122
ENSGALP00000011217	SINLEJ019116
ENSGALP00000011217	SINLEJ000087
ENSGALP00000011221	SINLEJ004311
ENSGALP00000011222	SINLEJ010272
ENSGALP00000011223	SINLEJ012366
ENSGALP00000011224	SINLEJ002911
ENSGALP00000011232	SINLEJ010446
ENSGALP00000011232	SINLEJ001278
ENSGALP00000011241	SINLEJ014812
ENSGALP00000011241	SINLEJ011245
ENSGALP00000011246	SINLEJ014220
ENSGALP00000011254	SINLEJ011979
ENSGALP00000011256	SINLEJ008936
ENSGALP00000011258	SINLEJ018770
ENSGALP00000011258	SINLEJ005732
ENSGALP00000011262	SINLEJ017498
ENSGALP00000011278	SINLEJ005546
ENSGALP00000011278	SINLEJ005545
ENSGALP00000011287	SINLEJ001908
ENSGALP00000011287	SINLEJ008563
ENSGALP00000011293	SINLEJ011522
ENSGALP00000011293	SINLEJ011523
ENSGALP00000011296	SINLEJ015875
ENSGALP00000011298	SINLEJ005328
ENSGALP00000011305	SINLEJ018550
ENSGALP00000011305	SINLEJ018072
ENSGALP00000011314	SINLEJ017544
ENSGALP00000011314	SINLEJ017545
ENSGALP00000011315	SINLEJ007498
ENSGALP00000011315	SINLEJ012985
ENSGALP00000011323	SINLEJ017329
ENSGALP00000011324	SINLEJ014592
ENSGALP00000011327	SINLEJ004516
ENSGALP00000011327	SINLEJ011984
ENSGALP00000011330	SINLEJ018099
ENSGALP00000011330	SINLEJ019041
ENSGALP00000011332	SINLEJ014591
ENSGALP00000011332	SINLEJ002024
ENSGALP00000011335	SINLEJ004555
ENSGALP00000011335	SINLEJ004554
ENSGALP00000011338	SINLEJ014648
ENSGALP00000011339	SINLEJ010944
ENSGALP00000011344	SINLEJ009497
ENSGALP00000011349	SINLEJ014649
ENSGALP00000011349	SINLEJ014650
ENSGALP00000011352	SINLEJ010282
ENSGALP00000011355	SINLEJ010945
ENSGALP00000011357	SINLEJ012618
ENSGALP00000011361	SINLEJ005371
ENSGALP00000011372	SINLEJ004876
ENSGALP00000011381	SINLEJ017548
ENSGALP00000011381	SINLEJ017547
ENSGALP00000011384	SINLEJ010835
ENSGALP00000011384	SINLEJ000436
ENSGALP00000011393	SINLEJ015078
ENSGALP00000011393	SINLEJ015077
ENSGALP00000011397	SINLEJ014239
ENSGALP00000011397	SINLEJ010261
ENSGALP00000011398	SINLEJ008992
ENSGALP00000011399	SINLEJ004513
ENSGALP00000011403	SINLEJ018923
ENSGALP00000011409	SINLEJ011351
ENSGALP00000011413	SINLEJ010974
ENSGALP00000011413	SINLEJ010900
ENSGALP00000011415	SINLEJ011983
ENSGALP00000011415	SINLEJ004510
ENSGALP00000011434	SINLEJ000442
ENSGALP00000011435	SINLEJ003102
ENSGALP00000011441	SINLEJ003590
ENSGALP00000011441	SINLEJ014972
ENSGALP00000011446	SINLEJ003820
ENSGALP00000011446	SINLEJ003821
ENSGALP00000011452	SINLEJ007640
ENSGALP00000011452	SINLEJ008081
ENSGALP00000011453	SINLEJ004563
ENSGALP00000011453	SINLEJ004340
ENSGALP00000011455	SINLEJ017551
ENSGALP00000011455	SINLEJ005633
ENSGALP00000011467	SINLEJ002941
ENSGALP00000011467	SINLEJ011001
ENSGALP00000011468	SINLEJ011881
ENSGALP00000011471	SINLEJ010987
ENSGALP00000011473	SINLEJ010430
ENSGALP00000011479	SINLEJ007398
ENSGALP00000011479	SINLEJ007396
ENSGALP00000011486	SINLEJ000508
ENSGALP00000011491	SINLEJ011352
ENSGALP00000011493	SINLEJ005464
ENSGALP00000011493	SINLEJ007962
ENSGALP00000011499	SINLEJ004727
ENSGALP00000011499	SINLEJ014754
ENSGALP00000011504	SINLEJ019431
ENSGALP00000011504	SINLEJ019434
ENSGALP00000011509	SINLEJ017553
ENSGALP00000011509	SINLEJ018781
ENSGALP00000011511	SINLEJ008584
ENSGALP00000011515	SINLEJ011639
ENSGALP00000011518	SINLEJ019247
ENSGALP00000011518	SINLEJ018628
ENSGALP00000011520	SINLEJ011002
ENSGALP00000011520	SINLEJ002942
ENSGALP00000011528	SINLEJ004866
ENSGALP00000011528	SINLEJ004867
ENSGALP00000011538	SINLEJ012186
ENSGALP00000011538	SINLEJ012187
ENSGALP00000011549	SINLEJ015777
ENSGALP00000011550	SINLEJ003286
ENSGALP00000011550	SINLEJ001272
ENSGALP00000011551	SINLEJ004263
ENSGALP00000011554	SINLEJ015393
ENSGALP00000011559	SINLEJ010416
ENSGALP00000011559	SINLEJ600203
ENSGALP00000011564	SINLEJ002748
ENSGALP00000011564	SINLEJ010988
ENSGALP00000011572	SINLEJ015057
ENSGALP00000011573	SINLEJ010158
ENSGALP00000011573	SINLEJ007264
ENSGALP00000011580	SINLEJ018934
ENSGALP00000011581	SINLEJ005365
ENSGALP00000011585	SINLEJ009568
ENSGALP00000011594	SINLEJ009076
ENSGALP00000011596	SINLEJ013828
ENSGALP00000011596	SINLEJ017856
ENSGALP00000011600	SINLEJ019395
ENSGALP00000011605	SINLEJ011482
ENSGALP00000011605	SINLEJ007357
ENSGALP00000011607	SINLEJ016815
ENSGALP00000011607	SINLEJ017969
ENSGALP00000011610	SINLEJ007893
ENSGALP00000011610	SINLEJ007894
ENSGALP00000011618	SINLEJ007616
ENSGALP00000011620	SINLEJ007360
ENSGALP00000011620	SINLEJ010263
ENSGALP00000011621	SINLEJ003709
ENSGALP00000011624	SINLEJ005657
ENSGALP00000011626	SINLEJ005542
ENSGALP00000011629	SINLEJ005627
ENSGALP00000011629	SINLEJ012082
ENSGALP00000011630	SINLEJ013486
ENSGALP00000011632	SINLEJ007905
ENSGALP00000011632	SINLEJ019311
ENSGALP00000011635	SINLEJ005664
ENSGALP00000011635	SINLEJ017600
ENSGALP00000011636	SINLEJ010792
ENSGALP00000011647	SINLEJ018116
ENSGALP00000011647	SINLEJ018150
ENSGALP00000011650	SINLEJ017225
ENSGALP00000011650	SINLEJ011671
ENSGALP00000011666	SINLEJ017459
ENSGALP00000011666	SINLEJ010376
ENSGALP00000011669	SINLEJ002968
ENSGALP00000011669	SINLEJ002962
ENSGALP00000011671	SINLEJ014900
ENSGALP00000011671	SINLEJ014854
ENSGALP00000011672	SINLEJ018720
ENSGALP00000011673	SINLEJ017113
ENSGALP00000011673	SINLEJ017120
ENSGALP00000011677	SINLEJ005354
ENSGALP00000011689	SINLEJ010957
ENSGALP00000011689	SINLEJ014427
ENSGALP00000011690	SINLEJ003130
ENSGALP00000011694	SINLEJ007829
ENSGALP00000011694	SINLEJ007830
ENSGALP00000011696	SINLEJ010958
ENSGALP00000011700	SINLEJ016111
ENSGALP00000011706	SINLEJ015391
ENSGALP00000011711	SINLEJ009299
ENSGALP00000011711	SINLEJ008700
ENSGALP00000011713	SINLEJ014932
ENSGALP00000011713	SINLEJ003633
ENSGALP00000011717	SINLEJ003647
ENSGALP00000011717	SINLEJ014917
ENSGALP00000011718	SINLEJ014061
ENSGALP00000011718	SINLEJ004998
ENSGALP00000011722	SINLEJ000247
ENSGALP00000011722	SINLEJ010752
ENSGALP00000011728	SINLEJ001300
ENSGALP00000011728	SINLEJ010382
ENSGALP00000011732	SINLEJ019455
ENSGALP00000011738	SINLEJ018046
ENSGALP00000011738	SINLEJ015326
ENSGALP00000011755	SINLEJ018948
ENSGALP00000011755	SINLEJ018791
ENSGALP00000011756	SINLEJ010264
ENSGALP00000011756	SINLEJ007358
ENSGALP00000011765	SINLEJ014152
ENSGALP00000011765	SINLEJ007171
ENSGALP00000011775	SINLEJ011510
ENSGALP00000011779	SINLEJ016114
ENSGALP00000011779	SINLEJ011080
ENSGALP00000011785	SINLEJ012253
ENSGALP00000011785	SINLEJ007363
ENSGALP00000011796	SINLEJ004421
ENSGALP00000011796	SINLEJ004423
ENSGALP00000011801	SINLEJ017671
ENSGALP00000011801	SINLEJ018871
ENSGALP00000011803	SINLEJ009414
ENSGALP00000011803	SINLEJ019010
ENSGALP00000011804	SINLEJ014024
ENSGALP00000011808	SINLEJ012191
ENSGALP00000011809	SINLEJ006757
ENSGALP00000011809	SINLEJ006758
ENSGALP00000011814	SINLEJ011511
ENSGALP00000011817	SINLEJ014598
ENSGALP00000011817	SINLEJ600380
ENSGALP00000011821	SINLEJ002957
ENSGALP00000011821	SINLEJ014596
ENSGALP00000011822	SINLEJ012335
ENSGALP00000011826	SINLEJ003644
ENSGALP00000011826	SINLEJ014920
ENSGALP00000011836	SINLEJ012203
ENSGALP00000011836	SINLEJ007761
ENSGALP00000011849	SINLEJ600375
ENSGALP00000011849	SINLEJ004685
ENSGALP00000011851	SINLEJ018996
ENSGALP00000011851	SINLEJ017811
ENSGALP00000011853	SINLEJ008993
ENSGALP00000011855	SINLEJ012926
ENSGALP00000011857	SINLEJ007774
ENSGALP00000011857	SINLEJ012201
ENSGALP00000011862	SINLEJ008274
ENSGALP00000011866	SINLEJ006386
ENSGALP00000011866	SINLEJ018458
ENSGALP00000011872	SINLEJ003419
ENSGALP00000011874	SINLEJ600471
ENSGALP00000011874	SINLEJ004309
ENSGALP00000011876	SINLEJ016787
ENSGALP00000011876	SINLEJ005254
ENSGALP00000011881	SINLEJ003642
ENSGALP00000011881	SINLEJ014923
ENSGALP00000011884	SINLEJ012202
ENSGALP00000011884	SINLEJ000158
ENSGALP00000011886	SINLEJ000431
ENSGALP00000011886	SINLEJ000430
ENSGALP00000011895	SINLEJ005339
ENSGALP00000011896	SINLEJ000452
ENSGALP00000011899	SINLEJ003090
ENSGALP00000011899	SINLEJ003089
ENSGALP00000011904	SINLEJ000292
ENSGALP00000011904	SINLEJ013666
ENSGALP00000011907	SINLEJ015405
ENSGALP00000011907	SINLEJ015404
ENSGALP00000011918	SINLEJ600318
ENSGALP00000011918	SINLEJ600474
ENSGALP00000011921	SINLEJ006292
ENSGALP00000011921	SINLEJ018340
ENSGALP00000011923	SINLEJ004699
ENSGALP00000011931	SINLEJ003067
ENSGALP00000011931	SINLEJ003072
ENSGALP00000011941	SINLEJ010137
ENSGALP00000011941	SINLEJ010132
ENSGALP00000011948	SINLEJ006294
ENSGALP00000011951	SINLEJ010499
ENSGALP00000011951	SINLEJ011840
ENSGALP00000011962	SINLEJ006218
ENSGALP00000011969	SINLEJ600429
ENSGALP00000011971	SINLEJ018127
ENSGALP00000011972	SINLEJ003994
ENSGALP00000011972	SINLEJ000251
ENSGALP00000011976	SINLEJ014562
ENSGALP00000011983	SINLEJ004651
ENSGALP00000011983	SINLEJ011497
ENSGALP00000011986	SINLEJ007771
ENSGALP00000011986	SINLEJ007770
ENSGALP00000011996	SINLEJ006675
ENSGALP00000012003	SINLEJ600428
ENSGALP00000012007	SINLEJ019115
ENSGALP00000012015	SINLEJ011356
ENSGALP00000012015	SINLEJ012285
ENSGALP00000012018	SINLEJ002749
ENSGALP00000012018	SINLEJ009112
ENSGALP00000012019	SINLEJ013801
ENSGALP00000012019	SINLEJ013800
ENSGALP00000012022	SINLEJ003968
ENSGALP00000012024	SINLEJ014561
ENSGALP00000012053	SINLEJ016199
ENSGALP00000012059	SINLEJ006263
ENSGALP00000012059	SINLEJ018866
ENSGALP00000012060	SINLEJ010105
ENSGALP00000012072	SINLEJ013105
ENSGALP00000012073	SINLEJ017433
ENSGALP00000012073	SINLEJ007142
ENSGALP00000012076	SINLEJ010939
ENSGALP00000012076	SINLEJ014761
ENSGALP00000012079	SINLEJ000974
ENSGALP00000012086	SINLEJ007949
ENSGALP00000012086	SINLEJ007950
ENSGALP00000012089	SINLEJ004707
ENSGALP00000012094	SINLEJ017840
ENSGALP00000012094	SINLEJ015353
ENSGALP00000012098	SINLEJ003387
ENSGALP00000012100	SINLEJ003019
ENSGALP00000012108	SINLEJ015901
ENSGALP00000012108	SINLEJ015902
ENSGALP00000012112	SINLEJ000103
ENSGALP00000012115	SINLEJ005089
ENSGALP00000012115	SINLEJ005088
ENSGALP00000012117	SINLEJ007707
ENSGALP00000012117	SINLEJ007886
ENSGALP00000012119	SINLEJ600266
ENSGALP00000012126	SINLEJ018556
ENSGALP00000012126	SINLEJ011104
ENSGALP00000012127	SINLEJ007094
ENSGALP00000012130	SINLEJ001265
ENSGALP00000012133	SINLEJ001266
ENSGALP00000012135	SINLEJ015210
ENSGALP00000012135	SINLEJ015211
ENSGALP00000012140	SINLEJ007118
ENSGALP00000012144	SINLEJ600265
ENSGALP00000012144	SINLEJ003386
ENSGALP00000012150	SINLEJ008987
ENSGALP00000012150	SINLEJ011839
ENSGALP00000012159	SINLEJ007089
ENSGALP00000012159	SINLEJ017097
ENSGALP00000012163	SINLEJ015134
ENSGALP00000012166	SINLEJ017096
ENSGALP00000012166	SINLEJ007086
ENSGALP00000012170	SINLEJ013999
ENSGALP00000012170	SINLEJ011930
ENSGALP00000012174	SINLEJ004012
ENSGALP00000012174	SINLEJ004008
ENSGALP00000012175	SINLEJ002967
ENSGALP00000012177	SINLEJ007084
ENSGALP00000012177	SINLEJ017098
ENSGALP00000012180	SINLEJ011212
ENSGALP00000012193	SINLEJ019202
ENSGALP00000012199	SINLEJ600446
ENSGALP00000012199	SINLEJ003196
ENSGALP00000012201	SINLEJ005482
ENSGALP00000012203	SINLEJ002707
ENSGALP00000012203	SINLEJ018741
ENSGALP00000012204	SINLEJ002708
ENSGALP00000012206	SINLEJ013361
ENSGALP00000012212	SINLEJ009003
ENSGALP00000012212	SINLEJ009002
ENSGALP00000012219	SINLEJ012009
