e_gw.1.149.1	PMZ_0010867-RA
estExt_GenewiseH_1.C_3820002	PMZ_0031222-RA
estExt_GenewiseH_1.C_3820002	PMZ_0046267-RA
estExt_GenewiseH_1.C_3820024	PMZ_0015775-RA
estExt_GenewiseH_1.C_3820031	PMZ_0003283-RA
estExt_GenewiseH_1.C_3860048	PMZ_0044940-RA
estExt_GenewiseH_1.C_390106	PMZ_0032135-RA
estExt_GenewiseH_1.C_390235	PMZ_0042073-RA
estExt_GenewiseH_1.C_390246	PMZ_0028772-RA
estExt_GenewiseH_1.C_390282	PMZ_0043035-RA
estExt_GenewiseH_1.C_390282	PMZ_0026101-RA
estExt_GenewiseH_1.C_3940049	PMZ_0033256-RA
estExt_GenewiseH_1.C_3940054	PMZ_0018428-RA
estExt_GenewiseH_1.C_3950021	PMZ_0033999-RA
estExt_GenewiseH_1.C_3950028	PMZ_0038030-RA
estExt_GenewiseH_1.C_3950038	PMZ_0041344-RA
estExt_GenewiseH_1.C_3950038	PMZ_0041853-RA
estExt_GenewiseH_1.C_3960042	PMZ_0016745-RA
estExt_GenewiseH_1.C_3960042	PMZ_0016309-RA
estExt_GenewiseH_1.C_3960042	PMZ_0010521-RA
estExt_GenewiseH_1.C_400168	PMZ_0032294-RA
estExt_GenewiseH_1.C_40398	PMZ_0011296-RA
estExt_GenewiseH_1.C_40398	PMZ_0048286-RA
estExt_GenewiseH_1.C_40398	PMZ_0037318-RA
estExt_GenewiseH_1.C_4040041	PMZ_0044331-RA
estExt_GenewiseH_1.C_40423	PMZ_0042701-RA
estExt_GenewiseH_1.C_4050050	PMZ_0044633-RA
estExt_GenewiseH_1.C_4100030	PMZ_0020424-RA
estExt_GenewiseH_1.C_410293	PMZ_0028703-RA
estExt_GenewiseH_1.C_4110028	PMZ_0014945-RA
estExt_GenewiseH_1.C_4110061	PMZ_0019741-RA
estExt_GenewiseH_1.C_4140025	PMZ_0011730-RA
estExt_GenewiseH_1.C_4140025	PMZ_0034815-RA
estExt_GenewiseH_1.C_4170037	PMZ_0035639-RA
estExt_GenewiseH_1.C_4210056	PMZ_0033945-RA
estExt_GenewiseH_1.C_4210056	PMZ_0044653-RA
estExt_GenewiseH_1.C_4300009	PMZ_0017792-RA
estExt_GenewiseH_1.C_4300009	PMZ_0031160-RA
estExt_GenewiseH_1.C_4300009	PMZ_0042389-RA
estExt_GenewiseH_1.C_4300051	PMZ_0043444-RA
estExt_GenewiseH_1.C_4310012	PMZ_0047028-RA
estExt_GenewiseH_1.C_4310018	PMZ_0043483-RA
estExt_GenewiseH_1.C_4310018	PMZ_0002942-RA
estExt_GenewiseH_1.C_4330023	PMZ_0027470-RA
estExt_GenewiseH_1.C_4330023	PMZ_0037637-RA
estExt_GenewiseH_1.C_4340018	PMZ_0044333-RA
estExt_GenewiseH_1.C_4340018	PMZ_0009925-RA
estExt_GenewiseH_1.C_4340018	PMZ_0020709-RA
estExt_GenewiseH_1.C_4340018	PMZ_0047444-RA
estExt_GenewiseH_1.C_4360004	PMZ_0038782-RA
estExt_GenewiseH_1.C_4360014	PMZ_0032748-RA
estExt_GenewiseH_1.C_440152	PMZ_0044957-RA
estExt_GenewiseH_1.C_440152	PMZ_0042553-RA
estExt_GenewiseH_1.C_440208	PMZ_0029578-RA
estExt_GenewiseH_1.C_4410045	PMZ_0013949-RA
estExt_GenewiseH_1.C_4460022	PMZ_0001168-RA
estExt_GenewiseH_1.C_4460048	PMZ_0001586-RA
estExt_GenewiseH_1.C_450022	PMZ_0022166-RA
estExt_GenewiseH_1.C_450022	PMZ_0036155-RA
estExt_GenewiseH_1.C_450182	PMZ_0005052-RA
estExt_GenewiseH_1.C_450182	PMZ_0044097-RA
estExt_GenewiseH_1.C_450182	PMZ_0035733-RA
estExt_GenewiseH_1.C_450182	PMZ_0030895-RA
estExt_GenewiseH_1.C_450194	PMZ_0046655-RA
estExt_GenewiseH_1.C_4520063	PMZ_0014809-RA
estExt_GenewiseH_1.C_4540003	PMZ_0046203-RA
estExt_GenewiseH_1.C_4540038	PMZ_0043478-RA
estExt_GenewiseH_1.C_4550036	PMZ_0040996-RA
estExt_GenewiseH_1.C_4550036	PMZ_0038752-RA
estExt_GenewiseH_1.C_4560062	PMZ_0034696-RA
estExt_GenewiseH_1.C_4560062	PMZ_0009732-RA
estExt_GenewiseH_1.C_4560062	PMZ_0043363-RA
estExt_GenewiseH_1.C_4560062	PMZ_0038457-RA
estExt_GenewiseH_1.C_4600028	PMZ_0033434-RA
estExt_GenewiseH_1.C_4600028	PMZ_0038935-RA
estExt_GenewiseH_1.C_460008	PMZ_0045087-RA
estExt_GenewiseH_1.C_460035	PMZ_0044163-RA
estExt_GenewiseH_1.C_460208	PMZ_0011369-RA
estExt_GenewiseH_1.C_460208	PMZ_0032305-RA
estExt_GenewiseH_1.C_4620016	PMZ_0040208-RA
estExt_GenewiseH_1.C_4620068	PMZ_0026335-RA
estExt_GenewiseH_1.C_4620073	PMZ_0012801-RA
estExt_GenewiseH_1.C_4650002	PMZ_0029259-RA
estExt_GenewiseH_1.C_4680014	PMZ_0038296-RA
estExt_GenewiseH_1.C_4700008	PMZ_0030735-RA
estExt_GenewiseH_1.C_4730003	PMZ_0042018-RA
estExt_GenewiseH_1.C_480130	PMZ_0032374-RA
estExt_GenewiseH_1.C_480152	PMZ_0017170-RA
estExt_GenewiseH_1.C_480152	PMZ_0031653-RA
estExt_GenewiseH_1.C_4810041	PMZ_0028027-RA
estExt_GenewiseH_1.C_4820026	PMZ_0034451-RA
estExt_GenewiseH_1.C_4830063	PMZ_0038394-RA
estExt_GenewiseH_1.C_4830065	PMZ_0018104-RA
estExt_GenewiseH_1.C_4840070	PMZ_0030453-RA
estExt_GenewiseH_1.C_4840070	PMZ_0041477-RA
estExt_GenewiseH_1.C_4860002	PMZ_0045592-RA
estExt_GenewiseH_1.C_4920038	PMZ_0041125-RA
estExt_GenewiseH_1.C_4920038	PMZ_0030432-RA
estExt_GenewiseH_1.C_4920038	PMZ_0047693-RA
estExt_GenewiseH_1.C_4920038	PMZ_0047285-RA
estExt_GenewiseH_1.C_500052	PMZ_0036059-RA
estExt_GenewiseH_1.C_500067	PMZ_0039403-RA
estExt_GenewiseH_1.C_500067	PMZ_0033765-RA
estExt_GenewiseH_1.C_50010	PMZ_0034942-RA
estExt_GenewiseH_1.C_50034	PMZ_0029938-RA
estExt_GenewiseH_1.C_50086	PMZ_0041202-RA
estExt_GenewiseH_1.C_5020001	PMZ_0048619-RA
estExt_GenewiseH_1.C_5020038	PMZ_0040952-RA
estExt_GenewiseH_1.C_5020038	PMZ_0028888-RA
estExt_GenewiseH_1.C_5070021	PMZ_0028909-RA
estExt_GenewiseH_1.C_5070021	PMZ_0009777-RA
estExt_GenewiseH_1.C_5070021	PMZ_0040618-RA
estExt_GenewiseH_1.C_5070021	PMZ_0035600-RA
estExt_GenewiseH_1.C_5080025	PMZ_0047342-RA
estExt_GenewiseH_1.C_5080025	PMZ_0001063-RA
estExt_GenewiseH_1.C_5080025	PMZ_0048165-RA
estExt_GenewiseH_1.C_5120033	PMZ_0012261-RA
estExt_GenewiseH_1.C_5120033	PMZ_0040621-RA
estExt_GenewiseH_1.C_5190022	PMZ_0031549-RA
estExt_GenewiseH_1.C_5190022	PMZ_0045304-RA
estExt_GenewiseH_1.C_5220016	PMZ_0042882-RA
estExt_GenewiseH_1.C_530082	PMZ_0040656-RA
estExt_GenewiseH_1.C_530082	PMZ_0012874-RA
estExt_GenewiseH_1.C_530082	PMZ_0035464-RA
estExt_GenewiseH_1.C_530082	PMZ_0043487-RA
estExt_GenewiseH_1.C_5310018	PMZ_0013679-RA
estExt_GenewiseH_1.C_5310018	PMZ_0047803-RA
estExt_GenewiseH_1.C_5340023	PMZ_0041208-RA
estExt_GenewiseH_1.C_5390013	PMZ_0043064-RA
estExt_GenewiseH_1.C_5390013	PMZ_0034354-RA
estExt_GenewiseH_1.C_5390013	PMZ_0048879-RA
estExt_GenewiseH_1.C_5390013	PMZ_0048959-RA
estExt_GenewiseH_1.C_5390024	PMZ_0029907-RA
estExt_GenewiseH_1.C_5460005	PMZ_0016013-RA
estExt_GenewiseH_1.C_5540001	PMZ_0044374-RA
estExt_GenewiseH_1.C_5540001	PMZ_0047642-RA
estExt_GenewiseH_1.C_5550036	PMZ_0040657-RA
estExt_GenewiseH_1.C_5580012	PMZ_0046219-RA
estExt_GenewiseH_1.C_560196	PMZ_0032523-RA
estExt_GenewiseH_1.C_560201	PMZ_0047669-RA
estExt_GenewiseH_1.C_5690014	PMZ_0031437-RA
estExt_GenewiseH_1.C_5690014	PMZ_0046884-RA
estExt_GenewiseH_1.C_5700005	PMZ_0046165-RA
estExt_GenewiseH_1.C_5700005	PMZ_0039136-RA
estExt_GenewiseH_1.C_570172	PMZ_0044067-RA
estExt_GenewiseH_1.C_570172	PMZ_0029498-RA
estExt_GenewiseH_1.C_570172	PMZ_0047926-RA
estExt_GenewiseH_1.C_570201	PMZ_0038137-RA
estExt_GenewiseH_1.C_5720041	PMZ_0009376-RA
estExt_GenewiseH_1.C_5740018	PMZ_0015586-RA
estExt_GenewiseH_1.C_5770017	PMZ_0044510-RA
estExt_GenewiseH_1.C_5770045	PMZ_0044053-RA
estExt_GenewiseH_1.C_580070	PMZ_0003783-RA
estExt_GenewiseH_1.C_5900006	PMZ_0014997-RA
estExt_GenewiseH_1.C_5900009	PMZ_0011527-RA
estExt_GenewiseH_1.C_5900009	PMZ_0010061-RA
estExt_GenewiseH_1.C_5900009	PMZ_0042134-RA
estExt_GenewiseH_1.C_5920014	PMZ_0009268-RA
estExt_GenewiseH_1.C_5920030	PMZ_0044969-RA
estExt_GenewiseH_1.C_5940035	PMZ_0042977-RA
estExt_GenewiseH_1.C_5970012	PMZ_0027591-RA
estExt_GenewiseH_1.C_5980006	PMZ_0045316-RA
estExt_GenewiseH_1.C_6000020	PMZ_0044204-RA
estExt_GenewiseH_1.C_6000020	PMZ_0035811-RA
estExt_GenewiseH_1.C_6000020	PMZ_0042035-RA
estExt_GenewiseH_1.C_6000020	PMZ_0008356-RA
estExt_GenewiseH_1.C_6000031	PMZ_0029647-RA
estExt_GenewiseH_1.C_6000031	PMZ_0045984-RA
estExt_GenewiseH_1.C_60013	PMZ_0048850-RA
estExt_GenewiseH_1.C_60145	PMZ_0044045-RA
estExt_GenewiseH_1.C_60145	PMZ_0044046-RA
estExt_GenewiseH_1.C_60175	PMZ_0040111-RA
estExt_GenewiseH_1.C_60175	PMZ_0042210-RA
estExt_GenewiseH_1.C_60202	PMZ_0042716-RA
estExt_GenewiseH_1.C_60217	PMZ_0045139-RA
estExt_GenewiseH_1.C_60217	PMZ_0040371-RA
estExt_GenewiseH_1.C_6050007	PMZ_0010154-RA
estExt_GenewiseH_1.C_6070018	PMZ_0033808-RA
estExt_GenewiseH_1.C_6070018	PMZ_0047077-RA
estExt_GenewiseH_1.C_6120003	PMZ_0012342-RA
estExt_GenewiseH_1.C_620130	PMZ_0008350-RA
estExt_GenewiseH_1.C_6290011	PMZ_0043232-RA
estExt_GenewiseH_1.C_6290011	PMZ_0032628-RA
estExt_GenewiseH_1.C_6290011	PMZ_0040387-RA
estExt_GenewiseH_1.C_6290011	PMZ_0047769-RA
estExt_GenewiseH_1.C_6290019	PMZ_0040125-RA
estExt_GenewiseH_1.C_630120	PMZ_0042078-RA
estExt_GenewiseH_1.C_6390012	PMZ_0033885-RA
estExt_GenewiseH_1.C_6460009	PMZ_0012681-RA
estExt_GenewiseH_1.C_6460009	PMZ_0038448-RA
estExt_GenewiseH_1.C_6550003	PMZ_0043300-RA
estExt_GenewiseH_1.C_6560038	PMZ_0043701-RA
estExt_GenewiseH_1.C_660100	PMZ_0015795-RA
estExt_GenewiseH_1.C_660100	PMZ_0044542-RA
estExt_GenewiseH_1.C_660100	PMZ_0043806-RA
estExt_GenewiseH_1.C_660100	PMZ_0044543-RA
estExt_GenewiseH_1.C_6620003	PMZ_0002614-RA
estExt_GenewiseH_1.C_6660026	PMZ_0044263-RA
estExt_GenewiseH_1.C_6690007	PMZ_0032723-RA
estExt_GenewiseH_1.C_6740024	PMZ_0004351-RA
estExt_GenewiseH_1.C_6760004	PMZ_0048304-RA
estExt_GenewiseH_1.C_6760004	PMZ_0042554-RA
estExt_GenewiseH_1.C_6780003	PMZ_0040562-RA
estExt_GenewiseH_1.C_6780003	PMZ_0040274-RA
estExt_GenewiseH_1.C_6780003	PMZ_0034479-RA
estExt_GenewiseH_1.C_6780003	PMZ_0043778-RA
estExt_GenewiseH_1.C_6800062	PMZ_0045358-RA
estExt_GenewiseH_1.C_680128	PMZ_0036660-RA
estExt_GenewiseH_1.C_680131	PMZ_0042087-RA
estExt_GenewiseH_1.C_680131	PMZ_0045157-RA
estExt_GenewiseH_1.C_680131	PMZ_0032104-RA
estExt_GenewiseH_1.C_680138	PMZ_0040779-RA
estExt_GenewiseH_1.C_680175	PMZ_0044174-RA
estExt_GenewiseH_1.C_680175	PMZ_0045021-RA
estExt_GenewiseH_1.C_680175	PMZ_0042652-RA
estExt_GenewiseH_1.C_680208	PMZ_0005992-RA
estExt_GenewiseH_1.C_680238	PMZ_0026313-RA
estExt_GenewiseH_1.C_680256	PMZ_0045035-RA
estExt_GenewiseH_1.C_680256	PMZ_0010892-RA
estExt_GenewiseH_1.C_680256	PMZ_0035084-RA
estExt_GenewiseH_1.C_680256	PMZ_0046967-RA
estExt_GenewiseH_1.C_680279	PMZ_0030302-RA
estExt_GenewiseH_1.C_680279	PMZ_0047210-RA
estExt_GenewiseH_1.C_6820002	PMZ_0043643-RA
estExt_GenewiseH_1.C_6840004	PMZ_0045490-RA
estExt_GenewiseH_1.C_6860011	PMZ_0029096-RA
estExt_GenewiseH_1.C_6860011	PMZ_0028094-RA
estExt_GenewiseH_1.C_690055	PMZ_0011250-RA
estExt_GenewiseH_1.C_690055	PMZ_0043913-RA
estExt_GenewiseH_1.C_690089	PMZ_0046633-RA
estExt_GenewiseH_1.C_690127	PMZ_0001801-RA
estExt_GenewiseH_1.C_690171	PMZ_0009530-RA
estExt_GenewiseH_1.C_6950026	PMZ_0035309-RA
estExt_GenewiseH_1.C_7010040	PMZ_0023928-RA
estExt_GenewiseH_1.C_7010040	PMZ_0042452-RA
estExt_GenewiseH_1.C_7010040	PMZ_0036610-RA
estExt_GenewiseH_1.C_7100014	PMZ_0042915-RA
estExt_GenewiseH_1.C_7150007	PMZ_0004830-RA
estExt_GenewiseH_1.C_7160001	PMZ_0030874-RA
estExt_GenewiseH_1.C_7160011	PMZ_0011975-RA
estExt_GenewiseH_1.C_7160011	PMZ_0034288-RA
estExt_GenewiseH_1.C_7160011	PMZ_0034067-RA
estExt_GenewiseH_1.C_7160011	PMZ_0042980-RA
estExt_GenewiseH_1.C_720003	PMZ_0038235-RA
estExt_GenewiseH_1.C_7240006	PMZ_0011877-RA
estExt_GenewiseH_1.C_730003	PMZ_0032539-RA
estExt_GenewiseH_1.C_730149	PMZ_0026543-RA
estExt_GenewiseH_1.C_7340004	PMZ_0041687-RA
estExt_GenewiseH_1.C_7350012	PMZ_0037406-RA
estExt_GenewiseH_1.C_740022	PMZ_0042323-RA
estExt_GenewiseH_1.C_740022	PMZ_0032704-RA
estExt_GenewiseH_1.C_740022	PMZ_0009670-RA
estExt_GenewiseH_1.C_740022	PMZ_0047407-RA
estExt_GenewiseH_1.C_740100	PMZ_0047690-RA
estExt_GenewiseH_1.C_740100	PMZ_0048909-RA
estExt_GenewiseH_1.C_7460008	PMZ_0042294-RA
estExt_GenewiseH_1.C_7460008	PMZ_0041267-RA
estExt_GenewiseH_1.C_7550006	PMZ_0013924-RA
estExt_GenewiseH_1.C_7550006	PMZ_0036398-RA
estExt_GenewiseH_1.C_7600004	PMZ_0032538-RA
estExt_GenewiseH_1.C_760098	PMZ_0042208-RA
estExt_GenewiseH_1.C_760113	PMZ_0044038-RA
estExt_GenewiseH_1.C_760113	PMZ_0037766-RA
estExt_GenewiseH_1.C_760177	PMZ_0043793-RA
estExt_GenewiseH_1.C_7610005	PMZ_0044679-RA
estExt_GenewiseH_1.C_770126	PMZ_0047623-RA
estExt_GenewiseH_1.C_770126	PMZ_0047637-RA
estExt_GenewiseH_1.C_7710009	PMZ_0033590-RA
estExt_GenewiseH_1.C_7740003	PMZ_0042235-RA
estExt_GenewiseH_1.C_7740003	PMZ_0046628-RA
estExt_GenewiseH_1.C_780037	PMZ_0000234-RA
estExt_GenewiseH_1.C_780043	PMZ_0026116-RA
estExt_GenewiseH_1.C_780043	PMZ_0032333-RA
estExt_GenewiseH_1.C_780043	PMZ_0027337-RA
estExt_GenewiseH_1.C_780043	PMZ_0012946-RA
estExt_GenewiseH_1.C_780261	PMZ_0011710-RA
estExt_GenewiseH_1.C_7830005	PMZ_0047833-RA
estExt_GenewiseH_1.C_790036	PMZ_0041182-RA
estExt_GenewiseH_1.C_790104	PMZ_0032193-RA
estExt_GenewiseH_1.C_790104	PMZ_0045974-RA
estExt_GenewiseH_1.C_790104	PMZ_0027758-RA
estExt_GenewiseH_1.C_7920001	PMZ_0016408-RA
estExt_GenewiseH_1.C_7950002	PMZ_0040712-RA
estExt_GenewiseH_1.C_7990022	PMZ_0048143-RA
estExt_GenewiseH_1.C_8000028	PMZ_0041823-RA
estExt_GenewiseH_1.C_800037	PMZ_0045263-RA
estExt_GenewiseH_1.C_80056	PMZ_0044515-RA
estExt_GenewiseH_1.C_80150	PMZ_0008714-RA
estExt_GenewiseH_1.C_80150	PMZ_0019621-RA
estExt_GenewiseH_1.C_80189	PMZ_0046843-RA
estExt_GenewiseH_1.C_80231	PMZ_0030553-RA
estExt_GenewiseH_1.C_80231	PMZ_0047335-RA
estExt_GenewiseH_1.C_80283	PMZ_0035571-RA
estExt_GenewiseH_1.C_80369	PMZ_0004009-RA
estExt_GenewiseH_1.C_80369	PMZ_0016411-RA
estExt_GenewiseH_1.C_80369	PMZ_0048444-RA
estExt_GenewiseH_1.C_80398	PMZ_0037523-RA
estExt_GenewiseH_1.C_80398	PMZ_0037468-RA
estExt_GenewiseH_1.C_80466	PMZ_0045934-RA
estExt_GenewiseH_1.C_80466	PMZ_0026264-RA
estExt_GenewiseH_1.C_80477	PMZ_0044592-RA
estExt_GenewiseH_1.C_80523	PMZ_0044628-RA
estExt_GenewiseH_1.C_810112	PMZ_0039192-RA
estExt_GenewiseH_1.C_810112	PMZ_0038623-RA
estExt_GenewiseH_1.C_810112	PMZ_0006724-RA
estExt_GenewiseH_1.C_8140018	PMZ_0026854-RA
estExt_GenewiseH_1.C_8140018	PMZ_0040157-RA
estExt_GenewiseH_1.C_830060	PMZ_0042713-RA
estExt_GenewiseH_1.C_840121	PMZ_0046021-RA
estExt_GenewiseH_1.C_8550001	PMZ_0024111-RA
estExt_GenewiseH_1.C_8550001	PMZ_0041128-RA
estExt_GenewiseH_1.C_8550001	PMZ_0042519-RA
estExt_GenewiseH_1.C_870022	PMZ_0011864-RA
estExt_GenewiseH_1.C_870022	PMZ_0035183-RA
estExt_GenewiseH_1.C_870118	PMZ_0044603-RA
estExt_GenewiseH_1.C_880038	PMZ_0012029-RA
estExt_GenewiseH_1.C_880038	PMZ_0031147-RA
estExt_GenewiseH_1.C_880038	PMZ_0047877-RA
estExt_GenewiseH_1.C_8880002	PMZ_0044143-RA
estExt_GenewiseH_1.C_8880002	PMZ_0046879-RA
estExt_GenewiseH_1.C_890105	PMZ_0047735-RA
estExt_GenewiseH_1.C_8990003	PMZ_0010873-RA
estExt_GenewiseH_1.C_8990003	PMZ_0027668-RA
estExt_GenewiseH_1.C_8990003	PMZ_0007166-RA
estExt_GenewiseH_1.C_900044	PMZ_0009795-RA
estExt_GenewiseH_1.C_900061	PMZ_0006623-RA
estExt_GenewiseH_1.C_900061	PMZ_0047510-RA
estExt_GenewiseH_1.C_90015	PMZ_0041390-RA
estExt_GenewiseH_1.C_900158	PMZ_0042298-RA
estExt_GenewiseH_1.C_9090005	PMZ_0040755-RA
estExt_GenewiseH_1.C_9090005	PMZ_0042649-RA
estExt_GenewiseH_1.C_9090005	PMZ_0026991-RA
estExt_GenewiseH_1.C_910120	PMZ_0048104-RA
estExt_GenewiseH_1.C_9160001	PMZ_0026350-RA
estExt_GenewiseH_1.C_9170002	PMZ_0032555-RA
estExt_GenewiseH_1.C_9170002	PMZ_0046849-RA
estExt_GenewiseH_1.C_9170002	PMZ_0046848-RA
estExt_GenewiseH_1.C_920097	PMZ_0043208-RA
estExt_GenewiseH_1.C_9260003	PMZ_0026061-RA
estExt_GenewiseH_1.C_930006	PMZ_0033179-RA
estExt_GenewiseH_1.C_9340002	PMZ_0044943-RA
estExt_GenewiseH_1.C_9370007	PMZ_0042241-RA
estExt_GenewiseH_1.C_9470004	PMZ_0043937-RA
estExt_GenewiseH_1.C_950141	PMZ_0030111-RA
estExt_GenewiseH_1.C_950141	PMZ_0036674-RA
estExt_GenewiseH_1.C_9550005	PMZ_0004075-RA
estExt_GenewiseH_1.C_9550005	PMZ_0011953-RA
estExt_GenewiseH_1.C_9550005	PMZ_0041765-RA
estExt_GenewiseH_1.C_9550005	PMZ_0028610-RA
estExt_GenewiseH_1.C_960004	PMZ_0044791-RA
estExt_GenewiseH_1.C_960066	PMZ_0044666-RA
estExt_GenewiseH_1.C_960066	PMZ_0044665-RA
estExt_GenewiseH_1.C_960240	PMZ_0046338-RA
estExt_GenewiseH_1.C_960240	PMZ_0044641-RA
estExt_GenewiseH_1.C_9680001	PMZ_0040144-RA
estExt_GenewiseH_1.C_970156	PMZ_0014940-RA
estExt_GenewiseH_1.C_980028	PMZ_0015853-RA
estExt_GenewiseH_1.C_980077	PMZ_0037899-RA
estExt_GenewiseH_1.C_9870004	PMZ_0046221-RA
estExt_GenewiseH_1.C_9870004	PMZ_0013823-RA
estExt_fgenesh2_kg.C_1360002	PMZ_0031130-RA
estExt_fgenesh2_kg.C_1360002	PMZ_0036387-RA
estExt_fgenesh2_kg.C_1370001	PMZ_0019533-RA
estExt_fgenesh2_kg.C_1370001	PMZ_0038041-RA
estExt_fgenesh2_kg.C_140002	PMZ_0040999-RA
estExt_fgenesh2_kg.C_140002	PMZ_0041000-RA
estExt_fgenesh2_kg.C_1460001	PMZ_0032996-RA
estExt_fgenesh2_kg.C_1460001	PMZ_0043235-RA
estExt_fgenesh2_kg.C_1460001	PMZ_0032552-RA
estExt_fgenesh2_kg.C_1840001	PMZ_0005862-RA
estExt_fgenesh2_kg.C_1840001	PMZ_0041864-RA
estExt_fgenesh2_kg.C_190001	PMZ_0045783-RA
estExt_fgenesh2_kg.C_2220001	PMZ_0011943-RA
estExt_fgenesh2_kg.C_2440002	PMZ_0032639-RA
estExt_fgenesh2_kg.C_2440002	PMZ_0030957-RA
estExt_fgenesh2_kg.C_2440002	PMZ_0035765-RA
estExt_fgenesh2_kg.C_2440002	PMZ_0037544-RA
estExt_fgenesh2_kg.C_2600002	PMZ_0034011-RA
estExt_fgenesh2_kg.C_2600002	PMZ_0038203-RA
estExt_fgenesh2_kg.C_2600002	PMZ_0041380-RA
estExt_fgenesh2_kg.C_2600002	PMZ_0028985-RA
estExt_fgenesh2_kg.C_300001	PMZ_0003618-RA
estExt_fgenesh2_kg.C_320001	PMZ_0037951-RA
estExt_fgenesh2_kg.C_320001	PMZ_0042953-RA
estExt_fgenesh2_kg.C_320001	PMZ_0032041-RA
estExt_fgenesh2_kg.C_320001	PMZ_0043315-RA
estExt_fgenesh2_kg.C_3300001	PMZ_0038805-RA
estExt_fgenesh2_kg.C_3300001	PMZ_0039436-RA
estExt_fgenesh2_kg.C_3770001	PMZ_0033547-RA
estExt_fgenesh2_kg.C_3770001	PMZ_0044944-RA
estExt_fgenesh2_kg.C_3770001	PMZ_0045570-RA
estExt_fgenesh2_kg.C_4020003	PMZ_0036590-RA
estExt_fgenesh2_kg.C_4020003	PMZ_0006068-RA
estExt_fgenesh2_kg.C_7600001	PMZ_0044259-RA
estExt_fgenesh2_kg.C_7600001	PMZ_0033318-RA
estExt_fgenesh2_kg.C_80001	PMZ_0043577-RA
estExt_fgenesh2_kg.C_80003	PMZ_0037966-RA
estExt_fgenesh2_kg.C_80003	PMZ_0042076-RA
estExt_fgenesh2_kg.C_90001	PMZ_0040406-RA
estExt_fgenesh2_kg.C_90001	PMZ_0023924-RA
estExt_fgenesh2_pg.C_1000011	PMZ_0001883-RA
estExt_fgenesh2_pg.C_1000011	PMZ_0035274-RA
estExt_fgenesh2_pg.C_1000011	PMZ_0040280-RA
estExt_fgenesh2_pg.C_1000011	PMZ_0040279-RA
estExt_fgenesh2_pg.C_100005	PMZ_0047338-RA
estExt_fgenesh2_pg.C_100006	PMZ_0040498-RA
estExt_fgenesh2_pg.C_1000083	PMZ_0010126-RA
estExt_fgenesh2_pg.C_100018	PMZ_0047308-RA
estExt_fgenesh2_pg.C_100032	PMZ_0036266-RA
estExt_fgenesh2_pg.C_100036	PMZ_0042038-RA
estExt_fgenesh2_pg.C_100036	PMZ_0030239-RA
estExt_fgenesh2_pg.C_100037	PMZ_0013096-RA
estExt_fgenesh2_pg.C_100046	PMZ_0002493-RA
estExt_fgenesh2_pg.C_100083	PMZ_0010542-RA
estExt_fgenesh2_pg.C_100106	PMZ_0035008-RA
estExt_fgenesh2_pg.C_100125	PMZ_0034688-RA
estExt_fgenesh2_pg.C_100138	PMZ_0048134-RA
estExt_fgenesh2_pg.C_100143	PMZ_0045473-RA
estExt_fgenesh2_pg.C_100167	PMZ_0026857-RA
estExt_fgenesh2_pg.C_100168	PMZ_0001646-RA
estExt_fgenesh2_pg.C_100168	PMZ_0009203-RA
estExt_fgenesh2_pg.C_100168	PMZ_0033515-RA
estExt_fgenesh2_pg.C_100168	PMZ_0010199-RA
estExt_fgenesh2_pg.C_100169	PMZ_0031976-RA
estExt_fgenesh2_pg.C_100169	PMZ_0010848-RA
estExt_fgenesh2_pg.C_100169	PMZ_0014776-RA
estExt_fgenesh2_pg.C_100169	PMZ_0005891-RA
estExt_fgenesh2_pg.C_100176	PMZ_0044421-RA
estExt_fgenesh2_pg.C_100183	PMZ_0045734-RA
estExt_fgenesh2_pg.C_100204	PMZ_0044282-RA
estExt_fgenesh2_pg.C_100214	PMZ_0030180-RA
estExt_fgenesh2_pg.C_100229	PMZ_0007639-RA
estExt_fgenesh2_pg.C_100251	PMZ_0044454-RA
estExt_fgenesh2_pg.C_100263	PMZ_0015322-RA
estExt_fgenesh2_pg.C_100263	PMZ_0040842-RA
estExt_fgenesh2_pg.C_100267	PMZ_0044395-RA
estExt_fgenesh2_pg.C_100267	PMZ_0047437-RA
estExt_fgenesh2_pg.C_100271	PMZ_0034074-RA
estExt_fgenesh2_pg.C_100276	PMZ_0035381-RA
estExt_fgenesh2_pg.C_10030003	PMZ_0032527-RA
estExt_fgenesh2_pg.C_10081	PMZ_0041925-RA
estExt_fgenesh2_pg.C_10090	PMZ_0046622-RA
estExt_fgenesh2_pg.C_10090	PMZ_0032239-RA
estExt_fgenesh2_pg.C_10090	PMZ_0028816-RA
estExt_fgenesh2_pg.C_10090	PMZ_0047974-RA
estExt_fgenesh2_pg.C_10119	PMZ_0001509-RA
estExt_fgenesh2_pg.C_10119	PMZ_0045932-RA
estExt_fgenesh2_pg.C_10167	PMZ_0019345-RA
estExt_fgenesh2_pg.C_10167	PMZ_0007200-RA
estExt_fgenesh2_pg.C_10167	PMZ_0047004-RA
estExt_fgenesh2_pg.C_10167	PMZ_0045881-RA
estExt_fgenesh2_pg.C_10197	PMZ_0032895-RA
estExt_fgenesh2_pg.C_1020005	PMZ_0030745-RA
estExt_fgenesh2_pg.C_1020058	PMZ_0018229-RA
estExt_fgenesh2_pg.C_1020060	PMZ_0045158-RA
