e_gw.1.149.1	SINLEJ018774
estExt_fgenesh2_pg.C_20381	SINLEJ017744
estExt_fgenesh2_pg.C_20383	SINLEJ019405
estExt_fgenesh2_pg.C_20385	SINLEJ003017
estExt_fgenesh2_pg.C_20386	SINLEJ009151
estExt_fgenesh2_pg.C_20386	SINLEJ009150
estExt_fgenesh2_pg.C_20386	SINLEJ016783
estExt_fgenesh2_pg.C_20386	SINLEJ018509
estExt_fgenesh2_pg.C_2040021	SINLEJ000349
estExt_fgenesh2_pg.C_2040031	SINLEJ011355
estExt_fgenesh2_pg.C_2040051	SINLEJ010082
estExt_fgenesh2_pg.C_2040058	SINLEJ010192
estExt_fgenesh2_pg.C_2050014	SINLEJ004567
estExt_fgenesh2_pg.C_2050014	SINLEJ004339
estExt_fgenesh2_pg.C_2050041	SINLEJ018858
estExt_fgenesh2_pg.C_2050048	SINLEJ005863
estExt_fgenesh2_pg.C_2050054	SINLEJ004580
estExt_fgenesh2_pg.C_2050054	SINLEJ004476
estExt_fgenesh2_pg.C_2050054	SINLEJ004479
estExt_fgenesh2_pg.C_2050054	SINLEJ004582
estExt_fgenesh2_pg.C_2050055	SINLEJ004577
estExt_fgenesh2_pg.C_2050057	SINLEJ011881
estExt_fgenesh2_pg.C_2050057	SINLEJ004426
estExt_fgenesh2_pg.C_2050057	SINLEJ010605
estExt_fgenesh2_pg.C_2050065	SINLEJ015134
estExt_fgenesh2_pg.C_2050071	SINLEJ017311
estExt_fgenesh2_pg.C_2050078	SINLEJ015170
estExt_fgenesh2_pg.C_2050082	SINLEJ004331
estExt_fgenesh2_pg.C_2050082	SINLEJ012050
estExt_fgenesh2_pg.C_2050082	SINLEJ002124
estExt_fgenesh2_pg.C_2050093	SINLEJ001024
estExt_fgenesh2_pg.C_2060010	SINLEJ001616
estExt_fgenesh2_pg.C_2060060	SINLEJ000120
estExt_fgenesh2_pg.C_2060060	SINLEJ015577
estExt_fgenesh2_pg.C_2060060	SINLEJ004334
estExt_fgenesh2_pg.C_2060060	SINLEJ018497
estExt_fgenesh2_pg.C_2060063	SINLEJ600056
estExt_fgenesh2_pg.C_2060063	SINLEJ011619
estExt_fgenesh2_pg.C_2060069	SINLEJ017727
estExt_fgenesh2_pg.C_2060069	SINLEJ017726
estExt_fgenesh2_pg.C_2070009	SINLEJ006754
estExt_fgenesh2_pg.C_2070010	SINLEJ001356
estExt_fgenesh2_pg.C_2070022	SINLEJ002030
estExt_fgenesh2_pg.C_2070046	SINLEJ008561
estExt_fgenesh2_pg.C_2070049	SINLEJ006704
estExt_fgenesh2_pg.C_20710001	SINLEJ004062
estExt_fgenesh2_pg.C_20710001	SINLEJ010903
estExt_fgenesh2_pg.C_2080006	SINLEJ015159
estExt_fgenesh2_pg.C_2080006	SINLEJ001428
estExt_fgenesh2_pg.C_2080007	SINLEJ004536
estExt_fgenesh2_pg.C_2080008	SINLEJ012039
estExt_fgenesh2_pg.C_2080012	SINLEJ013341
estExt_fgenesh2_pg.C_2080012	SINLEJ013342
estExt_fgenesh2_pg.C_2080013	SINLEJ012493
estExt_fgenesh2_pg.C_2080015	SINLEJ004517
estExt_fgenesh2_pg.C_2080020	SINLEJ011964
estExt_fgenesh2_pg.C_2080020	SINLEJ010776
estExt_fgenesh2_pg.C_2080020	SINLEJ018911
estExt_fgenesh2_pg.C_2080020	SINLEJ018910
estExt_fgenesh2_pg.C_2080028	SINLEJ001008
estExt_fgenesh2_pg.C_2080028	SINLEJ010178
estExt_fgenesh2_pg.C_2080054	SINLEJ016170
estExt_fgenesh2_pg.C_2080054	SINLEJ013225
estExt_fgenesh2_pg.C_2080074	SINLEJ012868
estExt_fgenesh2_pg.C_2080074	SINLEJ000623
estExt_fgenesh2_pg.C_2080074	SINLEJ018506
estExt_fgenesh2_pg.C_2080074	SINLEJ000614
estExt_fgenesh2_pg.C_2080081	SINLEJ007502
estExt_fgenesh2_pg.C_2090006	SINLEJ010589
estExt_fgenesh2_pg.C_2090010	SINLEJ004976
estExt_fgenesh2_pg.C_2090059	SINLEJ003978
estExt_fgenesh2_pg.C_2090069	SINLEJ015141
estExt_fgenesh2_pg.C_2100012	SINLEJ012136
estExt_fgenesh2_pg.C_2100013	SINLEJ003760
estExt_fgenesh2_pg.C_2100013	SINLEJ003759
estExt_fgenesh2_pg.C_2100015	SINLEJ012174
estExt_fgenesh2_pg.C_2100026	SINLEJ013782
estExt_fgenesh2_pg.C_2100026	SINLEJ001492
estExt_fgenesh2_pg.C_2100031	SINLEJ011038
estExt_fgenesh2_pg.C_2100031	SINLEJ010584
estExt_fgenesh2_pg.C_2100033	SINLEJ001819
estExt_fgenesh2_pg.C_2100034	SINLEJ007789
estExt_fgenesh2_pg.C_2100037	SINLEJ007739
estExt_fgenesh2_pg.C_2100037	SINLEJ007740
estExt_fgenesh2_pg.C_2100039	SINLEJ003673
estExt_fgenesh2_pg.C_2100042	SINLEJ007780
estExt_fgenesh2_pg.C_2100042	SINLEJ017870
estExt_fgenesh2_pg.C_2100042	SINLEJ017869
estExt_fgenesh2_pg.C_2100048	SINLEJ007721
estExt_fgenesh2_pg.C_210009	SINLEJ017837
estExt_fgenesh2_pg.C_210009	SINLEJ015693
estExt_fgenesh2_pg.C_210009	SINLEJ017836
estExt_fgenesh2_pg.C_210009	SINLEJ007219
estExt_fgenesh2_pg.C_210065	SINLEJ011914
estExt_fgenesh2_pg.C_210065	SINLEJ017330
estExt_fgenesh2_pg.C_210065	SINLEJ005759
estExt_fgenesh2_pg.C_210074	SINLEJ016562
estExt_fgenesh2_pg.C_210077	SINLEJ000290
estExt_fgenesh2_pg.C_210114	SINLEJ003879
estExt_fgenesh2_pg.C_210140	SINLEJ017831
estExt_fgenesh2_pg.C_210148	SINLEJ018921
estExt_fgenesh2_pg.C_210173	SINLEJ018293
estExt_fgenesh2_pg.C_2110002	SINLEJ010253
estExt_fgenesh2_pg.C_2110027	SINLEJ011526
estExt_fgenesh2_pg.C_2110039	SINLEJ007805
estExt_fgenesh2_pg.C_2110039	SINLEJ012113
estExt_fgenesh2_pg.C_2110039	SINLEJ010566
estExt_fgenesh2_pg.C_2110061	SINLEJ005147
estExt_fgenesh2_pg.C_2120014	SINLEJ010027
estExt_fgenesh2_pg.C_2120014	SINLEJ010026
estExt_fgenesh2_pg.C_2120014	SINLEJ010025
estExt_fgenesh2_pg.C_2120017	SINLEJ015852
estExt_fgenesh2_pg.C_2120024	SINLEJ009908
estExt_fgenesh2_pg.C_2120024	SINLEJ017015
estExt_fgenesh2_pg.C_2120024	SINLEJ000720
estExt_fgenesh2_pg.C_2120024	SINLEJ001869
estExt_fgenesh2_pg.C_2120025	SINLEJ005861
estExt_fgenesh2_pg.C_2120025	SINLEJ000030
estExt_fgenesh2_pg.C_2120025	SINLEJ009909
estExt_fgenesh2_pg.C_2120032	SINLEJ012366
estExt_fgenesh2_pg.C_2120040	SINLEJ012090
estExt_fgenesh2_pg.C_2120041	SINLEJ019394
estExt_fgenesh2_pg.C_2120049	SINLEJ017934
estExt_fgenesh2_pg.C_2120049	SINLEJ012504
estExt_fgenesh2_pg.C_2120053	SINLEJ014594
estExt_fgenesh2_pg.C_2120059	SINLEJ009878
estExt_fgenesh2_pg.C_2120060	SINLEJ009948
estExt_fgenesh2_pg.C_2120060	SINLEJ017019
estExt_fgenesh2_pg.C_2120066	SINLEJ600016
estExt_fgenesh2_pg.C_2120067	SINLEJ005782
estExt_fgenesh2_pg.C_2120083	SINLEJ010034
estExt_fgenesh2_pg.C_2120083	SINLEJ010033
estExt_fgenesh2_pg.C_2120083	SINLEJ010032
estExt_fgenesh2_pg.C_2120083	SINLEJ010035
estExt_fgenesh2_pg.C_2120085	SINLEJ017318
estExt_fgenesh2_pg.C_2120085	SINLEJ009970
estExt_fgenesh2_pg.C_2120092	SINLEJ013702
estExt_fgenesh2_pg.C_2120094	SINLEJ007481
estExt_fgenesh2_pg.C_2130028	SINLEJ013686
estExt_fgenesh2_pg.C_2130028	SINLEJ013418
estExt_fgenesh2_pg.C_2130039	SINLEJ000599
estExt_fgenesh2_pg.C_2130039	SINLEJ012893
estExt_fgenesh2_pg.C_2130039	SINLEJ012892
estExt_fgenesh2_pg.C_2130045	SINLEJ013663
estExt_fgenesh2_pg.C_2130054	SINLEJ013761
estExt_fgenesh2_pg.C_2140004	SINLEJ014566
estExt_fgenesh2_pg.C_2140007	SINLEJ019017
estExt_fgenesh2_pg.C_2140007	SINLEJ019198
estExt_fgenesh2_pg.C_2140007	SINLEJ019197
estExt_fgenesh2_pg.C_2140016	SINLEJ008307
estExt_fgenesh2_pg.C_2140016	SINLEJ019262
estExt_fgenesh2_pg.C_2140024	SINLEJ003715
estExt_fgenesh2_pg.C_2140024	SINLEJ003717
estExt_fgenesh2_pg.C_2140024	SINLEJ011647
estExt_fgenesh2_pg.C_2140024	SINLEJ003718
estExt_fgenesh2_pg.C_2140051	SINLEJ016386
estExt_fgenesh2_pg.C_2140054	SINLEJ003726
estExt_fgenesh2_pg.C_2140054	SINLEJ003728
estExt_fgenesh2_pg.C_2140080	SINLEJ011522
estExt_fgenesh2_pg.C_2140080	SINLEJ011523
estExt_fgenesh2_pg.C_2150050	SINLEJ011504
estExt_fgenesh2_pg.C_2160013	SINLEJ008529
estExt_fgenesh2_pg.C_2160021	SINLEJ010758
estExt_fgenesh2_pg.C_2160027	SINLEJ007060
estExt_fgenesh2_pg.C_2160043	SINLEJ006768
estExt_fgenesh2_pg.C_2160043	SINLEJ006767
estExt_fgenesh2_pg.C_2160044	SINLEJ003902
estExt_fgenesh2_pg.C_2160054	SINLEJ000340
estExt_fgenesh2_pg.C_2170003	SINLEJ008082
estExt_fgenesh2_pg.C_2170005	SINLEJ004780
estExt_fgenesh2_pg.C_2170005	SINLEJ004779
estExt_fgenesh2_pg.C_2170012	SINLEJ600137
estExt_fgenesh2_pg.C_2170012	SINLEJ600138
estExt_fgenesh2_pg.C_2170017	SINLEJ008441
estExt_fgenesh2_pg.C_2170017	SINLEJ001641
estExt_fgenesh2_pg.C_2170017	SINLEJ009610
estExt_fgenesh2_pg.C_2170017	SINLEJ008591
estExt_fgenesh2_pg.C_2170037	SINLEJ004832
estExt_fgenesh2_pg.C_2170050	SINLEJ010434
estExt_fgenesh2_pg.C_2170052	SINLEJ006209
estExt_fgenesh2_pg.C_2170052	SINLEJ014125
estExt_fgenesh2_pg.C_2170052	SINLEJ014126
estExt_fgenesh2_pg.C_2180036	SINLEJ009075
estExt_fgenesh2_pg.C_2180036	SINLEJ009359
estExt_fgenesh2_pg.C_2180041	SINLEJ015889
estExt_fgenesh2_pg.C_2180047	SINLEJ005294
estExt_fgenesh2_pg.C_2180062	SINLEJ003057
estExt_fgenesh2_pg.C_2180062	SINLEJ017068
estExt_fgenesh2_pg.C_2180066	SINLEJ003137
estExt_fgenesh2_pg.C_2180066	SINLEJ011000
estExt_fgenesh2_pg.C_2180066	SINLEJ006559
estExt_fgenesh2_pg.C_2180066	SINLEJ003136
estExt_fgenesh2_pg.C_2190007	SINLEJ000211
estExt_fgenesh2_pg.C_2190007	SINLEJ000210
estExt_fgenesh2_pg.C_2190033	SINLEJ000302
estExt_fgenesh2_pg.C_2190033	SINLEJ010841
estExt_fgenesh2_pg.C_2190033	SINLEJ012437
estExt_fgenesh2_pg.C_2190033	SINLEJ017940
estExt_fgenesh2_pg.C_2190034	SINLEJ011913
estExt_fgenesh2_pg.C_2190038	SINLEJ011099
estExt_fgenesh2_pg.C_2190040	SINLEJ010957
estExt_fgenesh2_pg.C_2190040	SINLEJ014427
estExt_fgenesh2_pg.C_2190046	SINLEJ009951
estExt_fgenesh2_pg.C_2190047	SINLEJ017312
estExt_fgenesh2_pg.C_2190050	SINLEJ012474
estExt_fgenesh2_pg.C_2190050	SINLEJ009969
estExt_fgenesh2_pg.C_2190050	SINLEJ012525
estExt_fgenesh2_pg.C_2190051	SINLEJ013308
estExt_fgenesh2_pg.C_2190051	SINLEJ017517
estExt_fgenesh2_pg.C_2190062	SINLEJ000323
estExt_fgenesh2_pg.C_2190062	SINLEJ000320
estExt_fgenesh2_pg.C_2200010	SINLEJ016184
estExt_fgenesh2_pg.C_2200017	SINLEJ005385
estExt_fgenesh2_pg.C_2200017	SINLEJ005386
estExt_fgenesh2_pg.C_2200017	SINLEJ000809
estExt_fgenesh2_pg.C_2200018	SINLEJ005388
estExt_fgenesh2_pg.C_2200018	SINLEJ005390
estExt_fgenesh2_pg.C_2200018	SINLEJ005389
estExt_fgenesh2_pg.C_2200018	SINLEJ005391
estExt_fgenesh2_pg.C_220002	SINLEJ016792
estExt_fgenesh2_pg.C_2200020	SINLEJ006251
estExt_fgenesh2_pg.C_2200022	SINLEJ005240
estExt_fgenesh2_pg.C_2200030	SINLEJ016834
estExt_fgenesh2_pg.C_2200035	SINLEJ006300
estExt_fgenesh2_pg.C_220006	SINLEJ004207
estExt_fgenesh2_pg.C_220014	SINLEJ012438
estExt_fgenesh2_pg.C_220014	SINLEJ012439
estExt_fgenesh2_pg.C_220014	SINLEJ015171
estExt_fgenesh2_pg.C_220037	SINLEJ012594
estExt_fgenesh2_pg.C_220037	SINLEJ011024
estExt_fgenesh2_pg.C_220037	SINLEJ014707
estExt_fgenesh2_pg.C_220037	SINLEJ011023
estExt_fgenesh2_pg.C_220038	SINLEJ000403
estExt_fgenesh2_pg.C_220038	SINLEJ000404
estExt_fgenesh2_pg.C_220038	SINLEJ000405
estExt_fgenesh2_pg.C_220052	SINLEJ010904
estExt_fgenesh2_pg.C_220053	SINLEJ005321
estExt_fgenesh2_pg.C_220053	SINLEJ005322
estExt_fgenesh2_pg.C_220053	SINLEJ005320
estExt_fgenesh2_pg.C_220065	SINLEJ001674
estExt_fgenesh2_pg.C_220065	SINLEJ010542
estExt_fgenesh2_pg.C_220065	SINLEJ004738
estExt_fgenesh2_pg.C_220069	SINLEJ010409
estExt_fgenesh2_pg.C_220070	SINLEJ003312
estExt_fgenesh2_pg.C_220070	SINLEJ004821
estExt_fgenesh2_pg.C_220070	SINLEJ001610
estExt_fgenesh2_pg.C_220070	SINLEJ600487
estExt_fgenesh2_pg.C_220106	SINLEJ006592
estExt_fgenesh2_pg.C_220119	SINLEJ002940
estExt_fgenesh2_pg.C_220119	SINLEJ008988
estExt_fgenesh2_pg.C_220119	SINLEJ014020
estExt_fgenesh2_pg.C_220122	SINLEJ014648
estExt_fgenesh2_pg.C_220125	SINLEJ014778
estExt_fgenesh2_pg.C_220127	SINLEJ008983
estExt_fgenesh2_pg.C_220137	SINLEJ009056
estExt_fgenesh2_pg.C_220145	SINLEJ011059
estExt_fgenesh2_pg.C_220145	SINLEJ015616
estExt_fgenesh2_pg.C_220146	SINLEJ007238
estExt_fgenesh2_pg.C_220147	SINLEJ010900
estExt_fgenesh2_pg.C_220171	SINLEJ012587
estExt_fgenesh2_pg.C_220176	SINLEJ002747
estExt_fgenesh2_pg.C_220178	SINLEJ003162
estExt_fgenesh2_pg.C_220178	SINLEJ003161
estExt_fgenesh2_pg.C_220182	SINLEJ010953
estExt_fgenesh2_pg.C_220185	SINLEJ010998
estExt_fgenesh2_pg.C_220185	SINLEJ009140
estExt_fgenesh2_pg.C_220186	SINLEJ009119
estExt_fgenesh2_pg.C_220186	SINLEJ009118
estExt_fgenesh2_pg.C_220193	SINLEJ010948
estExt_fgenesh2_pg.C_220195	SINLEJ014799
estExt_fgenesh2_pg.C_220214	SINLEJ009398
estExt_fgenesh2_pg.C_220214	SINLEJ011074
estExt_fgenesh2_pg.C_220214	SINLEJ015631
estExt_fgenesh2_pg.C_220214	SINLEJ015630
estExt_fgenesh2_pg.C_220223	SINLEJ008280
estExt_fgenesh2_pg.C_220223	SINLEJ008471
estExt_fgenesh2_pg.C_220223	SINLEJ016023
estExt_fgenesh2_pg.C_2210019	SINLEJ004172
estExt_fgenesh2_pg.C_2210019	SINLEJ012899
estExt_fgenesh2_pg.C_2210023	SINLEJ010615
estExt_fgenesh2_pg.C_2210023	SINLEJ004842
estExt_fgenesh2_pg.C_2210023	SINLEJ600341
estExt_fgenesh2_pg.C_2210023	SINLEJ600339
estExt_fgenesh2_pg.C_2210025	SINLEJ003332
estExt_fgenesh2_pg.C_2210025	SINLEJ600340
estExt_fgenesh2_pg.C_2210025	SINLEJ013899
estExt_fgenesh2_pg.C_2210025	SINLEJ017728
estExt_fgenesh2_pg.C_2210028	SINLEJ003731
estExt_fgenesh2_pg.C_2210037	SINLEJ600428
estExt_fgenesh2_pg.C_2210046	SINLEJ010461
estExt_fgenesh2_pg.C_2220008	SINLEJ002727
estExt_fgenesh2_pg.C_2220018	SINLEJ008111
estExt_fgenesh2_pg.C_2220025	SINLEJ010678
estExt_fgenesh2_pg.C_2220025	SINLEJ015448
estExt_fgenesh2_pg.C_2220025	SINLEJ010677
estExt_fgenesh2_pg.C_2220025	SINLEJ015449
estExt_fgenesh2_pg.C_2220045	SINLEJ013148
estExt_fgenesh2_pg.C_2220045	SINLEJ013147
estExt_fgenesh2_pg.C_2220060	SINLEJ008070
estExt_fgenesh2_pg.C_2220060	SINLEJ008069
estExt_fgenesh2_pg.C_2220061	SINLEJ001301
estExt_fgenesh2_pg.C_2220088	SINLEJ007516
estExt_fgenesh2_pg.C_2220089	SINLEJ012987
estExt_fgenesh2_pg.C_2220089	SINLEJ013290
estExt_fgenesh2_pg.C_2220089	SINLEJ013289
estExt_fgenesh2_pg.C_2220095	SINLEJ017852
estExt_fgenesh2_pg.C_2220102	SINLEJ002700
estExt_fgenesh2_pg.C_2220102	SINLEJ008103
estExt_fgenesh2_pg.C_2220102	SINLEJ008104
estExt_fgenesh2_pg.C_2220106	SINLEJ009052
estExt_fgenesh2_pg.C_2220109	SINLEJ008184
estExt_fgenesh2_pg.C_2230006	SINLEJ005308
estExt_fgenesh2_pg.C_2230006	SINLEJ005306
estExt_fgenesh2_pg.C_2230006	SINLEJ005305
estExt_fgenesh2_pg.C_2230006	SINLEJ005309
estExt_fgenesh2_pg.C_2230025	SINLEJ010916
estExt_fgenesh2_pg.C_2230025	SINLEJ002757
estExt_fgenesh2_pg.C_2230025	SINLEJ010917
estExt_fgenesh2_pg.C_2230025	SINLEJ005340
estExt_fgenesh2_pg.C_2230026	SINLEJ009153
estExt_fgenesh2_pg.C_2230026	SINLEJ010935
estExt_fgenesh2_pg.C_2230026	SINLEJ010936
estExt_fgenesh2_pg.C_2230065	SINLEJ009072
estExt_fgenesh2_pg.C_2230065	SINLEJ009071
estExt_fgenesh2_pg.C_2240007	SINLEJ006197
estExt_fgenesh2_pg.C_2240011	SINLEJ007427
estExt_fgenesh2_pg.C_2240011	SINLEJ008799
estExt_fgenesh2_pg.C_2240030	SINLEJ018658
estExt_fgenesh2_pg.C_2240036	SINLEJ600133
estExt_fgenesh2_pg.C_2240037	SINLEJ018659
estExt_fgenesh2_pg.C_2240037	SINLEJ018660
estExt_fgenesh2_pg.C_2240039	SINLEJ017900
estExt_fgenesh2_pg.C_2240039	SINLEJ006944
estExt_fgenesh2_pg.C_2240039	SINLEJ017563
estExt_fgenesh2_pg.C_2240039	SINLEJ006134
estExt_fgenesh2_pg.C_2240055	SINLEJ006358
estExt_fgenesh2_pg.C_2250002	SINLEJ016319
estExt_fgenesh2_pg.C_2250016	SINLEJ017281
estExt_fgenesh2_pg.C_2250034	SINLEJ019082
estExt_fgenesh2_pg.C_2250034	SINLEJ018678
estExt_fgenesh2_pg.C_2250036	SINLEJ008175
estExt_fgenesh2_pg.C_2270021	SINLEJ018563
estExt_fgenesh2_pg.C_2280011	SINLEJ007302
estExt_fgenesh2_pg.C_2280036	SINLEJ012071
estExt_fgenesh2_pg.C_2280040	SINLEJ009407
estExt_fgenesh2_pg.C_2290009	SINLEJ003742
estExt_fgenesh2_pg.C_2290009	SINLEJ001035
estExt_fgenesh2_pg.C_2290010	SINLEJ009344
estExt_fgenesh2_pg.C_2290010	SINLEJ011226
estExt_fgenesh2_pg.C_2290012	SINLEJ013978
estExt_fgenesh2_pg.C_2290026	SINLEJ013928
estExt_fgenesh2_pg.C_2290035	SINLEJ016007
estExt_fgenesh2_pg.C_2290035	SINLEJ014572
estExt_fgenesh2_pg.C_2290055	SINLEJ013131
estExt_fgenesh2_pg.C_2290057	SINLEJ013128
estExt_fgenesh2_pg.C_2290060	SINLEJ009008
estExt_fgenesh2_pg.C_2290063	SINLEJ014109
estExt_fgenesh2_pg.C_2290063	SINLEJ014113
estExt_fgenesh2_pg.C_2290064	SINLEJ013553
estExt_fgenesh2_pg.C_2300008	SINLEJ600392
estExt_fgenesh2_pg.C_2300014	SINLEJ014241
estExt_fgenesh2_pg.C_2300030	SINLEJ000573
estExt_fgenesh2_pg.C_2300048	SINLEJ000045
estExt_fgenesh2_pg.C_2300048	SINLEJ000052
estExt_fgenesh2_pg.C_2300054	SINLEJ004165
estExt_fgenesh2_pg.C_230011	SINLEJ011563
estExt_fgenesh2_pg.C_230028	SINLEJ017470
estExt_fgenesh2_pg.C_230040	SINLEJ016704
estExt_fgenesh2_pg.C_230062	SINLEJ013200
estExt_fgenesh2_pg.C_230062	SINLEJ013204
estExt_fgenesh2_pg.C_230062	SINLEJ017237
estExt_fgenesh2_pg.C_230062	SINLEJ016098
estExt_fgenesh2_pg.C_230068	SINLEJ013246
estExt_fgenesh2_pg.C_230068	SINLEJ012334
estExt_fgenesh2_pg.C_230072	SINLEJ002992
estExt_fgenesh2_pg.C_230072	SINLEJ018737
estExt_fgenesh2_pg.C_230072	SINLEJ018772
estExt_fgenesh2_pg.C_230072	SINLEJ016806
estExt_fgenesh2_pg.C_230100	SINLEJ019166
estExt_fgenesh2_pg.C_230101	SINLEJ002787
estExt_fgenesh2_pg.C_230107	SINLEJ007675
estExt_fgenesh2_pg.C_230157	SINLEJ005405
estExt_fgenesh2_pg.C_2310004	SINLEJ001037
estExt_fgenesh2_pg.C_2310009	SINLEJ005103
estExt_fgenesh2_pg.C_2310009	SINLEJ005899
estExt_fgenesh2_pg.C_2310009	SINLEJ005900
estExt_fgenesh2_pg.C_2310020	SINLEJ005192
estExt_fgenesh2_pg.C_2310020	SINLEJ016848
estExt_fgenesh2_pg.C_2310020	SINLEJ005191
estExt_fgenesh2_pg.C_2310020	SINLEJ016847
estExt_fgenesh2_pg.C_2310034	SINLEJ000783
estExt_fgenesh2_pg.C_2310035	SINLEJ002005
estExt_fgenesh2_pg.C_2310041	SINLEJ001879
estExt_fgenesh2_pg.C_2310041	SINLEJ001878
estExt_fgenesh2_pg.C_2310049	SINLEJ000716
estExt_fgenesh2_pg.C_2310049	SINLEJ000718
estExt_fgenesh2_pg.C_2310050	SINLEJ005865
estExt_fgenesh2_pg.C_2310052	SINLEJ002144
estExt_fgenesh2_pg.C_2310052	SINLEJ002143
estExt_fgenesh2_pg.C_2310053	SINLEJ001156
estExt_fgenesh2_pg.C_2310060	SINLEJ001101
estExt_fgenesh2_pg.C_2310060	SINLEJ008490
estExt_fgenesh2_pg.C_2310060	SINLEJ008491
estExt_fgenesh2_pg.C_2310066	SINLEJ011900
estExt_fgenesh2_pg.C_2310067	SINLEJ011899
estExt_fgenesh2_pg.C_2310071	SINLEJ001069
estExt_fgenesh2_pg.C_2310071	SINLEJ005138
estExt_fgenesh2_pg.C_2310077	SINLEJ016724
estExt_fgenesh2_pg.C_2310077	SINLEJ000802
estExt_fgenesh2_pg.C_2310077	SINLEJ005110
estExt_fgenesh2_pg.C_2310078	SINLEJ000889
estExt_fgenesh2_pg.C_2310078	SINLEJ001146
estExt_fgenesh2_pg.C_2310078	SINLEJ005043
estExt_fgenesh2_pg.C_2310078	SINLEJ005042
estExt_fgenesh2_pg.C_2310086	SINLEJ013803
estExt_fgenesh2_pg.C_2320001	SINLEJ017879
estExt_fgenesh2_pg.C_2320001	SINLEJ017878
estExt_fgenesh2_pg.C_2320001	SINLEJ015760
estExt_fgenesh2_pg.C_2320001	SINLEJ002014
estExt_fgenesh2_pg.C_2320003	SINLEJ016991
estExt_fgenesh2_pg.C_2320003	SINLEJ005090
estExt_fgenesh2_pg.C_2320010	SINLEJ001021
estExt_fgenesh2_pg.C_2320017	SINLEJ004304
estExt_fgenesh2_pg.C_2320017	SINLEJ011978
estExt_fgenesh2_pg.C_2320020	SINLEJ015081
estExt_fgenesh2_pg.C_2320024	SINLEJ001020
estExt_fgenesh2_pg.C_2320027	SINLEJ004430
estExt_fgenesh2_pg.C_2320030	SINLEJ004901
estExt_fgenesh2_pg.C_2320035	SINLEJ004401
estExt_fgenesh2_pg.C_2320036	SINLEJ012013
estExt_fgenesh2_pg.C_2320044	SINLEJ007952
estExt_fgenesh2_pg.C_2320044	SINLEJ014380
estExt_fgenesh2_pg.C_2320049	SINLEJ004269
estExt_fgenesh2_pg.C_2320049	SINLEJ017290
estExt_fgenesh2_pg.C_2320051	SINLEJ004395
estExt_fgenesh2_pg.C_2320051	SINLEJ004398
estExt_fgenesh2_pg.C_2320058	SINLEJ011893
estExt_fgenesh2_pg.C_2320058	SINLEJ004393
estExt_fgenesh2_pg.C_2320058	SINLEJ004394
estExt_fgenesh2_pg.C_2320060	SINLEJ000973
estExt_fgenesh2_pg.C_2320066	SINLEJ000970
estExt_fgenesh2_pg.C_2320066	SINLEJ000971
estExt_fgenesh2_pg.C_2320068	SINLEJ011902
estExt_fgenesh2_pg.C_2330010	SINLEJ009126
estExt_fgenesh2_pg.C_2330010	SINLEJ010939
estExt_fgenesh2_pg.C_2330010	SINLEJ014761
estExt_fgenesh2_pg.C_2330010	SINLEJ010937
estExt_fgenesh2_pg.C_2330029	SINLEJ002881
estExt_fgenesh2_pg.C_2330029	SINLEJ010986
estExt_fgenesh2_pg.C_2330030	SINLEJ013792
estExt_fgenesh2_pg.C_2330030	SINLEJ017769
estExt_fgenesh2_pg.C_2330030	SINLEJ017768
estExt_fgenesh2_pg.C_2330030	SINLEJ015424
estExt_fgenesh2_pg.C_2330031	SINLEJ018644
estExt_fgenesh2_pg.C_2330031	SINLEJ019284
estExt_fgenesh2_pg.C_2330031	SINLEJ002802
estExt_fgenesh2_pg.C_2330032	SINLEJ003067
estExt_fgenesh2_pg.C_2330032	SINLEJ003072
estExt_fgenesh2_pg.C_2330033	SINLEJ013486
estExt_fgenesh2_pg.C_2330034	SINLEJ002916
estExt_fgenesh2_pg.C_2330034	SINLEJ002915
estExt_fgenesh2_pg.C_2330038	SINLEJ002880
estExt_fgenesh2_pg.C_2330044	SINLEJ016793
estExt_fgenesh2_pg.C_2330044	SINLEJ005296
estExt_fgenesh2_pg.C_2330046	SINLEJ009488
estExt_fgenesh2_pg.C_2330046	SINLEJ009489
estExt_fgenesh2_pg.C_2330047	SINLEJ012894
estExt_fgenesh2_pg.C_2340050	SINLEJ011832
estExt_fgenesh2_pg.C_2340050	SINLEJ001604
estExt_fgenesh2_pg.C_2350025	SINLEJ010095
estExt_fgenesh2_pg.C_2350029	SINLEJ003623
estExt_fgenesh2_pg.C_2350029	SINLEJ014942
estExt_fgenesh2_pg.C_2350034	SINLEJ001782
estExt_fgenesh2_pg.C_2350034	SINLEJ008588
estExt_fgenesh2_pg.C_2370057	SINLEJ015877
estExt_fgenesh2_pg.C_2370057	SINLEJ000398
estExt_fgenesh2_pg.C_2370060	SINLEJ012802
estExt_fgenesh2_pg.C_2370060	SINLEJ012801
estExt_fgenesh2_pg.C_2370071	SINLEJ000553
estExt_fgenesh2_pg.C_2370071	SINLEJ000554
estExt_fgenesh2_pg.C_2370071	SINLEJ000552
estExt_fgenesh2_pg.C_2380029	SINLEJ005753
estExt_fgenesh2_pg.C_2380029	SINLEJ005744
estExt_fgenesh2_pg.C_2380029	SINLEJ017996
estExt_fgenesh2_pg.C_2380046	SINLEJ005717
estExt_fgenesh2_pg.C_2380060	SINLEJ019411
